	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	_timestamp	trainer/global_step	lr-Adam	_runtime	val_loss	train_loss	_step	epoch	max_val_accuracy	name
0	attentive_lstm	0.8518484975714029	0.9844727954204868		0.6371147239634004	0.0006080448909481342	0.05632856292942279	3	1	adam	None	2	352	1	64	65	True	0.00029374184241229853	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697351746/version_0	1	272	2	1	0.12350009311586488	True	128	128	65	65	4508000	3	LSTMEncoder	0		min	0.0006080448909481342	1	0.3333333333333333	0	5	loss	0.6371147239634004	4	3	1697352751.9014575	11407	0.00029374184241229853	997.2773575782776	0.8765429854393005	0.8815528154373169	558	247	1.0	laced-sweep-271
1	attentive_lstm	0.8393717612625535	0.995436612334854		0.2450724845875108	0.0008840105070588571	0.4543250956615331	3	1	adam	warmupinvsqrt	2	240	1	1152	65	True	0.006193162331441241	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697351557/version_0	1	48	1	1	0.11881179716069462	True	128	128	65	65	3173300	3	LSTMEncoder	0		min	0.0008840105070588571	1	0.3333333333333333	13222	5	loss	0.2450724845875108	4	3	1697355875.6746435	8839	0.004124715435688365	4308.549390554428	0.8759819865226746	0.8643183708190918	585	259	1.0	tough-sweep-270
2	attentive_lstm	0.8369628017630584	0.9963364062477532		0.6346841423468674	0.000701509490101443	0.3894695390434271	3	1	adam	reduceonplateau	2	528	1	1792	65	True	1.4770647276549486e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697351232/version_0	1	432	1	1	0.1078667622428378	True	128	128	65	65	4372300	1	LSTMEncoder	0		min	0.000701509490101443	1	0.3333333333333333	0	5	loss	0.6346841423468674	4	1	1697365731.8356943	19871	1.4770647276549486e-06	14488.273153305054	0.7890729904174805	0.7900388240814209	972	431	1.0	vocal-sweep-269
3	attentive_lstm	0.914721751128078	0.983297756932787		0.40273811705246343	0.0003817265087970459	0.3168877830577386	3	1	adam	None	2	1472	1	768	65	True	0.0058670768953085406	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697351228/version_0	1	272	2	1	0.08201177615992344	True	128	128	65	65	2420300	2	LSTMEncoder	0		min	0.0003817265087970459	1	0.3333333333333333	0	5	loss	0.40273811705246343	4	2	1697352908.2270846	10383	0.0058670768953085406	1671.4439556598663	0.6385177373886108	0.6325544118881226	531	235	0.9980000257492064	bright-sweep-268
4	attentive_lstm	0.9552390839559608	0.9842063846680356		0.76094997355825	1.9076159626926736e-05	0.183050232460034	3	1	adam	reduceonplateau	2	1808	1	1088	65	True	1.2433648753506754e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697351030/version_0	1	32	2	1	0.17770867425537987	True	128	128	65	65	2764500	3	LSTMEncoder	0		min	1.9076159626926736e-05	1	0.3333333333333333	0	5	loss	0.76094997355825	4	3	1697353510.1226466	7343	1.2433648753506754e-06	2468.363416671753	3.060192108154297	2.3258872032165527	459	203	0.0	likely-sweep-267
5	attentive_lstm	0.8912295060086991	0.9803421634343594		0.12110200632231996	1.111311147322149e-05	0.3809351116486865	3	1	adam	None	2	368	1	1984	65	True	0.0003985242689785684	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697349403/version_0	1	288	2	1	0.15169291722093636	True	128	128	65	65	4787500	1	LSTMEncoder	0		min	1.111311147322149e-05	1	0.3333333333333333	0	5	loss	0.12110200632231996	4	1	1697359544.9960458	10207	0.0003985242689785684	10131.588955879211	1.042920470237732	1.0448209047317505	522	231	1.0	scarlet-sweep-266
6	attentive_lstm	0.836987883479381	0.9906464479217536		0.46097385360507315	0.0007595895203669071	0.4580027271602899	3	1	adam	None	2	272	1	256	65	True	8.982713310213747e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697349248/version_0	1	176	2	1	0.15730655634070365	True	128	128	65	65	4804100	3	LSTMEncoder	0		min	0.0007595895203669071	1	0.3333333333333333	0	5	loss	0.46097385360507315	4	3	1697351567.6287148	14395	8.982713310213747e-05	2308.0286967754364	1.079618215560913	1.09062659740448	549	243	1.0	ethereal-sweep-265
7	attentive_lstm	0.9332030165328896	0.9950815162848424		0.8758308565064494	9.382233931589332e-05	0.23099775694423108	3	1	adam	None	2	432	1	1152	65	True	3.4279595626163464e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697348040/version_0	1	96	2	1	0.1916897188040566	True	128	128	65	65	756600	4	LSTMEncoder	0		min	9.382233931589332e-05	1	0.3333333333333333	0	5	loss	0.8758308565064494	4	4	1697351209.3147182	10031	3.4279595626163464e-05	3160.7018463611603	1.270626187324524	1.273789644241333	594	263	1.0	confused-sweep-264
8	attentive_lstm	0.8291212101105442	0.9963931205972516		0.11002513085427532	0.0004196748046660433	0.076916570381458	3	1	adam	None	2	480	1	1920	65	True	0.006649085242117838	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697347510/version_0	1	480	1	1	0.16615801956330925	True	128	128	65	65	1253900	2	LSTMEncoder	0		min	0.0004196748046660433	1	0.3333333333333333	0	5	loss	0.11002513085427532	4	2	1697358286.965649	14279	0.006649085242117838	10766.042857646942	1.276341199874878	1.1385135650634766	945	419	0.9210000038146972	prime-sweep-263
9	attentive_lstm	0.9546635771044556	0.9868947955804686		0.7340043731774166	0.0007687409854923915	0.2225538327475079	3	1	adam	reduceonplateau	2	1328	1	448	65	True	2.1162995538389018e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697347331/version_0	1	512	2	1	0.05043268315540997	True	128	128	65	65	711000	5	LSTMEncoder	0		min	0.0007687409854923915	1	0.3333333333333333	0	5	loss	0.7340043731774166	4	5	1697351827.59246	31163	2.1162995538389018e-06	4485.798293828964	0.41150790452957153	0.4121096730232239	1431	635	1.0	visionary-sweep-262
10	attentive_lstm	0.8532199780141612	0.985761271323052		0.24336139478429955	0.00020405760869004517	0.024301848460771436	3	1	adam	warmupinvsqrt	2	1936	1	448	65	True	0.001491223779747156	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697346998/version_0	1	272	2	1	0.1322872603436412	True	128	128	65	65	92100	1	LSTMEncoder	0		min	0.00020405760869004517	1	0.3333333333333333	380	5	loss	0.24336139478429955	4	1	1697348333.4221914	7343	0.00033999766179442436	1325.3543193340302	0.9286512136459352	0.9289840459823608	486	215	1.0	sweepy-sweep-261
11	attentive_lstm	0.9893225528223706	0.9976931046229586		0.3107467215560895	0.0009691717507167534	0.3689345790856921	3	1	adam	reduceonplateau	2	1008	1	1856	65	True	0.000107592825334247	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697346993/version_0	1	32	2	1	0.022802822114329248	True	128	128	65	65	1619500	3	LSTMEncoder	0		min	0.0009691717507167534	1	0.3333333333333333	0	5	loss	0.3107467215560895	4	3	1697354344.191534	8959	0.000107592825334247	7340.391931056976	0.20999297499656677	0.20881590247154236	630	279	1.0	trim-sweep-260
12	attentive_lstm	0.8268981634079312	0.987789265374213		0.4207209399413706	0.000979777873074893	0.1834008512119008	3	1	adam	warmupinvsqrt	2	528	1	512	65	True	0.0001475919148103442	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697346934/version_0	1	224	1	1	0.047614046305964025	True	128	128	65	65	1580500	2	LSTMEncoder	0		min	0.000979777873074893	1	0.3333333333333333	8980	5	loss	0.4207209399413706	4	2	1697348026.6961572	12511	0.0001252671435090196	1085.3261091709137	1.2063722610473633	0.4221137464046478	612	271	1.0	apricot-sweep-259
13	attentive_lstm	0.9731905257222256	0.9956317802046182		0.7533853176985063	0.0005428574751892601	0.48531676906057025	3	1	adam	None	2	112	1	1152	65	True	0.0002182037960489076	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697346549/version_0	1	320	2	1	0.12252238648857676	True	128	128	65	65	1944000	2	LSTMEncoder	0		min	0.0005428574751892601	1	0.3333333333333333	0	5	loss	0.7533853176985063	4	2	1697349439.3251815	15839	0.0002182037960489076	2882.729057788849	0.8700584769248962	0.8736088871955872	495	219	1.0	skilled-sweep-258
14	attentive_lstm	0.924790412764997	0.9904672672367768		0.8281063450453842	0.000842484554421689	0.4510850064114006	3	1	adam	None	2	752	1	1792	65	True	0.0011962738604357004	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697346005/version_0	1	144	2	1	0.1718180500697536	True	128	128	65	65	3313300	5	LSTMEncoder	0		min	0.000842484554421689	1	0.3333333333333333	0	5	loss	0.8281063450453842	4	5	1697351601.7968287	9631	0.0011962738604357004	5584.860618829727	1.1596181392669678	1.1612958908081057	504	223	1.0	atomic-sweep-257
15	attentive_lstm	0.8300710225563466	0.9820303461443216		0.3897473941491646	0.0005545999823940161	0.3054119700631088	3	1	adam	reduceonplateau	2	1072	1	1920	65	True	0.00014499640282847898	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697346003/version_0	1	48	2	1	0.09998592184181485	True	128	128	65	65	3876500	2	LSTMEncoder	0		min	0.0005545999823940161	1	0.3333333333333333	0	5	loss	0.3897473941491646	4	2	1697352381.484689	12959	0.00014499640282847898	6370.89860200882	0.7345072031021118	0.7352254390716553	486	215	1.0	jolly-sweep-256
16	attentive_lstm	0.8842443549420431	0.9854441258175978		0.6202558590415884	0.0007857232598835999	0.4816849944295247	3	1	adam	None	2	2016	1	1408	65	True	0.00017095349269031818	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697345805/version_0	1	288	1	1	0.1062342405199924	True	128	128	65	65	3977300	1	LSTMEncoder	0		min	0.0007857232598835999	1	0.3333333333333333	0	5	loss	0.6202558590415884	4	1	1697351537.06921	7807	0.00017095349269031818	5724.002256155014	0.7704026103019714	0.7729454636573792	549	243	1.0	royal-sweep-254
17	attentive_lstm	0.8726009721923126	0.9838841082462396		0.7139138999869399	0.0004425215134331163	0.09102817368827965	3	1	adam	warmupinvsqrt	2	640	1	1472	65	True	0.0003948720927011839	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697345702/version_0	1	464	2	1	0.05454484263882029	True	128	128	65	65	1227500	3	LSTMEncoder	0		min	0.0004425215134331163	1	0.3333333333333333	7671	5	loss	0.7139138999869399	4	3	1697352379.9924085	11599	0.0003218040019172762	6668.7264041900635	0.4397850036621094	0.43433913588523865	522	231	1.0	eager-sweep-253
18	attentive_lstm	0.9309641945762196	0.9870434426138982		0.2909725432720007	0.000118899476694925	0.38156829463881664	3	1	adam	reduceonplateau	2	1424	1	256	65	True	1.4143063155058302e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697345511/version_0	1	336	2	1	0.10557844290581447	True	128	128	65	65	406100	2	LSTMEncoder	0		min	0.000118899476694925	1	0.3333333333333333	0	5	loss	0.2909725432720007	4	2	1697346981.7052526	9179	1.4143063155058302e-06	1460.2671115398407	3.2468185424804688	2.0692081451416016	459	203	0.0	light-sweep-252
19	attentive_lstm	0.8280979229344559	0.9906857866627178		0.8045475119585802	0.0006629816172772815	0.36175832791227186	3	1	adam	warmupinvsqrt	2	80	1	1664	65	True	4.4545195264416e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697345447/version_0	1	192	1	1	0.10493704196858088	True	128	128	65	65	4941600	5	LSTMEncoder	0		min	0.0006629816172772815	1	0.3333333333333333	61770	5	loss	0.8045475119585802	4	5	1697363258.084018	49199	3.5408274040518464e-06	17802.97506594658	0.7690258622169495	0.7731294631958008	1107	491	1.0	vital-sweep-251
20	attentive_lstm	0.9172502988340012	0.9960685335276912		0.20891265601533224	0.00037203063662991407	0.02437089902451156	3	1	adam	warmupinvsqrt	2	608	1	1472	65	True	0.002409304829112592	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697345447/version_0	1	96	1	1	0.11430612471694578	True	128	128	65	65	397000	3	LSTMEncoder	0		min	0.00037203063662991407	1	0.3333333333333333	2611	5	loss	0.20891265601533224	4	3	1697350958.1946335	11235	0.001164168984054855	5503.25150680542	0.819955587387085	0.8203063607215881	477	211	1.0	likely-sweep-250
21	attentive_lstm	0.9341532337747144	0.9907423695109604		0.1037559851349008	0.0005379579404755332	0.03401791815299188	3	1	adam	warmupinvsqrt	2	256	1	1152	65	True	4.8140166125910805e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697252315/version_0	1	512	2	1	0.08444372956000967	True	128	128	65	65	4129300	4	LSTMEncoder	0		min	0.0005379579404755332	1	0.3333333333333333	16130	5	loss	0.1037559851349008	4	4	1697258643.1311853	16639	4.744233985199952e-06	6319.253940343857	0.6326738595962524	0.6332846879959106	1170	519	1.0	olive-sweep-249
22	attentive_lstm	0.9485612479575928	0.9955431102155728		0.37908544969515223	0.0004347559436283784	0.4746971015270761	3	1	adam	None	2	1312	1	896	65	True	2.329319313387055e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697252115/version_0	1	64	1	1	0.08383618088467602	True	128	128	65	65	4985200	2	LSTMEncoder	0		min	0.0004347559436283784	1	0.3333333333333333	0	5	loss	0.37908544969515223	4	2	1697254600.5488937	15679	2.329319313387055e-05	2478.107807636261	0.6420419812202454	0.645527184009552	720	319	1.0	fragrant-sweep-248
23	attentive_lstm	0.9800161126997396	0.9963082059830864		0.5274024613201637	0.0005298370380809895	0.23232133391857995	3	1	adam	warmupinvsqrt	2	1408	1	576	65	True	2.9075411856449083e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697251781/version_0	1	48	2	1	0.1330918678100848	True	128	128	65	65	3413900	2	LSTMEncoder	0		min	0.0005298370380809895	1	0.3333333333333333	19397	5	loss	0.5274024613201637	4	2	1697253753.975015	9383	1.3997329273368123e-06	1960.6642649173737	2.919097661972046	2.3810296058654785	459	203	0.0	glorious-sweep-247
24	attentive_lstm	0.9053196293576412	0.9923661435988786		0.10723957190515972	0.0009980077441508898	0.1752596007359049	3	1	adam	reduceonplateau	2	192	1	1600	65	True	0.0007208030207682644	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697251742/version_0	1	128	2	1	0.023837081936261953	True	128	128	65	65	1946500	4	LSTMEncoder	0		min	0.0009980077441508898	1	0.3333333333333333	0	5	loss	0.10723957190515972	4	4	1697259606.513229	9743	0.0007208030207682644	7856.12179684639	0.20894694328308103	0.20929701626300812	522	231	1.0	hopeful-sweep-246
25	attentive_lstm	0.8845091929389582	0.981836253274064		0.6076319618730806	4.050001659030541e-06	0.3631851923781582	3	1	adam	None	2	1168	1	640	65	True	0.001765619394352009	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697251480/version_0	1	416	1	1	0.1597020988441793	True	128	128	65	65	2843900	3	LSTMEncoder	0		min	4.050001659030541e-06	1	0.3333333333333333	0	5	loss	0.6076319618730806	4	3	1697253797.3328524	18479	0.001765619394352009	2309.1852464675903	1.0991158485412598	1.093591570854187	756	335	1.0	misty-sweep-245
26	attentive_lstm	0.8090127244569736	0.9969770859229634		0.3582036997535648	0.0008055153716519549	0.23902717140364105	3	1	adam	reduceonplateau	2	752	1	384	65	True	0.0019718365440264474	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697251081/version_0	1	352	1	1	0.17543489369058674	True	128	128	65	65	1526800	2	LSTMEncoder	0		min	0.0008055153716519549	1	0.3333333333333333	0	5	loss	0.3582036997535648	4	2	1697252099.639567	11523	0.0008055153716519549	1010.6197669506072	1.2211285829544067	1.1826218366622925	603	267	1.0	treasured-sweep-244
27	attentive_lstm	0.9194254478925415	0.9814884455457956		0.6041013838724407	0.0005001051107187914	0.4054564502099544	3	1	adam	None	2	80	1	640	65	True	0.005062736271576757	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697250838/version_0	1	400	1	1	0.1595018429892705	True	128	128	65	65	4245800	1	LSTMEncoder	0		min	0.0005001051107187914	1	0.3333333333333333	0	5	loss	0.6041013838724407	4	1	1697252939.0223548	22399	0.005062736271576757	2093.03236079216	3.3620080947875977	1.9596868753433228	504	223	0.9760000109672546	brisk-sweep-243
28	attentive_lstm	0.873319234134713	0.98562134559768		0.4871903715343411	0.0004928059163919113	0.28750960009576243	3	1	adam	None	2	640	1	704	65	True	1.1946015689754937e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697250622/version_0	1	400	2	1	0.07077088796272946	True	128	128	65	65	994900	2	LSTMEncoder	0		min	0.0004928059163919113	1	0.3333333333333333	0	5	loss	0.4871903715343411	4	2	1697256890.8665984	36399	1.1946015689754937e-06	6260.926855325699	0.5516583323478699	0.5539730787277222	1638	727	1.0	jumping-sweep-242
29	attentive_lstm	0.8745460295568768	0.990994688620629		0.3195148935330886	0.0009308873223730572	0.27404985284202693	3	1	adam	reduceonplateau	2	960	1	1280	65	True	3.1281025660361566e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697250393/version_0	1	272	2	1	0.1901157202732364	True	128	128	65	65	2787100	2	LSTMEncoder	0		min	0.0009308873223730572	1	0.3333333333333333	0	5	loss	0.3195148935330886	4	2	1697253794.5238552	8295	3.1281025660361566e-05	3394.511672258377	1.26212477684021	1.2638609409332275	549	243	1.0	different-sweep-241
30	attentive_lstm	0.8206885327242681	0.982346753212072		0.8412969954441218	0.0006062492298539408	0.1468232756875948	3	1	adam	reduceonplateau	2	1264	1	2048	65	True	0.0007440207629590501	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697250265/version_0	1	304	1	1	0.14963177565939387	True	128	128	65	65	1981700	2	LSTMEncoder	0		min	0.0006062492298539408	1	0.3333333333333333	0	5	loss	0.8412969954441218	4	2	1697261674.4075582	12443	0.0006062492298539408	11402.107610225676	1.031052589416504	1.031606912612915	549	243	1.0	eager-sweep-239
31	attentive_lstm	0.9680738140802316	0.996363643236437		0.6834935923213304	0.0008075720730142964	0.3958451095653966	3	1	adam	reduceonplateau	2	1952	1	128	65	True	3.8570665308641355e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697249984/version_0	1	208	2	1	0.15069924031007795	True	128	128	65	65	4605700	5	LSTMEncoder	0		min	0.0008075720730142964	1	0.3333333333333333	0	5	loss	0.6834935923213304	4	5	1697252298.999869	18611	3.8570665308641355e-05	2306.1202454566956	1.0434712171554563	1.0661518573760986	1269	563	1.0	treasured-sweep-238
32	attentive_lstm	0.9287064994185016	0.9929430130348722		0.8138454956905851	0.0008259835553423642	0.47789494760165774	3	1	adam	reduceonplateau	2	1920	1	448	65	True	1.0911869734962242e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697249755/version_0	1	96	2	1	0.065043411359519	True	128	128	65	65	111300	3	LSTMEncoder	0		min	0.0008259835553423642	1	0.3333333333333333	0	5	loss	0.8138454956905851	4	3	1697250793.6811004	6935	1.0911869734962242e-06	1030.3668723106384	2.807086944580078	2.1285667419433594	459	203	0.0	generous-sweep-237
33	attentive_lstm	0.8343322303013954	0.9845769513156158		0.734498402802543	0.00033939344729394814	0.08529843748588728	3	1	adam	reduceonplateau	2	688	1	384	65	True	0.003634006009914756	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697249754/version_0	1	496	1	1	0.0361192207718638	True	128	128	65	65	741600	5	LSTMEncoder	0		min	0.00033939344729394814	1	0.3333333333333333	0	5	loss	0.734498402802543	4	5	1697251066.2301247	16355	0.00033939344729394814	1304.913088798523	0.30749979615211487	0.3022127151489258	783	347	0.9990000128746032	fine-sweep-236
34	attentive_lstm	0.8234537424370124	0.9966964568260984		0.11041644973762006	0.0008783739670662806	0.30411602567096774	3	1	adam	None	2	288	1	448	65	True	0.00015101412347237755	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697249583/version_0	1	368	2	1	0.16489561620529702	True	128	128	65	65	969000	3	LSTMEncoder	0		min	0.0008783739670662806	1	0.3333333333333333	0	5	loss	0.11041644973762006	4	3	1697251760.9320529	12095	0.00015101412347237755	2165.575649738312	1.1237797737121582	1.1238586902618408	486	215	1.0	upbeat-sweep-235
35	attentive_lstm	0.9390436106708194	0.9880654394457302		0.33411434731985257	0.0004730013343788056	0.18192656216239209	3	1	adam	None	2	1248	1	320	65	True	1.6948372159325806e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697249572/version_0	1	416	2	1	0.094508931956714	True	128	128	65	65	2259900	2	LSTMEncoder	0		min	0.0004730013343788056	1	0.3333333333333333	0	5	loss	0.33411434731985257	4	2	1697253167.0729678	31199	1.6948372159325806e-06	3585.8484077453613	0.7357058525085449	0.734880268573761	1800	799	0.9929999709129332	sunny-sweep-234
36	attentive_lstm	0.8956448285880043	0.9803850020812562		0.460063635238918	0.00011008037831163068	0.23169437776968876	3	1	adam	None	2	1760	1	1280	65	True	1.7184988852777442e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697248624/version_0	1	240	2	1	0.08067863984735242	True	128	128	65	65	4944000	5	LSTMEncoder	0		min	0.00011008037831163068	1	0.3333333333333333	0	5	loss	0.460063635238918	4	5	1697258540.6857154	18647	1.7184988852777442e-06	9908.294830322266	0.6132607460021973	0.6159479022026062	1134	503	1.0	resilient-sweep-233
37	attentive_lstm	0.9663771478728792	0.9969900522932118		0.5763086151541578	0.0006791685248401177	0.06496015647763442	3	1	adam	warmupinvsqrt	2	336	1	1216	65	True	0.0013842548415618936	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697248508/version_0	1	512	2	1	0.0016183717494810735	True	128	128	65	65	268600	1	LSTMEncoder	0		min	0.0006791685248401177	1	0.3333333333333333	1598	5	loss	0.5763086151541578	4	1	1697252663.942272	14207	0.0004650212636599345	4149.27227306366	0.01852778159081936	0.01855205185711384	666	295	1.0	fragrant-sweep-232
38	attentive_lstm	0.9220907457658368	0.9962363089324264		0.8263876843257206	0.0009298726044694516	0.3790799080503789	3	1	adam	reduceonplateau	2	1616	1	896	65	True	1.3157774679994469e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697248163/version_0	1	16	1	1	0.1752888687529102	True	128	128	65	65	440000	2	LSTMEncoder	0		min	0.0009298726044694516	1	0.3333333333333333	0	5	loss	0.8263876843257206	4	2	1697249737.5421488	8159	1.3157774679994469e-06	1567.450992822647	2.8791403770446777	2.5444064140319824	459	203	0.0	astral-sweep-230
39	attentive_lstm	0.9273486379163062	0.9826716078396716		0.2773016226780415	0.0002806694302313444	0.09864309593034264	3	1	adam	warmupinvsqrt	2	352	1	64	65	True	3.617987808904454e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697247866/version_0	1	512	1	1	0.15894468334718348	True	128	128	65	65	4923500	5	LSTMEncoder	0		min	0.0002806694302313444	1	0.3333333333333333	27974	5	loss	0.2773016226780415	4	5	1697248611.5663702	9383	1.2077203889164864e-05	736.8229682445526	3.364011287689209	2.2212557792663574	459	203	0.0	denim-sweep-229
40	attentive_lstm	0.963106861587355	0.9877463298759456		0.488480323513662	0.0002824635548534949	0.1828667579820356	3	1	adam	warmupinvsqrt	2	2032	1	192	65	True	0.00027300918543826723	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697247582/version_0	1	112	1	1	0.11996482879824272	True	128	128	65	65	401900	2	LSTMEncoder	0		min	0.0002824635548534949	1	0.3333333333333333	1582	5	loss	0.488480323513662	4	2	1697248492.890568	8703	0.00011660599098269266	901.763684988022	0.8549251556396484	0.8595421314239502	612	271	1.0	resilient-sweep-228
41	attentive_lstm	0.8011006923526659	0.9853026697414624		0.1773110542407239	0.0004793324030457307	0.35271129404762597	3	1	adam	warmupinvsqrt	2	944	1	1216	65	True	1.5847405320074402e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697247275/version_0	1	368	1	1	0.007603064514196634	True	128	128	65	65	2669700	3	LSTMEncoder	0		min	0.0004793324030457307	1	0.3333333333333333	11312	5	loss	0.1773110542407239	4	3	1697250606.5712526	6935	9.66927082029292e-07	3322.662870645523	2.885694980621338	1.4384357929229736	459	203	0.0	radiant-sweep-224
42	attentive_lstm	0.8853160387162793	0.9897673574726978		0.19928959127252208	0.0008457414777559426	0.4289403828884369	3	1	adam	reduceonplateau	2	1600	1	1664	65	True	0.001254293837842147	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697247060/version_0	1	416	1	1	0.07246871559399602	True	128	128	65	65	4693700	3	LSTMEncoder	0		min	0.0008457414777559426	1	0.3333333333333333	0	5	loss	0.19928959127252208	4	3	1697254052.443437	9279	0.0008457414777559426	6980.7649891376495	0.5588750839233398	0.5570377707481384	522	231	1.0	super-sweep-223
43	attentive_lstm	0.9809602531844392	0.9970772586046536		0.4818418292509	0.000511972607860083	0.3526088280821449	3	1	adam	reduceonplateau	2	672	1	1024	65	True	0.00015079652579764376	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/attentive_lstm/1697246291/version_0	1	304	2	1	0.07236050221664563	True	128	128	65	65	3397500	1	LSTMEncoder	0		min	0.000511972607860083	1	0.3333333333333333	0	5	loss	0.4818418292509	4	1	1697249559.9672935	7775	0.00015079652579764376	3257.1278648376465	0.5536894202232361	0.5562789440155029	486	215	1.0	pretty-sweep-218
