	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	epoch	val_loss	_timestamp	train_loss	trainer/global_step	_step	lr-Adam	_runtime	max_val_accuracy	name
187	transformer	0.8008157211828966	0.989099327147093		0.18283263277375852	0.0007935689266139766	0.4624534976003392	3	1	adam	None	2	1360	1	1728	55	True	1.7917474639399366e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-dut/transformer/1697194764/version_0	8	224	6	2	0.12581411882615082	True	128	128	55	55	3546000	2	TransformerEncoder	0		min	0.0007935689266139766	1	0.3333333333333333	0	5	loss	0.18283263277375852	4	2	799	2.34534215927124	1697200299.4953363	1.2823517322540283	38399	1800	1.7917474639399366e-06	5526.915435552597	0.35100001096725464	colorful-sweep-33
188	transformer	0.939410657425668	0.9963670779955536		0.12600345926967593	0.00018565324283024547	0.29153441852899126	3	1	adam	reduceonplateau	2	400	1	1344	55	True	0.00010588677907398236	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-dut/transformer/1697194357/version_0	2	208	6	8	0.013719140945162044	True	128	128	55	55	141000	3	TransformerEncoder	0		min	0.00018565324283024547	1	0.3333333333333333	0	5	loss	0.12600345926967593	4	3	799	0.5529951453208923	1697197510.1558902	0.1329612284898758	31999	1800	0.00010588677907398236	3144.6374702453613	0.8899999856948853	visionary-sweep-32
189	transformer	0.8404172367553013	0.98266228186988		0.22896775017451496	0.00047945521106910154	0.02212267996471129	3	1	adam	warmupinvsqrt	2	1168	1	256	55	True	0.000628511497340485	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-dut/transformer/1697194343/version_0	2	112	4	4	0.014378470189458748	True	128	128	55	55	292000	3	TransformerEncoder	0		min	0.00047945521106910154	1	0.3333333333333333	2000	5	loss	0.22896775017451496	4	3	447	0.5250744819641113	1697196119.1948097	0.1315588653087616	24639	1008	0.00017926401458772385	1763.3888456821442	0.8640000224113464	woven-sweep-31
190	transformer	0.8556596778785573	0.988617701963192		0.5669455174891342	0.0004402688843901458	0.3725422379638946	3	1	adam	reduceonplateau	2	80	1	1728	55	True	5.0495830588049e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-dut/transformer/1697194030/version_0	8	464	2	4	0.076612646748614	True	128	128	55	55	3151700	3	TransformerEncoder	0		min	0.0004402688843901458	1	0.3333333333333333	0	5	loss	0.5669455174891342	4	3	655	0.8932057023048401	1697199661.66636	0.574249804019928	65599	1476	5.0495830588049e-05	5624.467941045761	0.8870000243186951	divine-sweep-30
191	transformer	0.8896216609757768	0.9848069904640347		0.20740682917585992	0.0009086326916371932	0.3891707850246145	3	1	adam	None	2	1616	1	1728	55	True	0.002460124376422432	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-dut/transformer/1697193953/version_0	6	384	8	8	0.09238212193499268	True	128	128	55	55	1455400	3	TransformerEncoder	0		min	0.0009086326916371932	1	0.3333333333333333	0	5	loss	0.20740682917585992	4	3	275	4.207960605621338	1697197905.525102	1.978802800178528	11039	621	0.002460124376422432	3944.637681245804	0.0010000000474974513	stilted-sweep-29
192	transformer	0.952139700985704	0.9891175596958828		0.1866261025309741	8.436356629281092e-05	0.4539224985612794	3	1	adam	warmupinvsqrt	2	1440	1	1984	55	True	0.0012597570389767509	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-dut/transformer/1697193803/version_0	4	288	6	8	0.13267656085796162	True	128	128	55	55	574400	4	TransformerEncoder	0		min	8.436356629281092e-05	1	0.3333333333333333	2393	5	loss	0.1866261025309741	4	4	603	1.1583592891693115	1697196875.3093357	0.9206055402755736	20535	1359	0.00043038787562122	3064.373133420944	0.8960000276565552	sparkling-sweep-28
193	transformer	0.952752767409022	0.985080985069768		0.25497073489180566	0.0006426573014867959	0.4684571851422724	3	1	adam	reduceonplateau	2	96	1	384	55	True	0.001936918576886155	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-dut/transformer/1697193732/version_0	4	432	4	8	0.0017961771560323304	True	128	128	55	55	4110700	3	TransformerEncoder	0		min	0.0006426573014867959	1	0.3333333333333333	0	5	loss	0.25497073489180566	4	3	419	5.732605934143066	1697196785.9741368	1.3566230535507202	35279	945	0.0006426573014867959	3046.469435930252	0.004000000189989805	mild-sweep-27
194	transformer	0.9369596827861366	0.9816830889393404		0.8701948158768607	0.0003048233555866209	0.24512659788257168	3	1	adam	reduceonplateau	2	1616	1	960	55	True	1.0442965376379015e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-dut/transformer/1697193715/version_0	6	416	2	2	0.009640622669960151	True	128	128	55	55	1551700	3	TransformerEncoder	0		min	0.0003048233555866209	1	0.3333333333333333	0	5	loss	0.8701948158768607	4	3	799	1.3093197345733645	1697200257.4684143	0.309111624956131	31999	1800	1.0442965376379015e-06	6533.35519862175	0.6060000061988831	sparkling-sweep-26
195	transformer	0.8320561424292233	0.9836021249072766		0.6351330011864409	2.5250515183179097e-05	0.012048341373371796	3	1	adam	reduceonplateau	2	1200	1	960	55	True	1.4829042051100731e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-dut/transformer/1697193703/version_0	4	240	6	4	0.06194062336339526	True	128	128	55	55	2866400	3	TransformerEncoder	0		min	2.5250515183179097e-05	1	0.3333333333333333	0	5	loss	0.6351330011864409	4	3	799	0.8761123418807983	1697198167.9905846	0.5424129962921143	27199	1800	1.4829042051100731e-06	4454.705711603165	0.7870000004768372	fiery-sweep-25
196	transformer	0.8672095904162171	0.9846838515819588		0.22373556376871592	0.0003641120858430544	0.44727951398302385	3	1	adam	warmupinvsqrt	2	96	1	1984	55	True	0.0007351971005478529	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-dut/transformer/1697193479/version_0	2	240	2	4	0.07955315137331753	True	128	128	55	55	4780500	4	TransformerEncoder	0		min	0.0003641120858430544	1	0.3333333333333333	49796	5	loss	0.22373556376871592	4	4	799	1.0051536560058594	1697197898.3074827	0.6550905108451843	67199	1800	0.0006332686402022787	4408.663998603821	0.8759999871253967	leafy-sweep-24
