	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	lr-Adam	train_loss	_step	_runtime	val_loss	_timestamp	trainer/global_step	epoch	max_val_accuracy	name
10	transformer	0.8869477636103358	0.9953424345644838		0.13933226675256966	0.0003459006828882119	0.05792528275231312	3	1	adam	warmupinvsqrt	2	864	1	1536	34	True	4.265758756292829e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696653493/version_0	6	64	6	4	0.043132762098929335	True	128	128	67	34	2820500	5	TransformerEncoder	33		min	0.0003459006828882119	1	0.3333333333333333	13057	5	loss	0.13933226675256966	4	5	2.1222615364079207e-06	1.77686607837677	459	559.259176492691	3.009641170501709	1696654060.0113945	6527	203	0.0	solar-sweep-213
11	transformer	0.9179423179433152	0.9831253668790724		0.42400393164904826	0.000755092531089793	0.43331256008292846	3	1	adam	warmupinvsqrt	2	1648	1	1216	34	True	0.00011659129324638408	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696653438/version_0	6	208	2	8	0.044304427667512664	True	128	128	67	34	3852900	4	TransformerEncoder	33		min	0.000755092531089793	1	0.3333333333333333	18703	5	loss	0.42400393164904826	4	4	0.00010817623670970742	0.3346956670284271	1440	2091.1084825992584	0.4452552497386933	1696655539.1655276	21759	639	0.9800000190734864	jolly-sweep-212
12	transformer	0.8472369554977991	0.9915589939516716		0.41197091972361166	0.0004360901971207358	0.3894319062466096	3	1	adam	reduceonplateau	2	1760	1	640	34	True	6.68016685501643e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696653298/version_0	2	416	4	4	0.183611187293592	True	128	128	67	34	4092500	1	TransformerEncoder	33		min	0.0004360901971207358	1	0.3333333333333333	0	5	loss	0.41197091972361166	4	1	6.68016685501643e-05	1.1120749711990356	558	759.1515576839447	2.5585172176361084	1696654064.2626927	7935	247	0.550000011920929	upbeat-sweep-211
13	transformer	0.927593083729161	0.9958688387541684		0.1503392555149673	4.299773226258344e-05	0.34458511995280994	3	1	adam	reduceonplateau	2	800	1	1216	34	True	0.00011848403072598384	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696653286/version_0	2	48	4	2	0.014170573887700376	True	128	128	67	34	831500	4	TransformerEncoder	33		min	4.299773226258344e-05	1	0.3333333333333333	0	5	loss	0.1503392555149673	4	4	4.299773226258344e-05	0.3667661547660827	1800	1806.3153948783877	1.230940580368042	1696655098.6809788	27999	799	0.6299999952316284	vocal-sweep-210
14	transformer	0.949490748856967	0.9972183959263892		0.11965400694220892	0.0009611847626818108	0.13394946046167872	3	1	adam	None	2	400	1	2048	34	True	1.509702383278207e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696652958/version_0	8	256	8	4	0.12460773149194858	True	128	128	67	34	2219400	3	TransformerEncoder	33		min	0.0009611847626818108	1	0.3333333333333333	0	5	loss	0.11965400694220892	4	3	1.509702383278207e-06	0.8154266476631165	1800	4258.080312490463	0.996064305305481	1696657223.9327254	27999	799	0.949999988079071	lucky-sweep-208
15	transformer	0.8882090783874332	0.9839991256499542		0.11314137693700754	0.0007131792285817325	0.192724351862951	3	1	adam	reduceonplateau	2	1744	1	1856	34	True	0.000370072230438833	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696652960/version_0	2	64	4	2	0.07629505868575544	True	128	128	67	34	874200	2	TransformerEncoder	33		min	0.0007131792285817325	1	0.3333333333333333	0	5	loss	0.11314137693700754	4	2	0.000370072230438833	0.5370688438415527	693	681.5414745807648	0.602388858795166	1696653647.3928835	9855	307	0.9800000190734864	vocal-sweep-209
16	transformer	0.9709669575220436	0.9965912204802224		0.7448273346745984	0.0007930780569542759	0.15124367801481448	3	1	adam	None	2	880	1	384	34	True	1.0281889328279147e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696652836/version_0	2	208	6	2	0.028644660363021403	True	128	128	67	34	1537000	4	TransformerEncoder	33		min	0.0007930780569542759	1	0.3333333333333333	0	5	loss	0.7448273346745984	4	4	1.0281889328279147e-05	0.25188401341438293	1800	1742.3543071746826	0.3314104676246643	1696654585.694997	25599	799	0.9800000190734864	glowing-sweep-207
17	transformer	0.9873002556113022	0.9963980703293706		0.49267166577336496	0.0009573565219797688	0.12349891921813616	3	1	adam	reduceonplateau	2	864	1	1280	34	True	0.0065728344261720565	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696652778/version_0	6	400	2	8	0.09587733617467016	True	128	128	67	34	3139100	3	TransformerEncoder	33		min	0.0009573565219797688	1	0.3333333333333333	0	5	loss	0.49267166577336496	4	3	0.0009573565219797688	1.3345524072647097	459	1036.0230708122251	3.576298952102661	1696653821.3064609	6527	203	0.0	eager-sweep-206
18	transformer	0.8264468507912593	0.9933439130648644		0.8781222014803384	0.0003774718462586209	0.44277120988207264	3	1	adam	None	2	1200	1	576	34	True	2.2715813890827824e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696652701/version_0	4	96	4	8	0.19370238048665733	True	128	128	67	34	3555600	5	TransformerEncoder	33		min	0.0003774718462586209	1	0.3333333333333333	0	5	loss	0.8781222014803384	4	5	2.2715813890827824e-06	2.4809224605560303	459	576.679788351059	3.27254581451416	1696653283.5641377	5915	203	0.0	dauntless-sweep-205
19	transformer	0.9847291403069904	0.9962294157759224		0.7896795335403172	0.0008466358971625799	0.23374966792061053	3	1	adam	warmupinvsqrt	2	1680	1	1856	34	True	0.0012678711108498274	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696652672/version_0	2	336	2	8	0.10545378675092582	True	128	128	67	34	2436700	3	TransformerEncoder	33		min	0.0008466358971625799	1	0.3333333333333333	10152	5	loss	0.7896795335403172	4	3	0.0012590348032166414	0.6948320865631104	801	1013.036705493927	0.7116329073905945	1696653692.4563105	10323	355	0.9900000095367432	vague-sweep-204
20	transformer	0.9290203104892454	0.994514008528576		0.3764610348640653	0.0008546919443234289	0.022186158151578927	3	1	adam	None	2	912	1	1920	34	True	0.0006320060871444403	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696652508/version_0	8	224	2	2	0.10490381709640154	True	128	128	67	34	89700	3	TransformerEncoder	33		min	0.0008546919443234289	1	0.3333333333333333	0	5	loss	0.3764610348640653	4	3	0.0006320060871444403	0.6856610774993896	558	964.2626729011536	0.7479348182678223	1696653480.250089	7439	247	0.9900000095367432	floral-sweep-203
21	transformer	0.9586355101422784	0.9893488670443856		0.8276931066581547	0.00025290432623422966	0.16729386468723262	3	1	adam	warmupinvsqrt	2	928	1	1472	34	True	0.0005696535623903341	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696652437/version_0	6	224	6	4	0.04314743287413783	True	128	128	67	34	717000	4	TransformerEncoder	33		min	0.00025290432623422966	1	0.3333333333333333	3090	5	loss	0.8276931066581547	4	4	0.00035381301086668106	0.3218655288219452	603	976.1348369121552	0.33255261182785034	1696653422.512693	8039	267	0.9900000095367432	spring-sweep-202
22	transformer	0.8977234966557138	0.9935029159902952		0.6328634310218634	0.0007612037708822404	0.3100286457343342	3	1	adam	reduceonplateau	2	2016	1	1472	34	True	1.221126615975016e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696652421/version_0	2	432	6	8	0.08775662723563848	True	128	128	67	34	2691000	2	TransformerEncoder	33		min	0.0007612037708822404	1	0.3333333333333333	0	5	loss	0.6328634310218634	4	2	1.221126615975016e-06	0.8150469660758972	1800	2916.3339931964874	1.7460438013076782	1696655347.412594	22399	799	0.47999998927116394	curious-sweep-201
23	transformer	0.80892907442162	0.9830732103589668		0.2500833304411919	0.0008520617256060211	0.4201232047893758	3	1	adam	warmupinvsqrt	2	1040	1	832	34	True	1.6850280531122227e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696652342/version_0	8	416	4	4	0.08538613048522865	True	128	128	67	34	1754900	3	TransformerEncoder	33		min	0.0008520617256060211	1	0.3333333333333333	8437	5	loss	0.2500833304411919	4	3	9.531709560772405e-06	0.5860324501991272	1800	4104.794258356094	0.8153153657913208	1696656455.3808403	26399	799	0.949999988079071	lucky-sweep-200
24	transformer	0.8700961996169695	0.9967682756132424		0.5135609065523322	0.0004694284246707692	0.02893840274757065	3	1	adam	None	2	1888	1	1664	34	True	0.00017656347737663515	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696652199/version_0	4	288	2	8	0.0231154401163741	True	128	128	67	34	34900	4	TransformerEncoder	33		min	0.0004694284246707692	1	0.3333333333333333	0	5	loss	0.5135609065523322	4	4	0.00017656347737663515	0.18700361251831055	513	739.6882679462433	0.19364704191684723	1696652946.095338	6611	227	0.9900000095367432	autumn-sweep-199
25	transformer	0.9519901124746608	0.996244409232372		0.24238269193992468	0.000648795860990657	0.4360487683356065	3	1	adam	None	2	672	1	1536	34	True	0.0002404698849820921	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696651886/version_0	6	400	4	2	0.15975599688412476	True	128	128	67	34	1585500	4	TransformerEncoder	33		min	0.000648795860990657	1	0.3333333333333333	0	5	loss	0.24238269193992468	4	4	0.0002404698849820921	0.9796175956726074	855	1843.0541121959689	2.188913345336914	1696653736.4079833	11779	379	0.6100000143051147	glamorous-sweep-198
26	transformer	0.8199470650716842	0.9807909061938008		0.6517482079240583	4.528510944791916e-05	0.04996366925645318	3	1	adam	warmupinvsqrt	2	672	1	1984	34	True	0.0001104615373941946	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696651756/version_0	6	64	2	2	0.08435636678811001	True	128	128	67	34	741200	2	TransformerEncoder	33		min	4.528510944791916e-05	1	0.3333333333333333	3308	5	loss	0.6517482079240583	4	2	6.271898046850609e-05	0.5712475776672363	747	928.7823827266692	0.5758095383644104	1696652691.3739808	10291	331	0.9900000095367432	peachy-sweep-197
27	transformer	0.8078567142216289	0.9975562903602369		0.3677442961072296	0.00046199258498925023	0.0011626349282823911	3	1	adam	reduceonplateau	2	1216	1	448	34	True	5.734285840825632e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696651739/version_0	2	432	8	4	0.1894589533594231	True	128	128	67	34	1672400	4	TransformerEncoder	33		min	0.00046199258498925023	1	0.3333333333333333	0	5	loss	0.3677442961072296	4	4	5.734285840825632e-06	1.121343016624451	927	1528.1371440887451	1.1340124607086182	1696653274.189625	18539	411	0.9800000190734864	radiant-sweep-196
28	transformer	0.9709735973076112	0.9834835646247732		0.8106094676752948	0.0004344990110895136	0.23792060290519357	3	1	adam	reduceonplateau	2	1968	1	960	34	True	0.00021881851388592163	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696651651/version_0	8	16	4	8	0.15570756515312098	True	128	128	67	34	4416300	4	TransformerEncoder	33		min	0.0004344990110895136	1	0.3333333333333333	0	5	loss	0.8106094676752948	4	4	0.00021881851388592163	1.0728365182876587	1800	2089.5918917655945	1.351400375366211	1696653747.5684588	22399	799	0.8500000238418579	pretty-sweep-195
29	transformer	0.8993808437473001	0.992064739799034		0.3388223275951797	0.0007406069499889513	0.33425932022677074	3	1	adam	warmupinvsqrt	2	208	1	896	34	True	1.567496892404415e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696651579/version_0	4	400	8	8	0.14601862879641375	True	128	128	67	34	1945800	5	TransformerEncoder	33		min	0.0007406069499889513	1	0.3333333333333333	9354	5	loss	0.3388223275951797	4	5	9.336304587694312e-07	1.1313239336013794	1800	3701.3120357990265	1.8987369537353516	1696655287.857124	26399	799	0.3799999952316284	young-sweep-194
30	transformer	0.9787122396472716	0.995829123691318		0.2315800316456043	0.00047454456308495115	0.060538724525648735	3	1	adam	warmupinvsqrt	2	1040	1	1984	34	True	0.0005950731257546026	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696651546/version_0	2	464	2	8	0.007058619776222752	True	128	128	67	34	2419600	4	TransformerEncoder	33		min	0.00047454456308495115	1	0.3333333333333333	11632	5	loss	0.2315800316456043	4	4	0.00045075561477164744	0.06804048269987106	603	772.9169890880585	0.07491118460893631	1696652326.583094	8843	267	0.9900000095367432	smart-sweep-193
31	transformer	0.9212848624796418	0.9819899821939364		0.27659750336151456	1.0321728482446776e-05	0.47460720542828505	3	1	adam	warmupinvsqrt	2	1232	1	1472	34	True	0.005511123768750652	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696651506/version_0	4	416	6	8	0.13889206184764435	True	128	128	67	34	1104500	3	TransformerEncoder	33		min	1.0321728482446776e-05	1	0.3333333333333333	6275	5	loss	0.27659750336151456	4	3	0.004015997296960591	1.4914823770523071	684	1435.2244493961334	5.013869285583496	1696652949.0573814	11855	303	0.6399999856948853	bright-sweep-192
32	transformer	0.9712152324990972	0.9812927846997282		0.7926401253386509	0.0005426261620866017	0.20333680738960336	3	1	adam	None	2	1040	1	1792	34	True	0.00011262493656469828	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696651480/version_0	6	368	6	4	0.0199702162891557	True	128	128	67	34	297800	1	TransformerEncoder	33		min	0.0005426261620866017	1	0.3333333333333333	0	5	loss	0.7926401253386509	4	1	0.00011262493656469828	0.16471579670906067	549	1277.7125296592712	0.17483869194984436	1696652764.7766356	8051	243	0.9900000095367432	upbeat-sweep-191
33	transformer	0.8625364568135071	0.9852657506435596		0.8164334923593444	0.0006505785871819232	0.15229002391106755	3	1	adam	warmupinvsqrt	2	848	1	1664	34	True	0.0009806766942317938	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696651430/version_0	6	512	8	8	0.1946776529119879	True	128	128	67	34	374600	3	TransformerEncoder	33		min	0.0006505785871819232	1	0.3333333333333333	1766	5	loss	0.8164334923593444	4	3	0.0004264528452652685	1.1486221551895142	639	2120.2509803771973	1.160122036933899	1696653556.7498045	9371	283	0.9900000095367432	glorious-sweep-190
34	transformer	0.815066382274843	0.9938917589514288		0.7863351461718345	0.0005136178935193006	0.19970966766408585	3	1	adam	reduceonplateau	2	2016	1	64	34	True	1.1792162634706803e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696651201/version_0	8	496	8	2	0.11732474587632812	True	128	128	67	34	4253900	2	TransformerEncoder	33		min	0.0005136178935193006	1	0.3333333333333333	0	5	loss	0.7863351461718345	4	2	1.1792162634706803e-05	0.7600920796394348	1098	2776.7699348926544	0.7657411098480225	1696653987.7188368	13663	487	0.9900000095367432	fresh-sweep-189
35	transformer	0.9606525542189894	0.9874219584963928		0.47297262000009754	4.8777842771108174e-05	0.33895075873076214	3	1	adam	warmupinvsqrt	2	1520	1	1152	34	True	7.150716831651455e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696651120/version_0	2	320	8	8	0.10159755892316144	True	128	128	67	34	4361000	4	TransformerEncoder	33		min	4.8777842771108174e-05	1	0.3333333333333333	22952	5	loss	0.47297262000009754	4	4	6.387563166588643e-05	0.6701769828796387	1800	2582.58039188385	0.7217200398445129	1696653709.918466	28799	799	0.9900000095367432	rich-sweep-188
36	transformer	0.8379848623292792	0.9912688147994598		0.3541678536031204	0.0009496156984419048	0.3185555555848143	3	1	adam	None	2	384	1	1472	34	True	0.0020742365785951524	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696650943/version_0	2	336	8	2	0.08377967406389156	True	128	128	67	34	4060400	1	TransformerEncoder	33		min	0.0009496156984419048	1	0.3333333333333333	0	5	loss	0.3541678536031204	4	1	0.0020742365785951524	0.6111335754394531	945	1457.875636100769	1.1391807794570925	1696652406.740468	15119	419	0.8700000047683716	driven-sweep-187
37	transformer	0.980770194097322	0.9839302254837132		0.7981768748066996	4.7599938182210606e-05	0.07709357906908859	3	1	adam	None	2	960	1	1408	34	True	0.001935816322405508	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696650885/version_0	4	224	2	4	0.13391313251375686	True	128	128	67	34	4979900	2	TransformerEncoder	33		min	4.7599938182210606e-05	1	0.3333333333333333	0	5	loss	0.7981768748066996	4	2	0.001935816322405508	0.8437645435333252	666	851.5487937927246	0.8478027582168579	1696651743.2555077	8583	295	0.9900000095367432	swept-sweep-186
38	transformer	0.9511957234164066	0.9942939961345914		0.34244425336832995	0.0006887766091877298	0.10619453839610454	3	1	adam	reduceonplateau	2	1568	1	384	34	True	0.00015457757149635085	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696650789/version_0	2	352	8	8	0.13982910097755238	True	128	128	67	34	1325800	4	TransformerEncoder	33		min	0.0006887766091877298	1	0.3333333333333333	0	5	loss	0.34244425336832995	4	4	0.00015457757149635085	0.8728134632110596	585	734.7908020019531	0.8799375295639038	1696651530.590659	8059	259	0.9900000095367432	silver-sweep-185
39	transformer	0.8981170751254446	0.9859862091961968		0.5144864964809933	0.00047941614287655193	0.444190862769	3	1	adam	reduceonplateau	2	368	1	1792	34	True	0.0064811641356321645	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696650764/version_0	2	464	8	2	0.08633880621121476	True	128	128	67	34	1452500	4	TransformerEncoder	33		min	0.00047941614287655193	1	0.3333333333333333	0	5	loss	0.5144864964809933	4	4	0.00047941614287655193	1.6917452812194824	459	953.615967988968	4.770306587219238	1696651724.61482	7751	203	0.0	neat-sweep-184
40	transformer	0.9389640601439906	0.9867380268529362		0.3723077679069284	0.0006544726583367755	0.016836460083550164	3	1	adam	reduceonplateau	2	1872	1	128	34	True	2.199746260906368e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696650609/version_0	2	160	6	8	0.03640761608910019	True	128	128	67	34	3559400	3	TransformerEncoder	33		min	0.0006544726583367755	1	0.3333333333333333	0	5	loss	0.3723077679069284	4	3	2.199746260906368e-06	0.35346314311027527	1800	1795.554348230362	0.8320952653884888	1696652414.6154823	23999	799	0.8500000238418579	eager-sweep-183
41	transformer	0.905719396869511	0.9892398463710844		0.20607235690796577	0.0001833458334152928	0.2708525583759577	3	1	adam	reduceonplateau	2	1344	1	832	34	True	0.000294447428949479	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696650603/version_0	4	192	4	2	0.12516093790885396	True	128	128	67	34	1661600	4	TransformerEncoder	33		min	0.0001833458334152928	1	0.3333333333333333	0	5	loss	0.20607235690796577	4	4	0.0001833458334152928	0.7987415194511414	738	810.6920335292816	0.8175943493843079	1696651419.5901096	10167	327	0.9900000095367432	fluent-sweep-182
42	transformer	0.8229487725299408	0.9961100267822116		0.17798707654281484	0.0008033951544378228	0.1401438091999287	3	1	adam	None	2	1536	1	384	34	True	0.0062852101345353475	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-haida/transformer/1696650543/version_0	4	400	2	2	0.0022255266159233456	True	128	128	67	34	736500	2	TransformerEncoder	33		min	0.0008033951544378228	1	0.3333333333333333	0	5	loss	0.17798707654281484	4	2	0.0062852101345353475	1.2114914655685425	459	635.0234906673431	5.290221214294434	1696651186.4321177	5507	203	0.0	cool-sweep-181
