	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	trainer/global_step	_step	train_loss	lr-Adam	_runtime	val_loss	_timestamp	epoch	max_val_accuracy	name
32	transformer	0.8095016351314256	0.9816249917144992		0.26126334434917153	0.0007875510619179984	0.35504432131955976	3	1	adam	warmupinvsqrt	2	1904	1	1664	65	True	0.007641974652414472	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697254077/version_0	8	144	4	4	0.1822834397324316	True	128	128	65	65	3930400	1	TransformerEncoder	0		min	0.0007875510619179984	1	0.3333333333333333	16514	5	loss	0.26126334434917153	4	1	12103	801	1.5749294757843018	0.005585481049693755	2489.341584205627	1.9436366558074951	1697256578.8196993	355	0.9980000257492064	dainty-sweep-205
33	transformer	0.8029720215684246	0.9834663622154036		0.5359563906331638	0.0007990343414264098	0.37468628882480026	3	1	adam	warmupinvsqrt	2	1136	1	384	65	True	7.889800096163361e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697253815/version_0	8	256	6	4	0.164572819212799	True	128	128	65	65	206300	2	TransformerEncoder	0		min	0.0007990343414264098	1	0.3333333333333333	1452	5	loss	0.5359563906331638	4	2	21203	837	1.1213786602020264	2.0674019671351146e-05	1922.4668316841123	1.146760106086731	1697255745.0815666	371	0.9959999918937684	azure-sweep-204
34	transformer	0.8261212714016136	0.9903771867849352		0.6803515057207685	0.0001952775952727503	0.09912895659318328	3	1	adam	reduceonplateau	2	960	1	960	65	True	7.651196210105823e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697253795/version_0	4	192	6	2	0.031536409191775715	True	128	128	65	65	880800	3	TransformerEncoder	0		min	0.0001952775952727503	1	0.3333333333333333	0	5	loss	0.6803515057207685	4	3	11967	792	0.2680217921733856	7.651196210105823e-05	1800.6886212825775	0.2741362750530243	1697255607.7089124	351	1.0	balmy-sweep-203
35	transformer	0.8350637639917473	0.98531945874199		0.3644888115710434	0.0006349133432772998	0.4854516703890228	3	1	adam	warmupinvsqrt	2	1696	1	640	65	True	8.837097770179077e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697252680/version_0	4	432	2	8	0.10086988409247452	True	128	128	65	65	660400	5	TransformerEncoder	0		min	0.0006349133432772998	1	0.3333333333333333	3115	5	loss	0.3644888115710434	4	5	30399	1800	0.7879757285118103	2.830567379649247e-06	3990.696328163147	0.9125634431838988	1697256677.6833572	799	0.9700000286102296	soft-sweep-200
36	transformer	0.9277363602112878	0.9854828465357408		0.5005842998174587	0.00045669206732668234	0.0746853731175392	3	1	adam	None	2	1120	1	1856	65	True	1.83941458775476e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697247693/version_0	8	368	2	4	0.18061275600344737	True	128	128	65	65	3681500	4	TransformerEncoder	0		min	0.00045669206732668234	1	0.3333333333333333	0	5	loss	0.5005842998174587	4	4	13967	873	1.2079592943191528	1.83941458775476e-05	2674.4396319389343	1.2182936668395996	1697250376.4007618	387	0.9990000128746032	ethereal-sweep-198
37	transformer	0.8100377585600391	0.9884903990938548		0.41169303781067423	0.0009573033147067696	0.4235721596694844	3	1	adam	warmupinvsqrt	2	176	1	1984	65	True	5.310202828984102e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697247317/version_0	8	336	4	2	0.08726927232230917	True	128	128	65	65	2437300	1	TransformerEncoder	0		min	0.0009573033147067696	1	0.3333333333333333	13848	5	loss	0.41169303781067423	4	1	24655	1206	0.6535417437553406	3.98335332612864e-05	4139.044118881226	0.6966627836227417	1697251462.907158	535	0.996999979019165	ancient-sweep-192
38	transformer	0.9297050276560076	0.9909897836006056		0.7645289380814568	0.0007676149089348996	0.45355430060560775	3	1	adam	reduceonplateau	2	1392	1	320	65	True	9.46149923928397e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697247299/version_0	2	64	6	2	0.1967259194084302	True	128	128	65	65	1739300	5	TransformerEncoder	0		min	0.0007676149089348996	1	0.3333333333333333	0	5	loss	0.7645289380814568	4	5	7139	459	2.328685760498047	9.46149923928397e-06	533.5408787727356	3.9105334281921382	1697247840.0844169	203	0.0	crimson-sweep-191
39	transformer	0.921371967319344	0.9828805344075208		0.5250188870688803	8.006320656227202e-06	0.20923124683705807	3	1	adam	warmupinvsqrt	2	544	1	832	65	True	0.0001307619384660573	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697149747/version_0	4	368	4	8	0.10894602526793935	True	128	128	65	65	2513000	3	TransformerEncoder	0		min	8.006320656227202e-06	1	0.3333333333333333	18477	5	loss	0.5250188870688803	4	3	21947	837	0.78781658411026	0.0001201390293755032	2027.612990617752	0.8018485307693481	1697151784.7056005	371	0.9990000128746032	frosty-sweep-189
40	transformer	0.8158293766183676	0.9848046141147924		0.6074640679276408	0.0008115050341252819	0.1597996980663734	3	1	adam	reduceonplateau	2	528	1	256	65	True	5.118543481495678e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697149060/version_0	2	400	2	2	0.15513445542200968	True	128	128	65	65	2399400	3	TransformerEncoder	0		min	0.0008115050341252819	1	0.3333333333333333	0	5	loss	0.6074640679276408	4	3	16927	828	1.064708948135376	5.118543481495678e-05	1806.546283006668	1.0756828784942627	1697150877.089029	367	0.9980000257492064	divine-sweep-188
41	transformer	0.9220621331067772	0.9822125018629154		0.11057908051304564	0.0005822977645662882	0.32945588003473564	3	1	adam	None	2	1696	1	1600	65	True	1.642062170918468e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697149032/version_0	6	256	4	8	0.044379791853836406	True	128	128	65	65	2961600	3	TransformerEncoder	0		min	0.0005822977645662882	1	0.3333333333333333	0	5	loss	0.11057908051304564	4	3	30399	1800	0.4378323256969452	1.642062170918468e-06	5388.71479511261	0.4968671798706054	1697154429.1550632	799	0.9409999847412108	vibrant-sweep-187
42	transformer	0.8294415602648498	0.98912537786426		0.30555497253411046	0.0009632504072392352	0.3387872956895189	3	1	adam	reduceonplateau	2	576	1	832	65	True	7.548260010019863e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697148984/version_0	2	368	2	4	0.16256236721899592	True	128	128	65	65	4669000	3	TransformerEncoder	0		min	0.0009632504072392352	1	0.3333333333333333	0	5	loss	0.30555497253411046	4	3	33599	1800	1.119203805923462	7.548260010019863e-06	3840.593559026718	1.1811981201171875	1697152842.909342	799	0.9950000047683716	fresh-sweep-186
43	transformer	0.8105631222295167	0.9893237119661226		0.7839177582831457	0.0005164703097057014	0.1772405989022247	3	1	adam	None	2	464	1	1152	65	True	5.969590683841691e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697148930/version_0	6	512	4	4	0.1283415105940002	True	128	128	65	65	3147100	4	TransformerEncoder	0		min	0.0005164703097057014	1	0.3333333333333333	0	5	loss	0.7839177582831457	4	4	21839	1404	0.9060741662979126	5.969590683841691e-06	5738.007439374924	0.9146618843078612	1697154686.691641	623	0.9980000257492064	apricot-sweep-185
44	transformer	0.9812525865132828	0.9804300343346208		0.4598830738460421	4.3494131294428584e-05	0.4718063312048001	3	1	adam	reduceonplateau	2	1440	1	1792	65	True	2.5069193475871447e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697148856/version_0	2	416	8	4	0.10273812524918408	True	128	128	65	65	188800	4	TransformerEncoder	0		min	4.3494131294428584e-05	1	0.3333333333333333	0	5	loss	0.4598830738460421	4	4	27199	1800	0.8823726773262024	2.5069193475871447e-06	4184.262669086456	1.0892305374145508	1697153047.105834	799	0.9110000133514404	wild-sweep-184
45	transformer	0.9964472221016516	0.98304542712297		0.26314385530340645	0.0007638999552948729	0.4850327544607665	3	1	adam	reduceonplateau	2	208	1	256	65	True	0.001512963980837957	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697148763/version_0	8	400	2	2	0.1815377658252989	True	128	128	65	65	4571300	4	TransformerEncoder	0		min	0.0007638999552948729	1	0.3333333333333333	0	5	loss	0.26314385530340645	4	4	7955	459	2.6134989261627197	0.0007638999552948729	2837.0137453079224	3.51578140258789	1697151612.6858952	203	0.0	pretty-sweep-183
46	transformer	0.890512895044352	0.991684468085911		0.30709054216167586	0.00011278625458375714	0.19518496483325837	3	1	adam	reduceonplateau	2	1472	1	1856	65	True	0.00030809249295473903	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697148748/version_0	2	64	4	2	0.07035864793956333	True	128	128	65	65	2946400	5	TransformerEncoder	0		min	0.00011278625458375714	1	0.3333333333333333	0	5	loss	0.30709054216167586	4	5	15839	810	0.5458984971046448	0.00011278625458375714	1559.2711815834043	0.5519446730613708	1697150321.8779347	359	0.9990000128746032	denim-sweep-182
47	transformer	0.9605398250549568	0.987964081988532		0.15419068679842474	0.0004026441225307536	0.4233225205938749	3	1	adam	None	2	512	1	640	65	True	0.003985548960157664	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697148749/version_0	8	512	8	4	0.1048345116360731	True	128	128	65	65	625300	4	TransformerEncoder	0		min	0.0004026441225307536	1	0.3333333333333333	0	5	loss	0.15419068679842474	4	4	6527	459	2.175229549407959	0.003985548960157664	2883.7468616962433	4.119558811187744	1697151641.6275897	203	0.0	brisk-sweep-181
48	transformer	0.84343897357854	0.9948810623162836		0.31997059835781827	0.0003520915004239831	0.4533084009742416	3	1	adam	reduceonplateau	2	528	1	320	65	True	1.5996727159033944e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697148571/version_0	2	336	6	4	0.04485383502715512	True	128	128	65	65	2584600	2	TransformerEncoder	0		min	0.0003520915004239831	1	0.3333333333333333	0	5	loss	0.31997059835781827	4	2	9383	459	1.46002995967865	1.5996727159033944e-06	1320.1530177593231	4.088484287261963	1697149902.6528118	203	0.0	good-sweep-180
49	transformer	0.8588624166305242	0.9984869876070492		0.14685744310509252	0.0003798148655400694	0.06893221893433543	3	1	adam	reduceonplateau	2	128	1	1664	65	True	7.450588161479509e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697148422/version_0	2	352	8	4	0.15546280768022205	True	128	128	65	65	2478500	4	TransformerEncoder	0		min	0.0003798148655400694	1	0.3333333333333333	0	5	loss	0.14685744310509252	4	4	17639	630	1.0654088258743286	7.450588161479509e-05	1151.4998602867126	1.068362593650818	1697149581.1171763	279	0.9990000128746032	warm-sweep-179
50	transformer	0.876644692781962	0.997755044445672		0.2125381390157461	0.0005803521953220453	0.15087051638591475	3	1	adam	None	2	1392	1	384	65	True	0.00030661100510998864	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697148259/version_0	2	160	2	4	0.11799762195825042	True	128	128	65	65	1001500	5	TransformerEncoder	0		min	0.0005803521953220453	1	0.3333333333333333	0	5	loss	0.2125381390157461	4	5	11059	711	0.8439886569976807	0.00030661100510998864	750.2315056324005	0.8501634001731873	1697149017.5035446	315	0.9990000128746032	fiery-sweep-178
51	transformer	0.9796120577970152	0.9959420506492406		0.24789914752070277	0.000352002953434158	0.2343275724733984	3	1	adam	warmupinvsqrt	2	1856	1	1728	65	True	3.098195985271392e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697148228/version_0	4	128	4	8	0.11021701245885498	True	128	128	65	65	3584100	2	TransformerEncoder	0		min	0.000352002953434158	1	0.3333333333333333	15448	5	loss	0.24789914752070277	4	2	27999	1800	0.7982946038246155	2.302701295978394e-05	2951.7841336727142	0.813866376876831	1697151192.1390946	799	0.9980000257492064	different-sweep-177
52	transformer	0.9518646928432696	0.985336646826145		0.7180049349164196	0.0008294028048027918	0.4090184673897322	3	1	adam	warmupinvsqrt	2	1488	1	832	65	True	4.108357302967532e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697148192/version_0	6	160	6	8	0.08320114229177544	True	128	128	65	65	4490900	2	TransformerEncoder	0		min	0.0008294028048027918	1	0.3333333333333333	18108	5	loss	0.7180049349164196	4	2	26399	1800	0.634615957736969	3.4046548413999284e-05	4928.996609449387	0.6554400324821472	1697153135.0949757	799	0.9980000257492064	warm-sweep-176
53	transformer	0.8401190967079728	0.9881615900992076		0.4911567433189935	0.0007878865004831739	0.31962077028279473	3	1	adam	None	2	1856	1	1600	65	True	0.00017178949561645696	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697148044/version_0	6	240	2	8	0.11039483089346187	True	128	128	65	65	424200	1	TransformerEncoder	0		min	0.0007878865004831739	1	0.3333333333333333	0	5	loss	0.4911567433189935	4	1	11899	765	0.7974660396575928	0.00017178949561645696	1582.2220966815948	0.8073326945304871	1697149633.8784566	339	0.9980000257492064	stilted-sweep-175
54	transformer	0.973706974269104	0.9809311606692768		0.7386705173982738	0.0005364171777475989	0.21581741180071545	3	1	adam	warmupinvsqrt	2	1760	1	512	65	True	0.007506447925676294	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697148014/version_0	6	16	8	4	0.12019941382884908	True	128	128	65	65	3477600	2	TransformerEncoder	0		min	0.0005364171777475989	1	0.3333333333333333	15807	5	loss	0.7386705173982738	4	2	18795	1143	0.9704418182373048	0.006890557498728232	1855.2902064323423	0.9059438109397888	1697149877.5286393	507	0.9769999980926514	volcanic-sweep-174
55	transformer	0.9915301189313228	0.9920399258710362		0.8895829587535339	0.0005528851060060591	0.2709710775903469	3	1	adam	None	2	1968	1	960	65	True	0.0004831223939971727	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697147991/version_0	4	224	2	2	0.1818243314414966	True	128	128	65	65	854300	5	TransformerEncoder	0		min	0.0005528851060060591	1	0.3333333333333333	0	5	loss	0.8895829587535339	4	5	15707	1071	1.2171086072921753	0.0004831223939971727	1417.8836345672607	1.2268661260604858	1697149416.2080526	475	0.9990000128746032	wise-sweep-173
56	transformer	0.9585006199371606	0.9846410725995122		0.11277900757530662	0.0008502202166252834	0.4097806769745995	3	1	adam	None	2	416	1	1280	65	True	0.0068217133388574665	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697147962/version_0	4	96	2	2	0.04985439649762009	True	128	128	65	65	4585700	4	TransformerEncoder	0		min	0.0008502202166252834	1	0.3333333333333333	0	5	loss	0.11277900757530662	4	4	20279	1170	1.125072717666626	0.0068217133388574665	2862.2499940395355	1.9285774230957031	1697150837.421727	519	0.8109999895095825	fancy-sweep-172
57	transformer	0.871164998786605	0.9982094897847816		0.6563425214900885	0.000669948078301197	0.15670863355559245	3	1	adam	None	2	1984	1	1344	65	True	0.00018078554609349688	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697147830/version_0	8	96	8	2	0.10681270291927886	True	128	128	65	65	3336400	1	TransformerEncoder	0		min	0.000669948078301197	1	0.3333333333333333	0	5	loss	0.6563425214900885	4	1	15575	1062	0.774539589881897	0.00018078554609349688	1890.6669647693632	0.7763981819152832	1697149728.9607828	471	1.0	effortless-sweep-171
58	transformer	0.9590996006749768	0.9839987068272796		0.4203705715843754	0.0006739610931845292	0.021687791309544457	3	1	adam	None	2	1216	1	384	65	True	8.458399611099224e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697147630/version_0	2	192	6	8	0.1216309367324078	True	128	128	65	65	1855800	3	TransformerEncoder	0		min	0.0006739610931845292	1	0.3333333333333333	0	5	loss	0.4203705715843754	4	3	26711	1134	0.8653057217597961	8.458399611099224e-06	2573.423642396927	0.8672871589660645	1697150216.3222804	503	0.9990000128746032	polished-sweep-169
59	transformer	0.9956968945496926	0.9888510477668168		0.8588994251363048	0.0007675843884601581	0.47603926988942474	3	1	adam	reduceonplateau	2	544	1	256	65	True	0.0067052213157872565	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697147409/version_0	6	192	2	4	0.16692433263834316	True	128	128	65	65	4595600	2	TransformerEncoder	0		min	0.0007675843884601581	1	0.3333333333333333	0	5	loss	0.8588994251363048	4	2	12035	459	2.325634241104126	0.0007675843884601581	1621.0338122844696	3.931601047515869	1697149041.3609214	203	0.0	dazzling-sweep-167
60	transformer	0.9020352018568262	0.989191177925212		0.4120600751671643	0.0005413288198194711	0.34247313938038865	3	1	adam	warmupinvsqrt	2	704	1	2048	65	True	0.0006976335201932433	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697147334/version_0	2	448	2	4	0.06541400896518733	True	128	128	65	65	845400	2	TransformerEncoder	0		min	0.0005413288198194711	1	0.3333333333333333	4803	5	loss	0.4120600751671643	4	2	11407	558	0.5161199569702148	0.00045358244785052615	1397.9781444072723	0.5538923144340515	1697148743.7656794	247	0.9980000257492064	happy-sweep-166
61	transformer	0.8273853723043595	0.993017763422536		0.7417415948475343	9.235203829979012e-05	0.3040630400872498	3	1	adam	reduceonplateau	2	1440	1	256	65	True	2.719195327046485e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697147039/version_0	8	224	6	8	0.03207269767127237	True	128	128	65	65	1901100	4	TransformerEncoder	0		min	9.235203829979012e-05	1	0.3333333333333333	0	5	loss	0.7417415948475343	4	4	27199	1800	0.27350229024887085	2.719195327046485e-05	3757.185717582702	0.2824026346206665	1697150807.1630285	799	0.9980000257492064	vibrant-sweep-165
62	transformer	0.9559773131315912	0.9968824425063983		0.5386946291853806	0.0009292609849808908	0.1195050302544729	3	1	adam	warmupinvsqrt	2	1264	1	576	65	True	0.0010742457103450444	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697146990/version_0	4	400	2	8	0.17756435859308017	True	128	128	65	65	4392100	2	TransformerEncoder	0		min	0.0009292609849808908	1	0.3333333333333333	27798	5	loss	0.5386946291853806	4	2	16931	747	1.196907639503479	0.0006523613870182996	1404.4224541187286	1.2019338607788086	1697148403.380192	331	1.0	tough-sweep-164
63	transformer	0.8276428835675004	0.9828073171204024		0.44939989406348646	0.000279417164833708	0.36064493469337067	3	1	adam	warmupinvsqrt	2	1280	1	448	65	True	1.4071042956650508e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697146974/version_0	4	32	8	8	0.08378446540496294	True	128	128	65	65	513100	3	TransformerEncoder	0		min	0.000279417164833708	1	0.3333333333333333	2004	5	loss	0.44939989406348646	4	3	6527	459	1.9983965158462524	7.815416714408267e-06	1180.4886350631714	3.37658166885376	1697148170.0036871	203	0.0	autumn-sweep-163
64	transformer	0.8460181009018667	0.9872816963375692		0.3211302898839925	0.00011734030725864049	0.3914205020905972	3	1	adam	warmupinvsqrt	2	1264	1	1536	65	True	7.0818322977815525e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697146744/version_0	8	464	4	8	0.1667384116347359	True	128	128	65	65	1731400	4	TransformerEncoder	0		min	0.00011734030725864049	1	0.3333333333333333	10958	5	loss	0.3211302898839925	4	4	40799	1800	1.1342467069625854	3.6724239289261634e-06	7837.950730085373	1.159188151359558	1697154591.906307	799	0.9950000047683716	rural-sweep-190
65	transformer	0.8200547907584491	0.9832980550834096		0.36852428669164206	0.0004686415419451342	0.11906618670594273	3	1	adam	reduceonplateau	2	352	1	960	65	True	0.0002651514681848199	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697146550/version_0	4	416	6	8	0.14618218389318657	True	128	128	65	65	4104200	4	TransformerEncoder	0		min	0.0004686415419451342	1	0.3333333333333333	0	5	loss	0.36852428669164206	4	4	15639	765	1.0117422342300415	0.0002651514681848199	1679.232764005661	1.0187861919403076	1697148240.20148	339	0.9990000128746032	restful-sweep-189
66	transformer	0.8491546050570838	0.9937671714262744		0.8966386349544025	1.891745165653864e-05	0.01468544186684878	3	1	adam	warmupinvsqrt	2	1920	1	128	65	True	0.0003127507693372812	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697146463/version_0	4	224	2	8	0.0020734592233314863	True	128	128	65	65	1510000	5	TransformerEncoder	0		min	1.891745165653864e-05	1	0.3333333333333333	6291	5	loss	0.8966386349544025	4	5	14823	981	0.023209061473608017	0.00020397368515550216	1216.1526622772217	0.028090067207813263	1697147688.8437345	435	0.9990000128746032	golden-sweep-188
67	transformer	0.83369407517977	0.9982840838059092		0.3451803945135594	7.453641484239217e-05	0.011165470732423743	3	1	adam	None	2	1872	1	576	65	True	1.264020308912238e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697145936/version_0	2	240	8	8	0.10591774094348466	True	128	128	65	65	284700	4	TransformerEncoder	0		min	7.453641484239217e-05	1	0.3333333333333333	0	5	loss	0.3451803945135594	4	4	11059	711	0.7690221667289734	1.264020308912238e-05	1026.5338768959043	0.7720097303390503	1697146971.304961	315	0.9980000257492064	mild-sweep-187
68	transformer	0.8054772245402523	0.9895297590736568		0.7185674166322559	3.790841672900036e-05	0.22784166460778735	3	1	adam	None	2	384	1	1280	65	True	0.0003093062801131332	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697145834/version_0	6	160	8	8	0.07527969260579104	True	128	128	65	65	699800	2	TransformerEncoder	0		min	3.790841672900036e-05	1	0.3333333333333333	0	5	loss	0.7185674166322559	4	2	22175	1188	0.5729625225067139	0.0003093062801131332	3273.9200043678284	0.5777703523635864	1697149117.4446185	527	1.0	cerulean-sweep-186
69	transformer	0.8612809502601431	0.9888298898161956		0.40320663074869834	0.0003473953371133084	0.4687280974191583	3	1	adam	warmupinvsqrt	2	464	1	1984	65	True	0.003740634051211212	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697145542/version_0	6	448	8	2	0.1912586388546724	True	128	128	65	65	3521900	2	TransformerEncoder	0		min	0.0003473953371133084	1	0.3333333333333333	15180	5	loss	0.40320663074869834	4	2	9799	630	2.4455714225769043	0.0024062774380815203	3174.3905441761017	4.201977729797363	1697148726.338658	279	0.9959999918937684	wild-sweep-185
70	transformer	0.8390022925447634	0.989901646043284		0.2007012493674556	0.0006939062035013884	0.3631590883730973	3	1	adam	None	2	1392	1	1984	65	True	3.50761353350361e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697145505/version_0	8	448	6	4	0.17718865545555174	True	128	128	65	65	992600	4	TransformerEncoder	0		min	0.0006939062035013884	1	0.3333333333333333	0	5	loss	0.2007012493674556	4	4	16099	1035	1.1896027326583862	3.50761353350361e-05	4783.065397024155	1.2021007537841797	1697150299.24239	459	0.9980000257492064	cosmic-sweep-182
71	transformer	0.972998542288531	0.9966390085782127		0.6814941769448181	0.0006152137780625331	0.08423293550008104	3	1	adam	warmupinvsqrt	2	1200	1	320	65	True	1.5333223276570464e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697145465/version_0	4	336	2	4	0.03035877216220644	True	128	128	65	65	1993800	1	TransformerEncoder	0		min	0.0006152137780625331	1	0.3333333333333333	8307	5	loss	0.6814941769448181	4	1	27199	1800	0.27700984477996826	8.478962544835427e-07	3257.792521715164	0.2773163318634033	1697148731.263419	799	0.9919999837875366	jumping-sweep-181
72	transformer	0.8159843515684324	0.9876961622318912		0.5468371390280335	0.0007298934639877792	0.08868681091938402	3	1	adam	warmupinvsqrt	2	784	1	1664	65	True	0.005642475661173948	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697145325/version_0	6	16	8	2	0.13181996673857296	True	128	128	65	65	4063000	4	TransformerEncoder	0		min	0.0007298934639877792	1	0.3333333333333333	20729	5	loss	0.5468371390280335	4	4	28043	1539	0.9407697916030884	0.004854635081991044	3628.7935075759888	0.946887731552124	1697148964.7076716	683	0.9990000128746032	major-sweep-180
73	transformer	0.8835565761369966	0.9890267727295604		0.2360551889366943	0.0006050936491820662	0.3909707458728954	3	1	adam	warmupinvsqrt	2	64	1	1344	65	True	5.484187624364093e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697145252/version_0	2	416	2	8	0.15912863206215375	True	128	128	65	65	4135300	2	TransformerEncoder	0		min	0.0006050936491820662	1	0.3333333333333333	64614	5	loss	0.2360551889366943	4	2	99999	1800	1.1009860038757324	4.411103235307243e-06	3578.414849758148	1.1909908056259155	1697148839.3572547	799	0.9929999709129332	whole-sweep-179
74	transformer	0.9785652679946	0.9962589777348496		0.8993258310164177	0.00011595390205986451	0.3582361828290575	3	1	adam	reduceonplateau	2	544	1	1024	65	True	0.004283192187157716	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697145249/version_0	4	208	6	2	0.13129618607083	True	128	128	65	65	1496600	1	TransformerEncoder	0		min	0.00011595390205986451	1	0.3333333333333333	0	5	loss	0.8993258310164177	4	1	19115	729	2.025923728942871	0.00011595390205986451	1466.5259029865265	4.494208335876465	1697146724.701914	323	0.0010000000474974513	woven-sweep-178
75	transformer	0.8168726681782269	0.9802252808210564		0.7675290389764771	0.0005539271970547738	0.20629840542804925	3	1	adam	reduceonplateau	2	560	1	1280	65	True	0.0002652353151504468	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697145200/version_0	6	496	6	8	0.08032447085781079	True	128	128	65	65	54600	2	TransformerEncoder	0		min	0.0005539271970547738	1	0.3333333333333333	0	5	loss	0.7675290389764771	4	2	22735	882	0.6070322394371033	0.0002652353151504468	3973.210731267929	0.6131759285926819	1697149185.7681465	391	0.9990000128746032	sandy-sweep-177
76	transformer	0.8659304187719026	0.9980783845203756		0.34294316827631355	0.0009123863901491466	0.06948223356082411	3	1	adam	reduceonplateau	2	592	1	1664	65	True	0.007645478809173024	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697145058/version_0	6	304	2	4	0.09672530226203194	True	128	128	65	65	149500	4	TransformerEncoder	0		min	0.0009123863901491466	1	0.3333333333333333	0	5	loss	0.34294316827631355	4	4	18259	747	1.6883903741836548	0.0009123863901491466	3142.8964076042175	3.5850279331207275	1697148209.262251	331	0.003000000026077032	skilled-sweep-176
