	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	trainer/global_step	_step	train_loss	lr-Adam	_runtime	val_loss	_timestamp	epoch	max_val_accuracy	name
10	transformer	0.9720872504196664	0.9812319760070324		0.28173368518379527	4.52092876827512e-05	0.35701631055738725	3	1	adam	warmupinvsqrt	2	1984	1	1856	65	True	1.014394165019136e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697257891/version_0	8	352	6	8	0.06632364388663177	True	128	128	65	65	4098600	2	TransformerEncoder	0		min	4.52092876827512e-05	1	0.3333333333333333	16526	5	loss	0.28173368518379527	4	2	26399	1800	0.5182799100875854	8.030826751806412e-06	7633.210003614426	0.539669394493103	1697265532.0321746	799	0.9950000047683716	misty-sweep-227
11	transformer	0.9188259708966892	0.993581770621451		0.7140558851641813	0.0009084268404893328	0.04589793215842325	3	1	adam	None	2	1728	1	1088	65	True	0.0021227172479010062	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697257653/version_0	2	448	2	2	0.08435221828735745	True	128	128	65	65	319600	2	TransformerEncoder	0		min	0.0009084268404893328	1	0.3333333333333333	0	5	loss	0.7140558851641813	4	2	30399	1800	0.9853689670562744	0.0021227172479010062	3481.5777671337128	2.259820461273194	1697261142.0814312	799	0.1860000044107437	cosmic-sweep-226
12	transformer	0.8562942144803302	0.982390311359528		0.6391747953867608	0.0004171504448727319	0.03744280308921344	3	1	adam	warmupinvsqrt	2	688	1	576	65	True	0.0003725391895893731	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697257442/version_0	4	480	8	4	0.1722715083709306	True	128	128	65	65	2685200	2	TransformerEncoder	0		min	0.0004171504448727319	1	0.3333333333333333	15611	5	loss	0.6391747953867608	4	2	12031	576	1.1618441343307495	0.00028600872379915676	1325.3258078098297	1.167898416519165	1697258774.7568407	255	0.9980000257492064	bumbling-sweep-225
13	transformer	0.9598498028346608	0.9831316726752278		0.6623686670258102	0.0008788070268434692	0.2647579649089267	3	1	adam	reduceonplateau	2	320	1	384	65	True	0.001939028186711583	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697256973/version_0	8	144	2	4	0.07963308516402363	True	128	128	65	65	2469700	2	TransformerEncoder	0		min	0.0008788070268434692	1	0.3333333333333333	0	5	loss	0.6623686670258102	4	2	17799	801	0.6034884452819824	0.0008788070268434692	1309.696887731552	0.6097437143325806	1697258290.2760048	355	0.9990000128746032	legendary-sweep-224
14	transformer	0.8353477772186301	0.9892136420002235		0.8124078017952937	0.0003559904225152843	0.3140699074450868	3	1	adam	None	2	1728	1	896	65	True	2.4731872151989088e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697256914/version_0	4	208	4	2	0.05055596793224684	True	128	128	65	65	2534900	3	TransformerEncoder	0		min	0.0003559904225152843	1	0.3333333333333333	0	5	loss	0.8124078017952937	4	3	28879	1710	0.41023531556129456	2.4731872151989088e-05	2685.768768787384	0.4367963969707489	1697259608.333541	759	0.996999979019165	resilient-sweep-223
15	transformer	0.8964257359327701	0.9843791455879956		0.2646800354040402	0.0001358084604524408	0.0702900339941816	3	1	adam	warmupinvsqrt	2	1488	1	192	65	True	4.977167413821712e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697256695/version_0	6	176	8	8	0.09433284884973596	True	128	128	65	65	2879200	4	TransformerEncoder	0		min	0.0001358084604524408	1	0.3333333333333333	11609	5	loss	0.2646800354040402	4	4	19535	1332	0.695921003818512	3.839979839824864e-05	2562.2531707286835	0.6998660564422607	1697259264.7394898	591	1.0	icy-sweep-222
16	transformer	0.8986808417378446	0.9846231500673048		0.8639591683389285	0.0009082173743354712	0.3705866507211161	3	1	adam	reduceonplateau	2	928	1	320	65	True	0.003420287494137355	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697256683/version_0	2	176	8	2	0.040849402985494	True	128	128	65	65	790500	1	TransformerEncoder	0		min	0.0009082173743354712	1	0.3333333333333333	0	5	loss	0.8639591683389285	4	1	19179	1233	0.35889384150505066	0.0009082173743354712	1308.9713633060455	0.3674883246421814	1697257999.226679	547	0.9990000128746032	quiet-sweep-221
17	transformer	0.9121888274005246	0.9935924439198164		0.560639435248133	0.0004157152088380969	0.2215982325195735	3	1	adam	warmupinvsqrt	2	1024	1	576	65	True	0.006932031040923867	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697256621/version_0	4	400	8	2	0.16450782896413887	True	128	128	65	65	4830000	1	TransformerEncoder	0		min	0.0004157152088380969	1	0.3333333333333333	18867	5	loss	0.560639435248133	4	1	7423	522	2.210197687149048	0.0027159364739762133	1332.6904516220093	4.217353343963623	1697257962.1459763	231	0.996999979019165	peachy-sweep-220
18	transformer	0.997417725180978	0.99634984422872		0.4104333662649145	0.000835073399493723	0.451904592496132	3	1	adam	warmupinvsqrt	2	1536	1	1536	65	True	7.413329188335406e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697256599/version_0	4	272	4	8	0.010884435008682126	True	128	128	65	65	1342100	2	TransformerEncoder	0		min	0.000835073399493723	1	0.3333333333333333	5242	5	loss	0.4104333662649145	4	2	19455	1368	0.10823266208171844	3.851167952573151e-05	3591.2699065208435	0.1378699541091919	1697260201.8191516	607	0.9959999918937684	brisk-sweep-219
19	transformer	0.9613104688229036	0.9883073996484514		0.3790192969538372	0.00051794173683491	0.32871311522786273	3	1	adam	reduceonplateau	2	1616	1	1920	65	True	4.442910910140592e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697256022/version_0	8	192	2	8	0.17221438018483096	True	128	128	65	65	2403600	4	TransformerEncoder	0		min	0.00051794173683491	1	0.3333333333333333	0	5	loss	0.3790192969538372	4	4	31999	1800	1.1846623420715332	4.442910910140592e-06	4567.095744848251	1.1987851858139038	1697260596.697532	799	0.9900000095367432	lively-sweep-218
20	transformer	0.8256612995999497	0.9872918313421212		0.6462610192710976	0.0007898453454112859	0.3604152031739896	3	1	adam	reduceonplateau	2	208	1	1920	65	True	0.005610639038726129	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697255974/version_0	8	208	4	8	0.1516747990377326	True	128	128	65	65	1035500	3	TransformerEncoder	0		min	0.0007898453454112859	1	0.3333333333333333	0	5	loss	0.6462610192710976	4	3	14507	837	2.0311667919158936	0.0007898453454112859	3930.563871383667	4.183496475219727	1697259912.0664363	371	0.0020000000949949026	volcanic-sweep-217
21	transformer	0.8679169174577491	0.9958027321852784		0.20563005853751531	0.0007484632857798702	0.3976683911761539	3	1	adam	warmupinvsqrt	2	32	1	960	65	True	0.00600377199985659	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697255761/version_0	4	128	2	8	0.0801627075982949	True	128	128	65	65	1102900	4	TransformerEncoder	0		min	0.0007484632857798702	1	0.3333333333333333	34465	5	loss	0.20563005853751531	4	4	70999	639	1.8461955785751345	0.0041903481796489415	3377.264872074127	4.52938175201416	1697259146.5503252	283	0.9940000176429749	skilled-sweep-216
22	transformer	0.941360000139168	0.9922224736649776		0.17018519940865753	0.0006182744503255963	0.11217593885787992	3	1	adam	None	2	128	1	448	65	True	0.00015590155162004425	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697255631/version_1	4	400	6	8	0.17694030817277312	True	128	128	65	65	1587300	4	TransformerEncoder	0		min	0.0006182744503255963	1	0.3333333333333333	0	5	loss	0.17018519940865753	4	4	26711	954	1.1874868869781494	0.00015590155162004425	2237.325184583664	1.192378282546997	1697257876.2659843	423	0.9990000128746032	vibrant-sweep-215
23	transformer	0.8911481568951694	0.983871936231532		0.18444587589108272	0.00048596174403986377	0.273242129777101	3	1	adam	reduceonplateau	2	1312	1	640	65	True	2.638249588565134e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697255626/version_0	6	368	2	4	0.04681468700221634	True	128	128	65	65	4971900	4	TransformerEncoder	0		min	0.00048596174403986377	1	0.3333333333333333	0	5	loss	0.18444587589108272	4	4	26067	1197	0.3795587122440338	2.638249588565134e-05	3827.4716436862946	0.38891470432281494	1697259465.3237348	531	0.9980000257492064	wobbly-sweep-213
24	transformer	0.8609050444737713	0.9897862574884556		0.12309632084428666	0.0009637908713389568	0.2575894992584535	3	1	adam	None	2	912	1	1216	65	True	0.0001159518926001028	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697255631/version_0	6	288	4	2	0.10079604558836967	True	128	128	65	65	3393300	2	TransformerEncoder	0		min	0.0009637908713389568	1	0.3333333333333333	0	5	loss	0.12309632084428666	4	2	16415	1026	0.7371775507926941	0.0001159518926001028	2004.3712682724	0.7537115812301636	1697257640.789997	455	0.9990000128746032	dauntless-sweep-214
25	transformer	0.8178682365084112	0.9938635308980766		0.15009539274648268	0.0005532230103754427	0.015453630830698615	3	1	adam	warmupinvsqrt	2	1072	1	320	65	True	4.911282355565658e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697255630/version_0	6	128	4	2	0.06496926702962742	True	128	128	65	65	2726400	4	TransformerEncoder	0		min	0.0005532230103754427	1	0.3333333333333333	20346	5	loss	0.15009539274648268	4	4	47999	1800	0.5054959058761597	3.199524265116491e-06	3405.5104677677155	0.514013409614563	1697259041.2035758	799	0.9959999918937684	vital-sweep-212
26	transformer	0.9798164513759564	0.9807544691720684		0.6410865171011666	0.00044414571106439406	0.49984025431607526	3	1	adam	None	2	1200	1	832	65	True	7.103051534219099e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697255602/version_0	2	176	4	2	0.1882383018432383	True	128	128	65	65	864800	3	TransformerEncoder	0		min	0.00044414571106439406	1	0.3333333333333333	0	5	loss	0.6410865171011666	4	3	27199	1800	1.3164323568344116	7.103051534219099e-05	1817.5609538555143	1.393241286277771	1697257427.5040329	799	0.996999979019165	neat-sweep-210
27	transformer	0.922960774693154	0.9968007078306818		0.6576582874735721	0.0006434673210681418	0.22446171699781847	3	1	adam	None	2	624	1	1280	65	True	0.00033417607611771163	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697255602/version_0	6	192	8	4	0.06058164358975726	True	128	128	65	65	3661800	4	TransformerEncoder	0		min	0.0006434673210681418	1	0.3333333333333333	0	5	loss	0.6576582874735721	4	4	10139	585	0.47572606801986694	0.00033417607611771163	1059.0028927326202	0.48690980672836304	1697256668.7802768	259	0.9990000128746032	apricot-sweep-209
28	transformer	0.9641107971595506	0.9881601546686554		0.19234068014847	0.0008832803730972705	0.32672289917953923	3	1	adam	None	2	80	1	960	65	True	0.009267432825748049	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697255602/version_0	2	96	8	4	0.08430155562944962	True	128	128	65	65	3398300	3	TransformerEncoder	0		min	0.0008832803730972705	1	0.3333333333333333	0	5	loss	0.19234068014847	4	3	31199	702	1.7191234827041626	0.009267432825748049	1348.8153898715973	3.804281711578369	1697256959.1681669	311	0.004999999888241291	glad-sweep-211
29	transformer	0.9589069143181664	0.98692773509358		0.1292619686355132	0.00029572052682985575	0.2850075514817902	3	1	adam	reduceonplateau	2	128	1	960	65	True	5.410310475497551e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697255601/version_0	6	240	6	4	0.007442853572449582	True	128	128	65	65	3030900	4	TransformerEncoder	0		min	0.00029572052682985575	1	0.3333333333333333	0	5	loss	0.1292619686355132	4	4	50399	1800	0.08018051087856293	5.410310475497551e-06	4135.310947418213	0.09680071473121644	1697259744.8564603	799	0.9959999918937684	electric-sweep-208
30	transformer	0.82591943299959	0.9904983508434496		0.452302377891435	0.0001146320312666345	0.09649003175092367	3	1	adam	warmupinvsqrt	2	352	1	1216	65	True	0.00044982529822154777	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697254615/version_0	2	96	6	8	0.08415240321643302	True	128	128	65	65	3465900	2	TransformerEncoder	0		min	0.0001146320312666345	1	0.3333333333333333	19692	5	loss	0.452302377891435	4	2	20975	1026	0.6316287517547607	0.00043631905093193993	1336.498433828354	0.6345035433769226	1697255959.7140038	455	0.9990000128746032	divine-sweep-207
31	transformer	0.949741153089648	0.9912633259767848		0.39642825979120777	0.00041315488742491426	0.35478193197159325	3	1	adam	warmupinvsqrt	2	864	1	1344	65	True	0.0007223109369797214	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2021-g2p-geo/transformer/1697254402/version_0	6	112	6	8	0.14562679031251055	True	128	128	65	65	2768200	5	TransformerEncoder	0		min	0.00041315488742491426	1	0.3333333333333333	12815	5	loss	0.39642825979120777	4	5	21887	1296	1.0101817846298218	0.0005531689255092079	2193.3602991104126	1.0137577056884766	1697256604.266186	575	0.9990000128746032	curious-sweep-206
