	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	_step	lr-Adam	val_loss	trainer/global_step	epoch	_runtime	_timestamp	train_loss	max_val_accuracy	name
40	transformer	0.9253618894423884	0.9874057829707968		0.1222369509608483	6.695928412620747e-05	0.448792351914649	3	1	adam	reduceonplateau	2	544	1	1728	42	True	0.00047000716676134935	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696008021/version_0	4	288	8	2	0.08992300760860475	True	128	128	68	42	1921900	4	TransformerEncoder	26		min	6.695928412620747e-05	1	0.3333333333333333	0	5	loss	0.1222369509608483	4	4	1179	6.695928412620747e-05	0.7390696406364441	38775	523	3647.07018327713	1696011678.4344163	0.6320086121559143	0.977999985218048	cosmic-sweep-182
41	transformer	0.9836169271506774	0.9849426506387172		0.8865630367452243	0.0007214066265422195	0.08101582911493438	3	1	adam	warmupinvsqrt	2	848	1	1280	42	True	3.4877297740832573e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696007052/version_0	6	336	4	2	0.1731711818928074	True	128	128	68	42	317400	3	TransformerEncoder	26		min	0.0007214066265422195	1	0.3333333333333333	1497	5	loss	0.8865630367452243	4	3	1800	6.890642535274869e-07	1.1468547582626345	38399	799	5550.808704376221	1696012610.3817265	1.109009027481079	0.9700000286102296	classic-sweep-181
42	transformer	0.8141865684188009	0.9904018040663096		0.5707866763610315	0.000548272538870625	0.43627391671833654	3	1	adam	None	2	928	1	832	42	True	0.005568448034984811	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696006951/version_0	6	96	2	2	0.14223814435031756	True	128	128	68	42	3518000	3	TransformerEncoder	26		min	0.000548272538870625	1	0.3333333333333333	0	5	loss	0.5707866763610315	4	3	1728	0.005568448034984811	1.0848357677459717	33791	767	3080.7270567417145	1696010079.0008068	1.0033035278320312	0.9570000171661376	winter-sweep-180
43	transformer	0.8339435252676313	0.985361243151008		0.6590517150596479	0.0006174907612026399	0.30659753532502226	3	1	adam	warmupinvsqrt	2	1312	1	1664	42	True	4.798925205269346e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696006716/version_0	8	64	6	8	0.17096011095610472	True	128	128	68	42	1918400	4	TransformerEncoder	26		min	0.0006174907612026399	1	0.3333333333333333	11697	5	loss	0.6590517150596479	4	4	1800	2.3509474359181173e-06	1.7993223667144775	48799	799	6624.91970539093	1696013347.5756743	1.5280051231384275	0.4370000064373016	misunderstood-sweep-179
44	transformer	0.9640406798334296	0.9918156674106404		0.3527267522168891	0.0006348254642928539	0.2758310932550054	3	1	adam	warmupinvsqrt	2	176	1	384	42	True	3.883627174630674e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696006414/version_0	6	256	6	2	0.038355906985865024	True	128	128	68	42	4652300	1	TransformerEncoder	26		min	0.0006348254642928539	1	0.3333333333333333	26433	5	loss	0.3527267522168891	4	1	1800	2.958693255828235e-05	0.34870919585227966	45599	799	5700.135354042053	1696012121.304072	0.30481430888175964	0.9869999885559082	lunar-sweep-178
45	transformer	0.8797186251774973	0.9883759743651656		0.14922196347673333	0.0005856917033021211	0.2589470273837601	3	1	adam	reduceonplateau	2	1056	1	1600	42	True	2.1518693926000445e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696006248/version_0	4	352	2	8	0.02882467491877554	True	128	128	68	42	3205800	2	TransformerEncoder	26		min	0.0005856917033021211	1	0.3333333333333333	0	5	loss	0.14922196347673333	4	2	1800	2.1518693926000445e-06	0.3691953122615814	45599	799	5142.572162389755	1696011398.3749554	0.29165980219841003	0.953000009059906	wise-sweep-177
46	transformer	0.8867474921927849	0.989198562315428		0.17805723062156142	0.0009021684098028306	0.17166466130090283	3	1	adam	reduceonplateau	2	624	1	448	42	True	2.2110784021053425e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696005269/version_0	2	32	8	4	0.02577616974649857	True	128	128	68	42	2052800	2	TransformerEncoder	26		min	0.0009021684098028306	1	0.3333333333333333	0	5	loss	0.17805723062156142	4	2	1800	2.2110784021053425e-05	0.5624223947525024	39199	799	2386.778965950012	1696007662.366607	0.47063690423965454	0.8140000104904175	ethereal-sweep-176
47	transformer	0.9390652227775044	0.9817084238506154		0.5113718020388702	0.0002814065551147274	0.07109741885760618	3	1	adam	reduceonplateau	2	1760	1	1344	42	True	3.8271498818314875e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696005073/version_0	6	176	4	8	0.13492685538010885	True	128	128	68	42	1329300	1	TransformerEncoder	26		min	0.0002814065551147274	1	0.3333333333333333	0	5	loss	0.5113718020388702	4	1	1800	3.8271498818314875e-06	0.9298545122146606	36799	799	3602.615884304046	1696008688.9451454	0.8893857598304749	0.9800000190734864	silvery-sweep-175
48	transformer	0.8441367181327372	0.980143412731832		0.8258462876634879	0.0004696792703177287	0.418039453378368	3	1	adam	warmupinvsqrt	2	1696	1	1984	42	True	0.0005003385451517819	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696005037/version_0	6	176	6	2	0.06326839733941934	True	128	128	68	42	3432600	5	TransformerEncoder	26		min	0.0004696792703177287	1	0.3333333333333333	16191	5	loss	0.8258462876634879	4	5	1638	0.0003408105056869358	0.5085057616233826	34943	727	4848.178635120392	1696009893.975867	0.4690035581588745	0.9890000224113464	iconic-sweep-174
49	transformer	0.9319937540401072	0.9877405490151636		0.11961772374103176	0.0009850685329434884	0.0907282710921043	3	1	adam	None	2	1952	1	768	42	True	4.277074999794415e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696004630/version_0	8	32	2	4	0.08359696114681037	True	128	128	68	42	2177200	5	TransformerEncoder	26		min	0.0009850685329434884	1	0.3333333333333333	0	5	loss	0.11961772374103176	4	5	1800	4.277074999794415e-05	0.6386171579360962	32799	799	2386.2000336647034	1696007023.433503	0.6097354888916016	0.9700000286102296	azure-sweep-173
50	transformer	0.9778973509483218	0.9949161328737952		0.5498112683115522	1.6966613111851555e-05	0.2046236666016372	3	1	adam	None	2	1744	1	1472	42	True	0.0034136323280880587	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696004359/version_0	8	272	6	2	0.04051585420989206	True	128	128	68	42	2935600	5	TransformerEncoder	26		min	1.6966613111851555e-05	1	0.3333333333333333	0	5	loss	0.5498112683115522	4	5	459	0.0034136323280880587	3.744546890258789	9383	203	2225.8201837539673	1696006590.6491327	2.295726776123047	0.0	prime-sweep-172
51	transformer	0.9551418037943032	0.9982445779481524		0.3338470893905109	0.0001245703594430595	0.3433455079259694	3	1	adam	None	2	1744	1	1984	42	True	0.002464155013015589	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696004325/version_0	4	352	2	8	0.1890445945347872	True	128	128	68	42	2086700	5	TransformerEncoder	26		min	0.0001245703594430595	1	0.3333333333333333	0	5	loss	0.3338470893905109	4	5	504	0.002464155013015589	3.807275295257568	10303	223	1883.1177582740784	1696006215.2024372	2.534484386444092	0.003000000026077032	robust-sweep-171
52	transformer	0.8992855057878409	0.9960965249333932		0.1088961905001069	0.0005874232679296001	0.3912543405664132	3	1	adam	None	2	592	1	1984	42	True	5.652074040750163e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696003514/version_0	2	224	6	4	0.13313475229416707	True	128	128	68	42	3109800	1	TransformerEncoder	26		min	0.0005874232679296001	1	0.3333333333333333	0	5	loss	0.1088961905001069	4	1	1800	5.652074040750163e-05	0.9529125094413756	54399	799	3171.068391561508	1696006692.4034443	0.8789047002792358	0.9829999804496764	polished-sweep-168
53	transformer	0.8896135868222539	0.9973314567652296		0.5854258026369604	8.3815434526605e-05	0.4956820226671979	3	1	adam	warmupinvsqrt	2	112	1	1344	42	True	0.00036663040999768224	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696003344/version_0	2	352	6	8	0.12029307998743162	True	128	128	68	42	4879500	2	TransformerEncoder	26		min	8.3815434526605e-05	1	0.3333333333333333	43566	5	loss	0.5854258026369604	4	2	954	0.00032037872902290234	1.251484513282776	38159	423	1892.817851781845	1696005243.8900278	0.8213551044464111	0.968999981880188	jolly-sweep-167
54	transformer	0.9149512174453308	0.9935514292791146		0.6865178189389283	0.00011380703543252408	0.4355264990538753	3	1	adam	None	2	96	1	2048	42	True	0.008384571983207403	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696002835/version_0	4	304	8	2	0.06396728143105015	True	128	128	68	42	2303100	5	TransformerEncoder	26		min	0.00011380703543252408	1	0.3333333333333333	0	5	loss	0.6865178189389283	4	5	459	0.008384571983207403	3.585036039352417	21419	203	2147.8178713321686	1696004992.8516192	2.656270980834961	0.0	vital-sweep-166
55	transformer	0.9430772554188988	0.9924801544859296		0.1414317514629546	0.0005941675283481483	0.40826840389691144	3	1	adam	None	2	928	1	960	42	True	3.42555321599418e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696002360/version_0	8	192	8	8	0.03031179193557101	True	128	128	68	42	2748900	1	TransformerEncoder	26		min	0.0005941675283481483	1	0.3333333333333333	0	5	loss	0.1414317514629546	4	1	1800	3.42555321599418e-05	0.2929525077342987	35199	799	4020.7654716968536	1696006388.4306598	0.25212806463241577	0.9829999804496764	rose-sweep-165
56	transformer	0.9227573922343764	0.983051477397767		0.1140412602428377	4.5066559764624286e-05	0.3815084682950576	3	1	adam	None	2	928	1	1024	42	True	3.0420314715812943e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696002255/version_0	8	464	8	2	0.06754325568955402	True	128	128	68	42	4817600	3	TransformerEncoder	26		min	4.5066559764624286e-05	1	0.3333333333333333	0	5	loss	0.1140412602428377	4	3	1800	3.0420314715812943e-06	0.6165750622749329	35199	799	7373.295117378235	1696009637.1716704	0.5460352301597595	0.9509999752044678	firm-sweep-164
57	transformer	0.9454038153365212	0.9867148788394502		0.3870930483869862	0.000496086681344401	0.08370400578584425	3	1	adam	reduceonplateau	2	1232	1	1280	42	True	0.002434760021206081	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696002220/version_0	2	80	2	2	0.022483787049457773	True	128	128	68	42	361900	4	TransformerEncoder	26		min	0.000496086681344401	1	0.3333333333333333	0	5	loss	0.3870930483869862	4	4	1152	0.000496086681344401	0.2276841253042221	29183	511	1999.9038586616516	1696004229.6035917	0.18840736150741577	0.9890000224113464	sunny-sweep-163
58	transformer	0.8335327532387921	0.9928900982197298		0.5891995418987194	0.0008078344070159605	0.0961552886023242	3	1	adam	reduceonplateau	2	992	1	1152	42	True	0.00463160222579578	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696001560/version_0	6	512	2	2	0.053127824915961935	True	128	128	68	42	4591200	4	TransformerEncoder	26		min	0.0008078344070159605	1	0.3333333333333333	0	5	loss	0.5891995418987194	4	4	459	0.0008078344070159605	3.5179221630096436	8363	203	2727.794646501541	1696004294.6845684	2.188088893890381	0.0	fearless-sweep-161
59	transformer	0.9629388000308968	0.9807661248682044		0.14916261896598232	0.0005486555602026476	0.15492072726451084	3	1	adam	warmupinvsqrt	2	288	1	832	42	True	1.2243767670605276e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696001104/version_0	6	144	4	8	0.035601744766897085	True	128	128	68	42	786500	4	TransformerEncoder	26		min	0.0005486555602026476	1	0.3333333333333333	5461	5	loss	0.14916261896598232	4	4	1800	3.82585722435802e-06	0.3702884912490845	55999	799	3484.2944543361664	1696004596.2850533	0.30038633942604065	0.968999981880188	peach-sweep-160
60	transformer	0.9047103646443848	0.998597708118706		0.19778284679844368	0.0009351695105247869	0.0362369227734996	3	1	adam	None	2	256	1	1024	42	True	8.089029499034309e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696000786/version_0	6	432	6	2	0.13124738561126356	True	128	128	68	42	3329400	2	TransformerEncoder	26		min	0.0009351695105247869	1	0.3333333333333333	0	5	loss	0.19778284679844368	4	2	963	8.089029499034309e-06	0.8862849473953247	17119	427	2694.1752257347107	1696003487.3821657	0.8604949116706848	0.9810000061988832	brisk-sweep-159
61	transformer	0.8297327682901927	0.98731688306295		0.23214201665728823	0.0007512064707252294	0.31011358769108915	3	1	adam	None	2	1136	1	384	42	True	1.771206307382025e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1696000326/version_0	2	176	8	4	0.028196581992206204	True	128	128	68	42	64900	3	TransformerEncoder	26		min	0.0007512064707252294	1	0.3333333333333333	0	5	loss	0.23214201665728823	4	3	1800	1.771206307382025e-05	0.33909446001052856	56799	799	3997.356148481369	1696004330.6416094	0.2554645240306854	0.9700000286102296	distinctive-sweep-157
62	transformer	0.933316548519396	0.991643637305844		0.4529417091531768	0.0003441699628803187	0.4253238287432404	3	1	adam	warmupinvsqrt	2	1120	1	1088	42	True	1.1984167960725476e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695999971/version_0	8	96	2	4	0.11164652619652304	True	128	128	68	42	2428500	3	TransformerEncoder	26		min	0.0003441699628803187	1	0.3333333333333333	10841	5	loss	0.4529417091531768	4	3	1800	6.580560901895275e-06	1.1262764930725098	35999	799	3321.2101418972015	1696003298.148391	1.0686569213867188	0.7039999961853027	faithful-sweep-155
63	transformer	0.9087674974806904	0.9882134133427234		0.2247540597838904	0.00027895398395315476	0.04763441864949019	3	1	adam	None	2	464	1	128	42	True	0.0001556278588095737	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695998856/version_0	8	304	4	2	0.07088036057602014	True	128	128	68	42	2918500	3	TransformerEncoder	26		min	0.00027895398395315476	1	0.3333333333333333	0	5	loss	0.2247540597838904	4	3	1098	0.0001556278588095737	0.5392764806747437	21471	487	2209.631949186325	1696001073.357356	0.5096909403800964	0.9850000143051147	blooming-sweep-153
64	transformer	0.8299144234495447	0.9869247571789072		0.3756758130542489	9.035332458708047e-05	0.3932281712060448	3	1	adam	None	2	1472	1	192	42	True	8.506624300443227e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695998641/version_0	4	336	8	2	0.1974694622254563	True	128	128	68	42	4843200	3	TransformerEncoder	26		min	9.035332458708047e-05	1	0.3333333333333333	0	5	loss	0.3756758130542489	4	3	1800	8.506624300443227e-05	1.2911951541900637	43999	799	4126.298405408859	1696002774.9594333	1.2151776552200315	0.9850000143051147	giddy-sweep-152
65	transformer	0.9409096724096376	0.992154495075948		0.5274684270624176	0.00031595603593449214	0.4889575837876964	3	1	adam	None	2	1376	1	448	42	True	1.3020726881471084e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695998566/version_0	6	32	4	4	0.1742044160997116	True	128	128	68	42	892100	1	TransformerEncoder	26		min	0.00031595603593449214	1	0.3333333333333333	0	5	loss	0.5274684270624176	4	1	522	1.3020726881471084e-05	3.2433314323425293	13687	231	1732.2769372463226	1696000306.7494671	2.6848769187927246	0.0010000000474974513	soft-sweep-151
66	transformer	0.8120151086563582	0.9983992615527691		0.6872568060119006	0.0004079915515776424	0.11093666926024864	3	1	adam	reduceonplateau	2	112	1	1088	42	True	1.8717145118950586e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695998383/version_0	4	32	4	2	0.1157788087445933	True	128	128	68	42	460200	3	TransformerEncoder	26		min	0.0004079915515776424	1	0.3333333333333333	0	5	loss	0.6872568060119006	4	3	1800	1.8717145118950586e-05	0.8549787402153015	71999	799	3947.759202480316	1696002339.0895343	0.8257244229316711	0.9580000042915344	trim-sweep-150
67	transformer	0.9596391165654392	0.9915909695986572		0.16036908813403664	0.00011265422572904742	0.3827053028650247	3	1	adam	reduceonplateau	2	1632	1	1344	42	True	5.681828092829546e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695998275/version_0	8	144	6	4	0.07880680442178173	True	128	128	68	42	259100	2	TransformerEncoder	26		min	0.00011265422572904742	1	0.3333333333333333	0	5	loss	0.16036908813403664	4	2	1800	5.681828092829546e-05	0.6125631332397461	39999	799	5521.412428617477	1696003807.7833183	0.5650819540023804	0.9850000143051147	sparkling-sweep-149
68	transformer	0.8950884950180259	0.9980801128350838		0.7666835201756282	0.00021950290800224273	0.2643977174112136	3	1	adam	reduceonplateau	2	1024	1	320	42	True	0.00027607913291147125	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695998204/version_0	4	256	2	2	0.09476906124095896	True	128	128	68	42	2109300	4	TransformerEncoder	26		min	0.00021950290800224273	1	0.3333333333333333	0	5	loss	0.7666835201756282	4	4	1143	0.00021950290800224273	0.7007352113723755	20319	507	1576.799332857132	1695999787.6635468	0.6597499251365662	0.9860000014305116	fearless-sweep-148
69	transformer	0.9041188471754952	0.9821320854040916		0.3863552911801816	0.0008784886857677193	0.19905858721864272	3	1	adam	reduceonplateau	2	1168	1	1088	42	True	0.0001224993854547536	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695997909/version_0	8	112	8	4	0.13485384497908037	True	128	128	68	42	4347400	5	TransformerEncoder	26		min	0.0008784886857677193	1	0.3333333333333333	0	5	loss	0.3863552911801816	4	5	891	0.0001224993854547536	0.9026841521263124	27323	395	4274.990892648697	1696002196.5866306	0.8804422616958618	0.9860000014305116	resilient-sweep-147
70	transformer	0.9448780875148788	0.980824057613206		0.5127987227895233	2.310742305957356e-05	0.13005388636768328	3	1	adam	warmupinvsqrt	2	1040	1	1024	42	True	0.00011026604491323176	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695997723/version_0	4	304	2	4	0.15188170396870396	True	128	128	68	42	4412400	2	TransformerEncoder	26		min	2.310742305957356e-05	1	0.3333333333333333	21213	5	loss	0.5127987227895233	4	2	1800	8.116548977267021e-05	0.998666763305664	39199	799	3016.6991024017334	1696000747.4028523	0.9710274338722228	0.9869999885559082	super-sweep-146
71	transformer	0.9352899630701064	0.993718487592059		0.5273619809079525	0.000569950627319374	0.01933544853879743	3	1	adam	reduceonplateau	2	240	1	640	42	True	1.16711866352732e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695997687/version_0	2	96	4	4	0.007349003977712144	True	128	128	68	42	4818200	3	TransformerEncoder	26		min	0.000569950627319374	1	0.3333333333333333	0	5	loss	0.5273619809079525	4	3	459	1.16711866352732e-06	2.83514666557312	8567	203	837.4805879592896	1695998533.527525	2.045952796936035	0.0	true-sweep-145
72	transformer	0.94997991701367	0.9948245177296122		0.7774388829504091	0.0007950844824337842	0.33011134690388927	3	1	adam	reduceonplateau	2	240	1	192	42	True	1.2328451889198185e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695997579/version_0	6	288	4	2	0.043047956325556115	True	128	128	68	42	2532400	4	TransformerEncoder	26		min	0.0007950844824337842	1	0.3333333333333333	0	5	loss	0.7774388829504091	4	4	1800	1.2328451889198185e-05	0.4254586696624756	33599	799	4632.847178697586	1696002223.0154817	0.36288517713546753	0.968999981880188	twilight-sweep-144
73	transformer	0.8469618537740917	0.9851958747630823		0.7227120765530826	0.0004043138781287045	0.13365322734148255	3	1	adam	None	2	144	1	1536	42	True	0.0007756517744952529	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695997283/version_0	4	464	2	4	0.19173853676306168	True	128	128	68	42	1979600	3	TransformerEncoder	26		min	0.0004043138781287045	1	0.3333333333333333	0	5	loss	0.7227120765530826	4	3	495	0.0007756517744952529	1.3256802558898926	15399	219	1541.7038271427157	1695998833.3344212	1.2775627374649048	0.9430000185966492	misunderstood-sweep-143
74	transformer	0.8393059141626699	0.9838930700167188		0.6784273153784257	1.1568929551937585e-05	0.1398500014655949	3	1	adam	warmupinvsqrt	2	1984	1	960	42	True	3.93206204449011e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695996758/version_0	4	384	8	8	0.028185911005863058	True	128	128	68	42	2161200	1	TransformerEncoder	26		min	1.1568929551937585e-05	1	0.3333333333333333	8714	5	loss	0.6784273153784257	4	1	1359	2.3344176349852285e-05	0.261534720659256	24763	603	3744.459263563156	1696000509.2482865	0.2287895232439041	0.9819999933242798	morning-sweep-142
75	transformer	0.9815237109561648	0.998809815125644		0.31016294599921923	0.0007938969298060103	0.37032058675633234	3	1	adam	None	2	464	1	128	42	True	0.0003685993952072109	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695996074/version_0	2	48	8	4	0.18777529214880337	True	128	128	68	42	3920400	2	TransformerEncoder	26		min	0.0007938969298060103	1	0.3333333333333333	0	5	loss	0.31016294599921923	4	2	1800	0.0003685993952072109	1.2868411540985107	35199	799	2502.5986955165863	1695998584.0928676	1.2555538415908811	0.949999988079071	frosty-sweep-141
76	transformer	0.9077253153244624	0.9982636623037277		0.7546867536159412	0.0002603821997985504	0.40834337222288514	3	1	adam	warmupinvsqrt	2	192	1	1728	42	True	0.001170089810541215	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695995416/version_0	4	416	8	4	0.16969807623505562	True	128	128	68	42	1536500	2	TransformerEncoder	26		min	0.0002603821997985504	1	0.3333333333333333	8002	5	loss	0.7546867536159412	4	2	585	0.0008933685387197412	1.2661198377609253	13779	259	2235.4802260398865	1695997661.001628	1.1147245168685913	0.9629999995231628	whole-sweep-140
77	transformer	0.9711655710053496	0.9976340844699352		0.744866396596315	0.000995390551876853	0.07670078866978014	3	1	adam	None	2	1440	1	576	42	True	0.008066447300842487	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695995301/version_0	4	432	8	2	0.053457418156732245	True	128	128	68	42	1596800	2	TransformerEncoder	26		min	0.000995390551876853	1	0.3333333333333333	0	5	loss	0.744866396596315	4	2	459	0.008066447300842487	3.5826470851898193	8567	203	2547.046606302262	1695997861.8632944	2.370299816131592	0.0	flowing-sweep-139
78	transformer	0.9047848998968484	0.981469087266824		0.17962379516911886	0.0005635811148605592	0.056683486730149	3	1	adam	reduceonplateau	2	848	1	1600	42	True	0.00014092242157080127	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695994543/version_0	2	320	6	4	0.1439071478424616	True	128	128	68	42	2537400	4	TransformerEncoder	26		min	0.0005635811148605592	1	0.3333333333333333	0	5	loss	0.17962379516911886	4	4	1800	0.00014092242157080127	0.9609262347221376	38399	799	3615.475979089737	1695998166.438425	0.927998423576355	0.9879999756813048	colorful-sweep-138
79	transformer	0.9855520833028422	0.9881576733698512		0.383064980563945	0.00017741178288657763	0.30945345079290415	3	1	adam	warmupinvsqrt	2	544	1	1536	42	True	1.7713834999245472e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695994504/version_0	8	288	8	2	0.08610567188888488	True	128	128	68	42	1406600	4	TransformerEncoder	26		min	0.00017741178288657763	1	0.3333333333333333	10342	5	loss	0.383064980563945	4	4	1800	7.408420284681846e-06	0.6422154307365417	59199	799	7018.628971815109	1696001533.8225188	0.6075055003166199	0.9850000143051147	effortless-sweep-137
80	transformer	0.8484135836280836	0.9843081296670632		0.42598070577886527	0.00013979104308169056	0.31921586379068007	3	1	adam	warmupinvsqrt	2	800	1	960	42	True	0.0006876683637068	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695994147/version_0	4	432	6	2	0.0760026714190678	True	128	128	68	42	1630800	3	TransformerEncoder	26		min	0.00013979104308169056	1	0.3333333333333333	8154	5	loss	0.42598070577886527	4	3	1350	0.0003588111954368339	0.630581259727478	29999	599	4208.803438425064	1695998367.2174385	0.5463746786117554	0.9869999885559082	light-sweep-136
81	transformer	0.8743576693864983	0.9966080239539612		0.5683491752613813	0.0006061204049191662	0.026242329747423857	3	1	adam	None	2	912	1	384	42	True	4.075215153958044e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695994066/version_0	8	272	6	8	0.032791911859733645	True	128	128	68	42	407900	3	TransformerEncoder	26		min	0.0006061204049191662	1	0.3333333333333333	0	5	loss	0.5683491752613813	4	3	1053	4.075215153958044e-05	0.29971152544021606	20591	467	2630.6115889549255	1695996708.055378	0.26084986329078674	0.9819999933242798	avid-sweep-135
82	transformer	0.8520735704931942	0.9829552964442544		0.5986057387315651	0.00012683033057632088	0.2075470361257908	3	1	adam	warmupinvsqrt	2	1440	1	320	42	True	0.0003224311299059811	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695992917/version_0	6	480	6	2	0.10816323740902374	True	128	128	68	42	1933500	2	TransformerEncoder	26		min	0.00012683033057632088	1	0.3333333333333333	8056	5	loss	0.5986057387315651	4	2	1746	0.0001604062173367626	0.7663058042526245	32591	775	5306.9807386398315	1695998234.5955737	0.7311842441558838	0.9890000224113464	lemon-sweep-134
83	transformer	0.897220082002929	0.9832640133633874		0.8007629164874097	0.0006971526627873143	0.4384390787701682	3	1	adam	reduceonplateau	2	1840	1	1920	42	True	1.0303680684031522e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695992520/version_0	8	480	2	8	0.09933794047779376	True	128	128	68	42	1831900	4	TransformerEncoder	26		min	0.0006971526627873143	1	0.3333333333333333	0	5	loss	0.8007629164874097	4	4	1800	1.0303680684031522e-05	0.7451537847518921	35199	799	9384.915312290192	1696001917.8991864	0.6917605400085449	0.9810000061988832	stoic-sweep-133
