	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	_step	lr-Adam	train_loss	trainer/global_step	epoch	_runtime	val_loss	_timestamp	max_val_accuracy	name
14	attentive_lstm	0.9930016539892148	0.980926956921278		0.776103652601053	0.0005749492416151254	0.31869276283775566	3	1	adam	reduceonplateau	2	656	1	768	66	True	5.629166054046431e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696571281/version_0	1	352	1	1	0.18308103274582865	True	128	128	100	66	2365600	2	LSTMEncoder	34		min	0.0005749492416151254	1	0.3333333333333333	0	5	loss	0.776103652601053	4	2	954	5.629166054046431e-05	1.233077883720398	25863	423	2757.1337509155273	1.398749589920044	1696574047.3224318	0.8930000066757202	icy-sweep-231
15	attentive_lstm	0.9950102155026734	0.9973321424124156		0.13344778165861051	0.0006346836768223597	0.16876990830921773	3	1	adam	reduceonplateau	2	1984	1	768	66	True	4.129763838166121e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696571187/version_0	1	80	2	1	0.020904799908083607	True	128	128	100	66	1368100	3	LSTMEncoder	34		min	0.0006346836768223597	1	0.3333333333333333	0	5	loss	0.13344778165861051	4	3	1800	4.129763838166121e-05	0.18933388590812683	32799	799	7395.935315132141	0.3607944846153259	1696578603.3370812	0.8989999890327454	dainty-sweep-230
16	attentive_lstm	0.9593681841554326	0.9805019367246168		0.11038362023849278	0.00045887745910798807	0.11338952889444048	3	1	adam	None	2	1520	1	768	66	True	0.00039165214969399785	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696571197/version_0	1	176	2	1	0.0935381239965041	True	128	128	100	66	1288800	3	LSTMEncoder	34		min	0.00045887745910798807	1	0.3333333333333333	0	5	loss	0.11038362023849278	4	3	1044	0.00039165214969399785	0.6936288475990295	24591	463	3128.8737564086914	0.858346700668335	1696574332.4529357	0.9279999732971193	mild-sweep-229
17	attentive_lstm	0.814550122217946	0.9820842832926188		0.7305795151748117	0.0008949904201634587	0.378052835408549	3	1	adam	reduceonplateau	2	704	1	512	66	True	0.004856535592028196	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696570859/version_0	1	384	1	1	0.044397746030151834	True	128	128	100	66	2470600	2	LSTMEncoder	34		min	0.0008949904201634587	1	0.3333333333333333	0	5	loss	0.7305795151748117	4	2	756	0.0008949904201634587	0.3685973882675171	19151	335	1869.831856966019	0.6811202764511108	1696572737.707036	0.8989999890327454	still-sweep-228
18	attentive_lstm	0.8548021892641602	0.9829508363056249		0.6281996219807267	0.00010255297253299456	0.23534364011163683	3	1	adam	warmupinvsqrt	2	1856	1	768	66	True	0.0001449230056528075	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696570600/version_0	1	432	2	1	0.07328228852556883	True	128	128	100	66	3929500	1	LSTMEncoder	34		min	0.00010255297253299456	1	0.3333333333333333	16937	5	loss	0.6281996219807267	4	1	1800	0.00010059024094871666	0.5624834299087524	35199	799	5273.8438901901245	0.7677881121635437	1696575880.8231082	0.9240000247955322	bright-sweep-227
19	attentive_lstm	0.8261442325518521	0.9969024463496142		0.16559371700573122	0.0005987658609100912	0.4355322250334442	3	1	adam	None	2	528	1	1280	66	True	5.750176058297738e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696570382/version_0	1	208	1	1	0.06953476475697151	True	128	128	100	66	3416400	1	LSTMEncoder	34		min	0.0005987658609100912	1	0.3333333333333333	0	5	loss	0.16559371700573122	4	1	1800	5.750176058297738e-06	0.5642910003662109	45599	799	10650.05672812462	0.8060168623924255	1696581045.424859	0.8769999742507935	generous-sweep-226
20	attentive_lstm	0.8548481171170914	0.9988452647706184		0.338204109884363	0.0001973996943876484	0.17823175431252214	3	1	adam	warmupinvsqrt	2	432	1	896	66	True	0.0030485790094686663	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696570074/version_0	1	32	1	1	0.19686244752164897	True	128	128	100	66	403800	2	LSTMEncoder	34		min	0.0001973996943876484	1	0.3333333333333333	1869	5	loss	0.338204109884363	4	2	1152	0.0008504381355508677	1.304840922355652	24063	511	3657.226651906967	1.4607371091842651	1696573740.2966208	0.906000018119812	royal-sweep-225
21	attentive_lstm	0.952213818761346	0.9891861413512936		0.4096968674122161	0.0003702674015824464	0.2157830501623896	3	1	adam	reduceonplateau	2	1488	1	320	66	True	0.00043523308818038735	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696569267/version_0	1	272	1	1	0.18696388437187328	True	128	128	100	66	2012800	4	LSTMEncoder	34		min	0.0003702674015824464	1	0.3333333333333333	0	5	loss	0.4096968674122161	4	4	1800	0.0003702674015824464	1.254668116569519	32799	799	2220.1315417289734	1.390669345855713	1696571495.1589518	0.9070000052452089	glowing-sweep-224
22	attentive_lstm	0.8168445204077458	0.9884987571352362		0.2197675257846856	0.00013434749116593956	0.2334108883286245	3	1	adam	warmupinvsqrt	2	1712	1	768	66	True	0.0012656437193429616	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696568980/version_0	1	48	2	1	0.05783961897242567	True	128	128	100	66	2958100	3	LSTMEncoder	34		min	0.00013434749116593956	1	0.3333333333333333	13822	5	loss	0.2197675257846856	4	3	1521	0.0008354031283690004	0.4582115709781647	31771	675	6505.397350549698	0.6772887110710144	1696575501.9981277	0.9169999957084656	stellar-sweep-223
23	attentive_lstm	0.8417281459905125	0.9913480409503288		0.8038738697278588	0.00012160049998089008	0.3692649218505023	3	1	adam	None	2	1344	1	1536	66	True	1.1974522721430872e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696568748/version_0	1	16	1	1	0.1815195501245714	True	128	128	100	66	3169500	2	LSTMEncoder	34		min	0.00012160049998089008	1	0.3333333333333333	0	5	loss	0.8038738697278588	4	2	459	1.1974522721430872e-06	2.9861257076263428	9179	203	3176.9322531223297	3.1071717739105225	1696571933.3676112	0.0	woven-sweep-222
24	attentive_lstm	0.8305252255728632	0.9982542417740984		0.23692080210812297	0.0007560645513490185	0.03197479941544218	3	1	adam	warmupinvsqrt	2	224	1	1728	66	True	7.27481122443176e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696568661/version_0	1	48	2	1	0.0933624349165859	True	128	128	100	66	1588100	3	LSTMEncoder	34		min	0.0007560645513490185	1	0.3333333333333333	7089	5	loss	0.23692080210812297	4	3	1800	3.230238357321965e-05	0.6915730237960815	35999	799	17881.277371168137	0.9066896438598632	1696586548.805751	0.9010000228881836	comic-sweep-221
25	attentive_lstm	0.8280144912862093	0.9940948224768896		0.17726864930830982	0.0007236865447784787	0.06949355860244488	3	1	adam	warmupinvsqrt	2	1312	1	384	66	True	1.7024948936475889e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696568558/version_0	1	192	1	1	0.03883841653609166	True	128	128	100	66	449900	1	LSTMEncoder	34		min	0.0007236865447784787	1	0.3333333333333333	2743	5	loss	0.17726864930830982	4	1	459	8.012827351922644e-07	2.3104026317596436	12443	203	690.6069357395172	2.8304684162139893	1696569255.5092337	0.0	lively-sweep-220
26	attentive_lstm	0.8932672188846287	0.9983820161056132		0.18745697204188055	9.62192761677361e-05	0.3046700326481461	3	1	adam	None	2	640	1	320	66	True	4.645267827028688e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696567791/version_0	1	128	2	1	0.06274300512279778	True	128	128	100	66	2779200	1	LSTMEncoder	34		min	9.62192761677361e-05	1	0.3333333333333333	0	5	loss	0.18745697204188055	4	1	1584	4.645267827028688e-05	0.5037230253219604	44351	703	3461.189450979233	0.6854833364486694	1696571264.715644	0.9039999842643738	deep-sweep-218
27	attentive_lstm	0.995845715224123	0.9820277592267151		0.8606876573205495	0.000526541723977648	0.2936052031678662	3	1	adam	None	2	2032	1	704	66	True	1.0543179190469716e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696567686/version_0	1	464	1	1	0.19205261493314965	True	128	128	100	66	9800	4	LSTMEncoder	34		min	0.000526541723977648	1	0.3333333333333333	0	5	loss	0.8606876573205495	4	4	1800	1.0543179190469716e-05	1.2922992706298828	31999	799	4162.979822397232	1.4693717956542969	1696571856.3556943	0.8880000114440918	dashing-sweep-217
28	attentive_lstm	0.9490158649912208	0.9934681330213928		0.31059079912510157	0.0004924735271751286	0.2339859796887625	3	1	adam	None	2	800	1	448	66	True	7.598499293126601e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696567120/version_0	1	384	1	1	0.16868920598186685	True	128	128	100	66	1468900	3	LSTMEncoder	34		min	0.0004924735271751286	1	0.3333333333333333	0	5	loss	0.31059079912510157	4	3	1800	7.598499293126601e-06	1.1782177686691284	39999	799	2930.464332818985	1.3678817749023438	1696570057.105568	0.8790000081062317	laced-sweep-216
29	attentive_lstm	0.9325838117870924	0.9908929096966428		0.33675722688802656	0.0003046074758385279	0.0010718113831996168	3	1	adam	reduceonplateau	2	1216	1	384	66	True	1.376694985798396e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696566925/version_0	1	320	2	1	0.153497740464612	True	128	128	100	66	4797300	2	LSTMEncoder	34		min	0.0003046074758385279	1	0.3333333333333333	0	5	loss	0.33675722688802656	4	2	1800	1.376694985798396e-06	1.17391836643219	52799	799	3901.626830339432	1.454256892204285	1696570834.1171904	0.7739999890327454	autumn-sweep-215
30	attentive_lstm	0.8568001380115401	0.997776364580248		0.8336736396641122	0.00026549130185922156	0.035447432069631746	3	1	adam	warmupinvsqrt	2	464	1	1728	66	True	2.353312499140735e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696566533/version_0	1	496	1	1	0.021771043695583383	True	128	128	100	66	2080000	4	LSTMEncoder	34		min	0.00026549130185922156	1	0.3333333333333333	8965	5	loss	0.8336736396641122	4	4	1800	1.1883791417576728e-05	0.1939949095249176	35199	799	26923.79613518715	0.505550742149353	1696593465.0508325	0.8830000162124634	young-sweep-213
31	attentive_lstm	0.9774550826024074	0.9943148569758832		0.4705756661631576	0.0003910248450763414	0.23726059078733913	3	1	adam	warmupinvsqrt	2	1152	1	960	66	True	3.592320211155654e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696566401/version_0	1	304	1	1	0.06458672026382899	True	128	128	100	66	2500100	1	LSTMEncoder	34		min	0.0003910248450763414	1	0.3333333333333333	13021	5	loss	0.4705756661631576	4	1	1800	1.9919841878738154e-06	0.5623476505279541	42399	799	9379.038876533508	0.8414815664291382	1696575787.9500315	0.8579999804496765	sweet-sweep-212
32	attentive_lstm	0.9242164070725846	0.9980256896699868		0.3885066528909592	0.000615078048519913	0.2476884419780917	3	1	adam	warmupinvsqrt	2	720	1	576	66	True	3.505332299574097e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696565660/version_0	1	480	2	1	0.042228037735773286	True	128	128	100	66	1077000	2	LSTMEncoder	34		min	0.000615078048519913	1	0.3333333333333333	4487	5	loss	0.3885066528909592	4	2	1800	1.281767319854364e-05	0.3520413935184479	33599	799	5785.68580365181	0.6231263875961304	1696571452.6863468	0.9049999713897704	desert-sweep-211
33	attentive_lstm	0.8321705739247938	0.9939957399045064		0.7642829750494825	0.0009559406623619688	0.4547336982453384	3	1	adam	warmupinvsqrt	2	1792	1	768	66	True	0.0007704965701609302	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696565572/version_0	1	240	2	1	0.09789334528275646	True	128	128	100	66	3474000	3	LSTMEncoder	34		min	0.0009559406623619688	1	0.3333333333333333	13570	5	loss	0.7642829750494825	4	3	1800	0.0005020618803772761	0.7255337238311768	31999	799	5001.7251217365265	0.8620996475219727	1696570580.7294328	0.9240000247955322	polished-sweep-210
34	attentive_lstm	0.9039393338571612	0.998628042673757		0.4852559120423644	0.00022105295398738172	0.0444494895740255	3	1	adam	reduceonplateau	2	1904	1	640	66	True	0.0011790136698886934	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696565281/version_0	1	320	2	1	0.04580513338126238	True	128	128	100	66	3626500	2	LSTMEncoder	34		min	0.00022105295398738172	1	0.3333333333333333	0	5	loss	0.4852559120423644	4	2	1098	0.00022105295398738172	0.37296563386917114	20983	487	3672.7410295009618	0.7073363065719604	1696568962.9812317	0.9120000004768372	jumping-sweep-209
35	attentive_lstm	0.96773979789653	0.9810462461334744		0.8043311827344195	0.0005126892619892094	0.1968360901625794	3	1	adam	warmupinvsqrt	2	1520	1	384	66	True	0.0022503869581521783	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696564806/version_0	1	320	2	1	0.062262768134446825	True	128	128	100	66	4996200	2	LSTMEncoder	34		min	0.0005126892619892094	1	0.3333333333333333	26295	5	loss	0.8043311827344195	4	2	1602	0.001879840728113129	0.4959852993488312	37735	711	2291.838518619538	0.676351010799408	1696567104.6715767	0.9240000247955322	rare-sweep-207
36	attentive_lstm	0.9175961562563892	0.99320645630426		0.8038310532833636	0.0008980171125812039	0.28107455641374296	3	1	adam	None	2	1744	1	1152	66	True	1.1828802910052762e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696564482/version_0	1	448	2	1	0.07015935744015574	True	128	128	100	66	2769500	4	LSTMEncoder	34		min	0.0008980171125812039	1	0.3333333333333333	0	5	loss	0.8038310532833636	4	4	1512	1.1828802910052762e-05	0.5457266569137573	30911	671	11795.763137578964	0.7392491102218628	1696576285.0800705	0.8999999761581421	comfy-sweep-206
37	attentive_lstm	0.867398993393304	0.9923729083988144		0.5206513260492004	0.0005094080895488041	0.18960392089701028	3	1	adam	None	2	1952	1	1152	66	True	3.180864721327697e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696564285/version_0	1	32	2	1	0.12270518167911518	True	128	128	100	66	3429100	3	LSTMEncoder	34		min	0.0005094080895488041	1	0.3333333333333333	0	5	loss	0.5206513260492004	4	3	1800	3.180864721327697e-06	1.0367810726165771	32799	799	15161.3348031044	1.232207179069519	1696579454.477525	0.8130000233650208	lunar-sweep-205
38	attentive_lstm	0.9626737926471038	0.9897937389089216		0.6964466024367392	0.0002474336965949363	0.035449109029199344	3	1	adam	None	2	1440	1	1664	66	True	6.965627571196778e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696563931/version_0	1	304	2	1	0.1258433715057057	True	128	128	100	66	1560500	4	LSTMEncoder	34		min	0.0002474336965949363	1	0.3333333333333333	0	5	loss	0.6964466024367392	4	4	1323	6.965627571196778e-05	0.8924624919891357	24695	587	12329.822521686554	1.1280043125152588	1696576267.9302137	0.9169999957084656	fanciful-sweep-204
39	attentive_lstm	0.9479861645001508	0.9988201118762964		0.3298938672251427	0.0009865071960990465	0.3567745704381479	3	1	adam	warmupinvsqrt	2	1104	1	256	66	True	0.0026772086121486416	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696563848/version_0	1	304	2	1	0.18566178923745957	True	128	128	100	66	933600	3	LSTMEncoder	34		min	0.0009865071960990465	1	0.3333333333333333	5073	5	loss	0.3298938672251427	4	3	1800	0.0009096198103196678	1.2575836181640625	43999	799	3027.848119020462	1.3860658407211304	1696566911.205009	0.9110000133514404	confused-sweep-203
40	attentive_lstm	0.8272268957216279	0.9986286741874032		0.5118168352834881	0.000967761365687908	0.43391058457405046	3	1	adam	warmupinvsqrt	2	1792	1	1792	66	True	2.894120192431849e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696563731/version_0	1	352	2	1	0.053281011163154805	True	128	128	100	66	2440100	2	LSTMEncoder	34		min	0.000967761365687908	1	0.3333333333333333	9531	5	loss	0.5118168352834881	4	2	1449	1.7617744849866374e-05	0.4307312071323395	25759	643	14802.559807062147	0.6430788040161133	1696578540.5940871	0.9020000100135804	volcanic-sweep-202
41	attentive_lstm	0.9748178516526652	0.998438279716852		0.1957523796683253	0.0008424934475793067	0.20504866668367025	3	1	adam	reduceonplateau	2	48	1	512	66	True	0.004625373559838285	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-romanian/attentive_lstm/1696563551/version_0	1	352	2	1	0.1734327625098586	True	128	128	100	66	4603700	1	LSTMEncoder	34		min	0.0008424934475793067	1	0.3333333333333333	0	5	loss	0.1957523796683253	4	1	1107	0.0008424934475793067	1.179710030555725	102827	491	4113.493999242783	1.353410720825195	1696567671.3485513	0.8980000019073486	treasured-sweep-201
