	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	_timestamp	trainer/global_step	_step	lr-Adam	val_loss	train_loss	epoch	_runtime	max_val_accuracy	name
63	attentive_lstm	0.8347568533395011	0.991858757722154		0.2832659431413046	0.0002167400203643116	0.4013562175207934	3	1	adam	None	2	1984	1	256	61	True	0.00013515417941890612	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693688791/version_0	1	32	1	1	0.08592780300788594	True	128	128	100	61	2069200	4	LSTMEncoder	39		min	0.0002167400203643116	1	0.3333333333333333	0	5	loss	0.2832659431413046	4	4	1693691554.6777606	16799	1800	0.00013515417941890612	0.7710821628570557	0.7154679894447327	799	2756.824012517929	0.8700000047683716	dulcet-sweep-193
64	attentive_lstm	0.9756367593252144	0.9909895300772243		0.4041124001546923	0.0004040083536804535	0.30810846227424266	3	1	adam	warmupinvsqrt	2	1536	1	1664	61	True	9.107529183878494e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693688048/version_0	1	64	1	1	0.037432211181257856	True	128	128	100	61	4721300	5	LSTMEncoder	39		min	0.0004040083536804535	1	0.3333333333333333	9221	5	loss	0.4041124001546923	4	5	1693694459.9776363	4079	459	4.010038877187581e-06	2.336444854736328	2.1513381004333496	203	6404.484707355499	0.0	vibrant-sweep-192
65	attentive_lstm	0.9148915229376916	0.9942358916257988		0.4095500918026038	0.0002628840520119728	0.4691319658837334	3	1	adam	None	2	160	1	1216	61	True	0.0003838787019443742	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693687559/version_0	1	272	2	1	0.06567458513667383	True	128	128	100	61	1988000	2	LSTMEncoder	39		min	0.0002628840520119728	1	0.3333333333333333	0	5	loss	0.4095500918026038	4	2	1693701020.773547	39311	1404	0.0003838787019443742	0.6152501106262207	0.5146631598472595	623	13453.533763885498	0.8920000195503235	restful-sweep-191
66	attentive_lstm	0.975624828792668	0.9954000338902768		0.7116142138469684	0.0007705852035064552	0.1005749117084151	3	1	adam	warmupinvsqrt	2	944	1	640	61	True	0.0007294033941359322	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693684652/version_0	1	32	2	1	0.10072489469172556	True	128	128	100	61	3415200	2	LSTMEncoder	39		min	0.0007705852035064552	1	0.3333333333333333	7235	5	loss	0.7116142138469684	4	2	1693693805.0662043	17599	1800	0.00046795308803887145	0.8052042722702026	0.7320150136947632	799	9145.523245334623	0.8920000195503235	graceful-sweep-190
67	attentive_lstm	0.941819165604871	0.9934877275722288		0.2420610389106905	0.00096924788635275	0.31399119459078617	3	1	adam	reduceonplateau	2	560	1	1024	61	True	0.00015814954373160237	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693683615/version_0	1	448	2	1	0.014276151699973982	True	128	128	100	61	4447000	4	LSTMEncoder	39		min	0.00096924788635275	1	0.3333333333333333	0	5	loss	0.2420610389106905	4	4	1693694343.5499606	24623	1539	0.00015814954373160237	0.29214924573898315	0.13386261463165283	683	10720.431874513626	0.9020000100135804	jumping-sweep-189
68	attentive_lstm	0.8608104668625621	0.9897177715600912		0.3746298397837178	0.0007590726976631479	0.11171685255325552	3	1	adam	None	2	1504	1	832	61	True	4.991321088717532e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693683501/version_0	1	352	2	1	0.10573135993655328	True	128	128	100	61	645600	2	LSTMEncoder	39		min	0.0007590726976631479	1	0.3333333333333333	0	5	loss	0.3746298397837178	4	2	1693692927.6069314	21599	1800	4.991321088717532e-05	0.8489516973495483	0.7622241377830505	799	9414.763223409653	0.9010000228881836	dazzling-sweep-188
69	attentive_lstm	0.9218525757526456	0.9825904345221264		0.5043805379928413	0.00038985303336955274	0.2621897422115538	3	1	adam	reduceonplateau	2	544	1	1984	61	True	0.007278805079092051	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693682105/version_0	1	272	1	1	0.08580229601444972	True	128	128	100	61	256800	4	LSTMEncoder	39		min	0.00038985303336955274	1	0.3333333333333333	0	5	loss	0.5043805379928413	4	4	1693713090.1221244	25011	1521	0.00038985303336955274	0.805427074432373	0.723442018032074	675	30976.03156232834	0.8539999723434448	wandering-sweep-187
70	attentive_lstm	0.9224444861069706	0.9856188487621784		0.4996874584897334	0.00022718034625727595	0.4358239098236916	3	1	adam	None	2	656	1	576	61	True	1.6344368314465554e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693680526/version_0	1	192	2	1	0.18242570956967047	True	128	128	100	61	1250800	3	LSTMEncoder	39		min	0.00022718034625727595	1	0.3333333333333333	0	5	loss	0.4996874584897334	4	3	1693688776.062069	24799	1800	1.6344368314465554e-05	1.320267915725708	1.243345856666565	799	8242.924885988235	0.8709999918937683	lunar-sweep-186
71	attentive_lstm	0.8889351373555703	0.9880221688512936		0.6639444861495264	0.00017924453650081616	0.12980476022057186	3	1	adam	reduceonplateau	2	1888	1	576	61	True	3.068140042403214e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693677602/version_0	1	256	2	1	0.09776464223944054	True	128	128	100	61	3247000	2	LSTMEncoder	39		min	0.00017924453650081616	1	0.3333333333333333	0	5	loss	0.6639444861495264	4	2	1693683486.221892	17599	1800	3.068140042403214e-06	0.8345870971679688	0.8030961155891418	799	5872.239743232727	0.8410000205039978	toasty-sweep-185
72	attentive_lstm	0.9219881723392568	0.9823894367417134		0.5243488256764149	5.9428084621906874e-05	0.13212647725246843	3	1	adam	None	2	352	1	1920	61	True	0.005466827874782911	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693676959/version_0	1	432	1	1	0.1768253774600003	True	128	128	100	61	1482400	3	LSTMEncoder	39		min	5.9428084621906874e-05	1	0.3333333333333333	0	5	loss	0.5243488256764149	4	3	1693688036.4902928	7887	612	0.005466827874782911	2.2400150299072266	1.5319068431854248	271	11069.307545900345	0.8690000176429749	wild-sweep-184
73	attentive_lstm	0.9816408771948524	0.9983690478464476		0.683364630324798	2.318660658814503e-05	0.47836237804433385	3	1	adam	warmupinvsqrt	2	928	1	1152	61	True	5.124638251623598e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693674109/version_0	1	416	2	1	0.0734171726479518	True	128	128	100	61	633900	4	LSTMEncoder	39		min	2.318660658814503e-05	1	0.3333333333333333	1366	5	loss	0.683364630324798	4	4	1693683598.9043443	10295	1053	1.8686104915816696e-05	0.6731399893760681	0.5746402144432068	467	9480.294594287872	0.8769999742507935	cerulean-sweep-183
74	attentive_lstm	0.8165625759424867	0.98993306431433		0.33697223084088146	0.0008641297511329214	0.08454335170626043	3	1	adam	None	2	992	1	1344	61	True	0.007858304128512258	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693673258/version_0	1	320	2	1	0.115311885306879	True	128	128	100	61	596100	5	LSTMEncoder	39		min	0.0008641297511329214	1	0.3333333333333333	0	5	loss	0.33697223084088146	4	5	1693684635.623954	5459	585	0.007858304128512258	3.17775297164917	1.5224980115890503	259	11368.987727165222	0.8519999980926514	cool-sweep-180
75	attentive_lstm	0.8746806075988329	0.9954167110797004		0.8863534122166843	0.000117138903736319	0.30922547556777924	3	1	adam	warmupinvsqrt	2	688	1	832	61	True	0.0022470864387607705	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693672095/version_0	1	304	1	1	0.03633938860299899	True	128	128	100	61	4603000	2	LSTMEncoder	39		min	0.000117138903736319	1	0.3333333333333333	13380	5	loss	0.8863534122166843	4	2	1693676949.654442	13559	1017	0.002234595589148099	0.4513499140739441	0.318708211183548	451	4846.429824113846	0.8840000033378601	copper-sweep-177
76	attentive_lstm	0.9901390784933072	0.9932819115918003		0.675671063187995	0.00025510439598008474	0.30305585161323517	3	1	adam	warmupinvsqrt	2	1008	1	1536	61	True	0.0004971159362726046	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693671597/version_0	1	320	2	1	0.1860651425314868	True	128	128	100	61	783400	5	LSTMEncoder	39		min	0.00025510439598008474	1	0.3333333333333333	1554	5	loss	0.675671063187995	4	5	1693691609.9061463	11999	1350	0.00017904194369325536	1.3338141441345217	1.2291672229766846	599	20006.254340171818	0.8880000114440918	cerulean-sweep-176
77	attentive_lstm	0.9875546250545926	0.9897877084631674		0.27621528016185914	5.5050551527107346e-05	0.2599365082997612	3	1	adam	warmupinvsqrt	2	992	1	192	61	True	1.4274575047433635e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693671436/version_0	1	64	2	1	0.05042019920130083	True	128	128	100	61	1707900	4	LSTMEncoder	39		min	5.5050551527107346e-05	1	0.3333333333333333	3443	5	loss	0.27621528016185914	4	4	1693672086.4299116	4283	459	1.282844549272519e-05	2.8194756507873535	2.635883092880249	203	641.9222865104675	0.0	copper-sweep-175
78	attentive_lstm	0.9823099416049578	0.9875931860651528		0.5217895537235483	0.0006750807248757829	0.2990233484274949	3	1	adam	warmupinvsqrt	2	1392	1	640	61	True	0.0001777590653865406	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693671033/version_0	1	224	2	1	0.07500498055519034	True	128	128	100	61	1377100	1	LSTMEncoder	39		min	0.0006750807248757829	1	0.3333333333333333	2967	5	loss	0.5217895537235483	4	1	1693677590.8477764	17599	1800	7.303075682126885e-05	0.6561611890792847	0.5705752372741699	799	6548.182383298874	0.9049999713897704	chocolate-sweep-174
79	attentive_lstm	0.8738890124936649	0.9980397693526571		0.47578137614824567	0.0008310841243165597	0.3722534773881187	3	1	adam	None	2	624	1	192	61	True	1.833198728994691e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693670257/version_0	1	448	2	1	0.12723357714648523	True	128	128	100	61	2239000	2	LSTMEncoder	39		min	0.0008310841243165597	1	0.3333333333333333	0	5	loss	0.47578137614824567	4	2	1693672986.3760142	26399	1800	1.833198728994691e-05	1.0484390258789062	0.9770081043243408	799	2720.2622833251953	0.8619999885559082	pretty-sweep-173
80	attentive_lstm	0.8110938247925704	0.9859453703998312		0.7589563758863088	0.0008767802838139353	0.25946973847799076	3	1	adam	warmupinvsqrt	2	416	1	960	61	True	1.2994716896796149e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693668535/version_0	1	176	2	1	0.060366968311025775	True	128	128	100	61	1922700	3	LSTMEncoder	39		min	0.0008767802838139353	1	0.3333333333333333	4621	5	loss	0.7589563758863088	4	3	1693671585.865778	5099	459	1.239986004418102e-06	2.92151403427124	2.824115514755249	203	3043.971706867218	0.0	unique-sweep-172
81	attentive_lstm	0.8659908896176836	0.9960337774357316		0.14900084401652666	0.000432652492128228	0.3952045995520259	3	1	adam	reduceonplateau	2	1600	1	896	61	True	0.0007528505143892245	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693667555/version_0	1	480	2	1	0.1805042816509669	True	128	128	100	61	1735000	4	LSTMEncoder	39		min	0.000432652492128228	1	0.3333333333333333	0	5	loss	0.14900084401652666	4	4	1693674094.8332317	12299	1107	0.000432652492128228	1.276972770690918	1.199602484703064	491	6530.591330766678	0.9100000262260436	earnest-sweep-171
82	attentive_lstm	0.8959056520008125	0.9971435240059104		0.1811439929073247	3.909754536826132e-06	0.30056753396708963	3	1	adam	None	2	1616	1	1088	61	True	0.0003875531376527771	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693662247/version_0	1	16	1	1	0.12932862274231716	True	128	128	100	61	1093500	2	LSTMEncoder	39		min	3.909754536826132e-06	1	0.3333333333333333	0	5	loss	0.1811439929073247	4	2	1693667542.7734036	8399	756	0.0003875531376527771	1.0110886096954346	0.9459805488586426	335	5286.645229578018	0.8730000257492065	distinctive-sweep-170
83	attentive_lstm	0.9117809057567524	0.9973661754123648		0.19742458634302143	0.000545130728576621	0.2280930367957479	3	1	adam	reduceonplateau	2	1968	1	1344	61	True	3.8829651278845026e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693660076/version_0	1	352	2	1	0.04723110174064578	True	128	128	100	61	4153800	3	LSTMEncoder	39		min	0.000545130728576621	1	0.3333333333333333	0	5	loss	0.19742458634302143	4	3	1693682086.8889446	16799	1800	3.8829651278845026e-05	0.47714611887931824	0.38116759061813354	799	22004.05842065811	0.8859999775886536	glamorous-sweep-169
84	attentive_lstm	0.8038856292812542	0.9804321732368424		0.19201521973438168	0.00046881269580825735	0.06546351784080862	3	1	adam	warmupinvsqrt	2	864	1	832	61	True	0.0012728796294089796	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693658189/version_0	1	128	2	1	0.1569290417504998	True	128	128	100	61	1805400	4	LSTMEncoder	39		min	0.00046881269580825735	1	0.3333333333333333	4179	5	loss	0.19201521973438168	4	4	1693662233.8708062	8351	783	0.0009016815090516204	1.138295292854309	1.064239501953125	347	4033.147883176803	0.8920000195503235	vague-sweep-168
85	attentive_lstm	0.9044236920399572	0.9929747787356972		0.2891315184940437	0.0009828445996318458	0.48649743943065776	3	1	adam	reduceonplateau	2	928	1	1344	61	True	0.0004967302806408725	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693657944/version_0	1	464	1	1	0.15832982489895056	True	128	128	100	61	2392700	1	LSTMEncoder	39		min	0.0009828445996318458	1	0.3333333333333333	0	5	loss	0.2891315184940437	4	1	1693670243.5884042	11967	1224	0.0004967302806408725	1.1436867713928225	1.0767326354980469	543	12290.466392278671	0.8870000243186951	absurd-sweep-167
86	attentive_lstm	0.9450330652234749	0.9932454248680748		0.1707059221087394	0.0007977043554325682	0.19463879072931628	3	1	adam	warmupinvsqrt	2	448	1	1344	61	True	0.002801423459821346	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693657519/version_0	1	96	1	1	0.010637761004172975	True	128	128	100	61	2858600	2	LSTMEncoder	39		min	0.0007977043554325682	1	0.3333333333333333	6380	5	loss	0.1707059221087394	4	2	1693673242.8195975	9567	936	0.0022903462032492035	0.24104419350624084	0.10634919255971909	415	15716.607147455215	0.8790000081062317	fearless-sweep-166
87	attentive_lstm	0.8975708280189552	0.9942754938664689		0.2964848093815995	3.6431518252174686e-05	0.2070590042750851	3	1	adam	warmupinvsqrt	2	176	1	448	61	True	0.003137792515471017	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693657266/version_0	1	432	2	1	0.03275441432221373	True	128	128	100	61	3776700	2	LSTMEncoder	39		min	3.6431518252174686e-05	1	0.3333333333333333	21458	5	loss	0.2964848093815995	4	2	1693660066.3326235	28043	1107	0.002747518778190515	0.5168474912643433	0.32642173767089844	491	2792.7020206451416	0.890999972820282	graceful-sweep-165
88	attentive_lstm	0.8803864254711101	0.9913566239667916		0.3812516323959778	0.0004213492839661303	0.47359327286538894	3	1	adam	None	2	1040	1	1024	61	True	5.391872483876526e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693657113/version_0	1	176	1	1	0.12497031084371736	True	128	128	100	61	3001600	5	LSTMEncoder	39		min	0.0004213492839661303	1	0.3333333333333333	0	5	loss	0.3812516323959778	4	5	1693668520.226157	31199	1800	5.391872483876526e-06	1.4924418926239014	0.9515087604522704	799	11398.585181951525	0.8489999771118164	morning-sweep-164
89	attentive_lstm	0.9049662098912944	0.9834437581503486		0.5759964320425213	0.00020606212388765832	0.2724923077074117	3	1	adam	None	2	1152	1	64	61	True	6.611831341982668e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693657062/version_0	1	432	2	1	0.15371351435311942	True	128	128	100	61	956800	4	LSTMEncoder	39		min	0.00020606212388765832	1	0.3333333333333333	0	5	loss	0.5759964320425213	4	4	1693657508.4658673	5507	459	6.611831341982668e-06	3.4836554527282715	3.231267213821411	203	437.1918942928314	0.0	neat-sweep-163
90	attentive_lstm	0.8551358779483659	0.9895658955128062		0.4617132774993763	0.0006889955370709945	0.34856073889710604	3	1	adam	None	2	992	1	704	61	True	0.0024238237464256746	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693654868/version_0	1	272	1	1	0.011193892218273473	True	128	128	100	61	3861000	5	LSTMEncoder	39		min	0.0006889955370709945	1	0.3333333333333333	0	5	loss	0.4617132774993763	4	5	1693658176.4373727	8483	909	0.0024238237464256746	0.3025268614292145	0.11381048709154128	403	3299.544404745102	0.8759999871253967	wild-sweep-162
91	attentive_lstm	0.90214261780738	0.9898722246078738		0.21224605831746113	0.0002909939245521417	0.4934342220200456	3	1	adam	None	2	1904	1	640	61	True	0.001650881781430408	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693653676/version_0	1	208	1	1	0.19570667440255465	True	128	128	100	61	1692500	2	LSTMEncoder	39		min	0.0002909939245521417	1	0.3333333333333333	0	5	loss	0.21224605831746113	4	2	1693657932.41828	13991	1431	0.001650881781430408	1.3674423694610596	1.3091565370559692	635	4248.202441215515	0.8870000243186951	dark-sweep-161
92	attentive_lstm	0.9589547272391996	0.9913256306460788		0.5317840887101836	0.000205422548914176	0.2935282000478288	3	1	adam	None	2	1248	1	1664	61	True	0.0010024894309184598	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693652799/version_0	1	352	2	1	0.03654495171897381	True	128	128	100	61	3814000	3	LSTMEncoder	39		min	0.000205422548914176	1	0.3333333333333333	0	5	loss	0.5317840887101836	4	3	1693697164.297888	15999	1440	0.0010024894309184598	0.4472461938858032	0.3118031919002533	639	44357.87931513786	0.9039999842643738	sunny-sweep-160
93	attentive_lstm	0.8902424578346042	0.9867077541789628		0.37573863386332473	5.622915036877013e-05	0.21481574194768024	3	1	adam	warmupinvsqrt	2	784	1	1472	61	True	0.0004149467695848591	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693652753/version_0	1	80	1	1	0.04293824065995225	True	128	128	100	61	1184200	5	LSTMEncoder	39		min	5.622915036877013e-05	1	0.3333333333333333	3020	5	loss	0.37573863386332473	4	5	1693671017.2288709	17367	1503	0.00017315947819792238	0.46843865513801575	0.349661260843277	667	18248.450084924694	0.8859999775886536	deep-sweep-159
94	attentive_lstm	0.9795494198897554	0.988099050175977		0.3559432286555798	0.0003121836578916447	0.353442429260113	3	1	adam	reduceonplateau	2	1232	1	64	61	True	0.004194068820416216	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693651514/version_0	1	112	2	1	0.01921790331190816	True	128	128	100	61	1921400	1	LSTMEncoder	39		min	0.0003121836578916447	1	0.3333333333333333	0	5	loss	0.3559432286555798	4	1	1693653664.8428688	26399	1800	0.0003121836578916447	0.3645990192890167	0.22888393700122833	799	2140.9216187000275	0.8690000176429749	hopeful-sweep-158
95	attentive_lstm	0.8317260750238638	0.9845479570945934		0.8390978564720903	0.0008829592425232802	0.2565972158015636	3	1	adam	None	2	624	1	1856	61	True	4.989032558053591e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693651298/version_0	1	304	2	1	0.1309508150845354	True	128	128	100	61	4576300	2	LSTMEncoder	39		min	0.0008829592425232802	1	0.3333333333333333	0	5	loss	0.8390978564720903	4	2	1693687540.2807422	26399	1800	4.989032558053591e-05	1.0305665731430054	0.9275425672531128	799	36226.72519016266	0.8939999938011169	golden-sweep-157
96	attentive_lstm	0.9504882789398624	0.9834657286370144		0.8304143669941165	0.0003275364980537588	0.34777308715663324	3	1	adam	None	2	240	1	1216	61	True	0.005347520444017629	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693650471/version_0	1	208	1	1	0.08239032442490689	True	128	128	100	61	4364600	2	LSTMEncoder	39		min	0.0003275364980537588	1	0.3333333333333333	0	5	loss	0.8304143669941165	4	2	1693654853.1801064	9911	531	0.005347520444017629	2.9641005992889404	1.5590934753417969	235	4368.076318502426	0.8619999885559082	smooth-sweep-156
97	attentive_lstm	0.9505166641055672	0.9843862866243543		0.7894323265667158	0.0008563929296894168	0.20482053870341763	3	1	adam	reduceonplateau	2	672	1	192	61	True	3.2531313674411746e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693650038/version_0	1	80	2	1	0.12374626753421727	True	128	128	100	61	2789800	2	LSTMEncoder	39		min	0.0008563929296894168	1	0.3333333333333333	0	5	loss	0.7894323265667158	4	2	1693652743.357774	23999	1800	3.2531313674411746e-05	0.985291600227356	0.9159803986549376	799	2698.0348830223083	0.8740000128746033	fast-sweep-155
98	attentive_lstm	0.8212068451345141	0.9919907420126756		0.203710574865564	0.0004696411688192768	0.04051965381312184	3	1	adam	None	2	736	1	1600	61	True	6.310179077298283e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693649703/version_0	1	64	1	1	0.0038845862583000382	True	128	128	100	61	3036100	4	LSTMEncoder	39		min	0.0004696411688192768	1	0.3333333333333333	0	5	loss	0.203710574865564	4	4	1693671423.0742075	20159	1620	6.310179077298283e-05	0.2009165585041046	0.04169490188360214	719	21712.227954626083	0.8759999871253967	ethereal-sweep-154
99	attentive_lstm	0.842322865624555	0.9929028452407382		0.573036209614357	0.00023891378860852017	0.15381304686822622	3	1	adam	warmupinvsqrt	2	1648	1	192	61	True	2.813096192919412e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693649552/version_0	1	272	1	1	0.01792945562907198	True	128	128	100	61	4070600	4	LSTMEncoder	39		min	0.00023891378860852017	1	0.3333333333333333	9880	5	loss	0.573036209614357	4	4	1693652788.4116728	19999	1800	1.9784253189325543e-05	0.30068251490592957	0.20121578872203827	799	3229.182035923004	0.8730000257492065	revived-sweep-153
100	attentive_lstm	0.9862982502843782	0.9938124445122064		0.16441052989303645	0.0006361565637905726	0.13162074740346896	3	1	adam	None	2	160	1	384	61	True	0.0004414859033167498	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693646772/version_0	1	128	2	1	0.0028863374620484274	True	128	128	100	61	1275700	2	LSTMEncoder	39		min	0.0006361565637905726	1	0.3333333333333333	0	5	loss	0.16441052989303645	4	2	1693649691.6104145	33263	1188	0.0004414859033167498	0.19254741072654724	0.032240159809589386	527	2910.553581237793	0.8999999761581421	chocolate-sweep-152
101	attentive_lstm	0.824661936332596	0.989794647049378		0.575897634966286	0.000309812169121614	0.02374580217218142	3	1	adam	None	2	1504	1	512	61	True	5.634726625427563e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693645247/version_0	1	208	2	1	0.044285958423212125	True	128	128	100	61	2165100	1	LSTMEncoder	39		min	0.000309812169121614	1	0.3333333333333333	0	5	loss	0.575897634966286	4	1	1693650459.073807	21599	1800	5.634726625427563e-06	0.5078656673431396	0.38631492853164673	799	5202.884699106216	0.8550000190734863	vivid-sweep-151
102	attentive_lstm	0.8373973811325013	0.9986204059112536		0.4565256429577283	0.000635079854866931	0.22097203596093068	3	1	adam	warmupinvsqrt	2	1168	1	1920	61	True	0.0024344891848040863	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693645159/version_0	1	352	2	1	0.14945941102711224	True	128	128	100	61	2894300	3	LSTMEncoder	39		min	0.000635079854866931	1	0.3333333333333333	9911	5	loss	0.4565256429577283	4	3	1693680507.5102963	13999	900	0.0020509077092979735	1.3124927282333374	1.156213402748108	399	35339.88300728798	0.8999999761581421	jumping-sweep-150
103	attentive_lstm	0.8457989083784782	0.9866361028601128		0.5355209896558641	0.0007013820754533122	0.3001235272612264	3	1	adam	warmupinvsqrt	2	1824	1	1280	61	True	0.00026704536595319157	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693637761/version_0	1	160	2	1	0.1060690317849241	True	128	128	100	61	3860300	4	LSTMEncoder	39		min	0.0007013820754533122	1	0.3333333333333333	8465	5	loss	0.5355209896558641	4	4	1693657095.0551276	17599	1800	0.0001853163753758576	0.830116868019104	0.7641443610191345	799	19327.63349556923	0.8889999985694885	earnest-sweep-149
104	attentive_lstm	0.8367510529504728	0.99883743530041		0.7839416670967426	0.0005340214753467342	0.4839375425476396	3	1	adam	reduceonplateau	2	992	1	1408	61	True	0.00028105573155543526	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693637050/version_0	1	160	1	1	0.19402534661260432	True	128	128	100	61	1859700	1	LSTMEncoder	39		min	0.0005340214753467342	1	0.3333333333333333	0	5	loss	0.7839416670967426	4	1	1693649536.7019444	5879	630	0.00028105573155543526	1.3729214668273926	1.2841904163360596	279	12476.610105276108	0.8790000081062317	usual-sweep-148
105	attentive_lstm	0.9931459544198884	0.9911687871558538		0.22094408312548983	0.0007976550629659946	0.03970285149760355	3	1	adam	reduceonplateau	2	864	1	1216	61	True	0.0007176114611821473	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/attentive_lstm/1693635193/version_0	1	384	2	1	0.06437557434009547	True	128	128	100	61	4146300	1	LSTMEncoder	39		min	0.0007976550629659946	1	0.3333333333333333	0	5	loss	0.22094408312548983	4	1	1693650025.1604917	15359	1440	0.0007176114611821473	0.6329458355903625	0.4964686632156372	639	14824.666206598282	0.8899999856948853	splendid-sweep-146
