	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	_step	val_loss	train_loss	epoch	lr-Adam	_runtime	_timestamp	trainer/global_step	max_val_accuracy	name
94	transformer	0.9617746208497872	0.9912485674898568		0.3543588478409275	0.0008094810649288882	0.11214040722403296	3	1	adam	warmupinvsqrt	2	1808	1	64	59	True	0.00999466707397752	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694471388/version_0	2	320	2	2	0.10464111718400936	True	128	128	82	59	3252000	4	TransformerEncoder	23		min	0.0008094810649288882	1	0.3333333333333333	7194	5	loss	0.3543588478409275	4	4	1458	1.4047656059265137	1.0647790431976318	647	0.006949242876806583	1395.983550310135	1694472791.6304812	14903	0.944000005722046	desert-sweep-135
95	transformer	0.922716780472474	0.9885452720899212		0.439311040799877	0.0006748656842846255	0.4388504289559031	3	1	adam	reduceonplateau	2	1952	1	640	59	True	6.371905060144331e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694471197/version_0	4	112	6	2	0.1928458481311648	True	128	128	82	59	4901500	2	TransformerEncoder	23		min	0.0006748656842846255	1	0.3333333333333333	0	5	loss	0.439311040799877	4	2	1800	2.293771266937256	1.8962132930755615	799	6.371905060144331e-06	3338.6262390613556	1694474541.650177	16799	0.3959999978542328	toasty-sweep-134
96	transformer	0.946293954749412	0.9888329860292164		0.15403266035449095	7.763118917247131e-05	0.34004313076727744	3	1	adam	reduceonplateau	2	720	1	1984	59	True	0.00019778838521843016	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694471146/version_0	2	288	6	4	0.15318909091798996	True	128	128	82	59	515000	1	TransformerEncoder	23		min	7.763118917247131e-05	1	0.3333333333333333	0	5	loss	0.15403266035449095	4	1	1764	1.1174449920654297	1.0433037281036377	783	7.763118917247131e-05	2895.2639336586	1694474047.7352066	21951	0.9729999899864196	logical-sweep-133
97	transformer	0.8950162666982843	0.9843784792639312		0.3048495978176072	0.00015139484442677623	0.009304001986557064	3	1	adam	None	2	80	1	1600	59	True	0.0007078127345551328	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694470637/version_0	6	144	2	8	0.16775050403657002	True	128	128	82	59	3280100	3	TransformerEncoder	23		min	0.00015139484442677623	1	0.3333333333333333	0	5	loss	0.3048495978176072	4	3	864	1.151237726211548	1.118741750717163	383	0.0007078127345551328	2420.2006664276123	1694473063.031881	47999	0.9829999804496764	fresh-sweep-132
98	transformer	0.9790963020414868	0.9832029048313254		0.6606857939702361	0.0007871522166571881	0.3893126171483548	3	1	adam	reduceonplateau	2	16	1	1024	59	True	9.119354239242523e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694470385/version_0	4	240	4	8	0.17157015569580747	True	128	128	82	59	4741000	3	TransformerEncoder	23		min	0.0007871522166571881	1	0.3333333333333333	0	5	loss	0.6606857939702361	4	3	1800	1.2499524354934692	1.1602931022644043	799	9.119354239242523e-06	18083.68238067627	1694488475.9555137	499999	0.9629999995231628	stilted-sweep-131
99	transformer	0.8454685516242821	0.9982294142648568		0.33165847061251574	0.00025103589604603195	0.26387140721617813	3	1	adam	warmupinvsqrt	2	880	1	384	59	True	0.0008223003903220721	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694470371/version_0	4	240	6	4	0.14734150816234204	True	128	128	82	59	3812700	2	TransformerEncoder	23		min	0.00025103589604603195	1	0.3333333333333333	8665	5	loss	0.33165847061251574	4	2	1800	1.0530718564987185	1.0081325769424438	799	0.000564647581442845	3322.339649915695	1694473700.11964	18399	0.9819999933242798	grateful-sweep-130
100	transformer	0.8099753236382855	0.9896504818207228		0.4772558615065058	0.0004440751796402919	0.305297148653465	3	1	adam	reduceonplateau	2	1088	1	320	59	True	0.0001424689083728262	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694469348/version_0	6	144	2	2	0.11290225153057426	True	128	128	82	59	4103900	4	TransformerEncoder	23		min	0.0004440751796402919	1	0.3333333333333333	0	5	loss	0.4772558615065058	4	4	1800	0.8635144233703613	0.818142294883728	799	0.0001424689083728262	2104.958683490753	1694471459.9071295	29599	0.975000023841858	worldly-sweep-129
101	transformer	0.954473072519158	0.9858884497166384		0.5676503068982254	0.0008801596242514231	0.15568944653884337	3	1	adam	warmupinvsqrt	2	2032	1	1984	59	True	8.524067552966264e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694468893/version_0	2	160	4	4	0.193560524010114	True	128	128	82	59	2525200	1	TransformerEncoder	23		min	0.0008801596242514231	1	0.3333333333333333	4970	5	loss	0.5676503068982254	4	1	1800	1.4900741577148438	1.353097438812256	799	4.753753845124899e-06	2232.6536660194397	1694471131.904545	15999	0.8560000061988831	genial-sweep-128
102	transformer	0.860413630972705	0.9831303851000393		0.7635017660550729	0.00020112478612037264	0.2002518136880155	3	1	adam	warmupinvsqrt	2	880	1	1024	59	True	0.0009250274336787864	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694468866/version_0	6	320	8	8	0.11853148500034866	True	128	128	82	59	2432900	3	TransformerEncoder	23		min	0.00020112478612037264	1	0.3333333333333333	5529	5	loss	0.7635017660550729	4	3	1134	0.8778893947601318	0.8369215726852417	503	0.000639484463049825	2479.9053814411163	1694471353.6553435	11591	0.9810000061988832	vibrant-sweep-127
103	transformer	0.9218376359991748	0.9909830263046908		0.6419832424813883	0.0008599914292721845	0.43348683606020255	3	1	adam	None	2	928	1	320	59	True	0.003115994793191332	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694468491/version_0	4	144	8	8	0.12944108225235945	True	128	128	82	59	2194000	4	TransformerEncoder	23		min	0.0008599914292721845	1	0.3333333333333333	0	5	loss	0.6419832424813883	4	4	1512	0.9858981370925904	0.9292555451393129	671	0.003115994793191332	1868.6835079193115	1694470366.685546	14783	0.9739999771118164	frosty-sweep-126
104	transformer	0.910149195832068	0.9880185777902468		0.7297146007538238	0.0009947487958653185	0.0360774885362562	3	1	adam	reduceonplateau	2	432	1	1152	59	True	3.6727762132055705e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694467570/version_0	2	144	4	8	0.1295066937030815	True	128	128	82	59	449400	5	TransformerEncoder	23		min	0.0009947487958653185	1	0.3333333333333333	0	5	loss	0.7297146007538238	4	5	1800	1.0725393295288086	0.969422459602356	799	3.6727762132055705e-06	2777.8361763954163	1694470354.6304994	19199	0.8889999985694885	likely-sweep-125
105	transformer	0.8074436454062562	0.9932694411853528		0.693283177129089	0.0004186164255987728	0.0662765564055336	3	1	adam	warmupinvsqrt	2	1040	1	448	59	True	0.005417056848589505	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694467229/version_0	2	144	2	4	0.04973618839105154	True	128	128	82	59	2062700	4	TransformerEncoder	23		min	0.0004186164255987728	1	0.3333333333333333	7933	5	loss	0.693283177129089	4	4	1800	0.43397462368011475	0.39637139439582825	799	0.0027332315628414406	1614.137495279312	1694468850.3518963	31199	0.9819999933242798	serene-sweep-124
106	transformer	0.8373467992548389	0.9888009314422788		0.6825127972591324	0.000995389566498972	0.4803191722477847	3	1	adam	None	2	1104	1	1664	59	True	1.6122465247811645e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694467208/version_0	4	384	8	2	0.16120527805286944	True	128	128	82	59	349900	4	TransformerEncoder	23		min	0.000995389566498972	1	0.3333333333333333	0	5	loss	0.6825127972591324	4	4	1800	1.9991286993026731	1.5519386529922483	799	1.6122465247811645e-06	6300.002916097641	1694473514.450505	22399	0.5130000114440918	wild-sweep-123
107	transformer	0.8171648836416077	0.998594427178268		0.10456179680881778	0.0007946706539255421	0.4283547974260241	3	1	adam	reduceonplateau	2	528	1	1024	59	True	0.0002757848725666081	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694467179/version_0	6	80	8	8	0.06468938859941464	True	128	128	82	59	1802500	1	TransformerEncoder	23		min	0.0007946706539255421	1	0.3333333333333333	0	5	loss	0.10456179680881778	4	1	1800	0.5543683767318726	0.5213014483451843	799	0.0002757848725666081	4419.419264316559	1694471605.701291	30399	0.9760000109672546	playful-sweep-122
108	transformer	0.978090481876112	0.9818227815757592		0.558270623831749	0.0007520367197073036	0.3907810605709702	3	1	adam	reduceonplateau	2	1296	1	512	59	True	0.006291382793242061	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694466982/version_0	4	368	2	8	0.04710651223504836	True	128	128	82	59	4965000	1	TransformerEncoder	23		min	0.0007520367197073036	1	0.3333333333333333	0	5	loss	0.558270623831749	4	1	882	3.657006740570069	2.0380334854125977	391	0.0007520367197073036	4195.8383893966675	1694471184.2121117	9407	0.0010000000474974513	clean-sweep-121
109	transformer	0.8119928183716603	0.9899923094545724		0.4743314539879656	0.00018833318758395797	0.20817284283746573	3	1	adam	reduceonplateau	2	1152	1	256	59	True	2.0607330469407498e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694466641/version_0	4	32	2	8	0.061936192617001035	True	128	128	82	59	670400	4	TransformerEncoder	23		min	0.00018833318758395797	1	0.3333333333333333	0	5	loss	0.4743314539879656	4	4	459	3.4996581077575684	3.352780818939209	203	2.0607330469407498e-06	564.713588476181	1694467214.2824404	5507	0.0	legendary-sweep-120
110	transformer	0.8829737096331566	0.9881514707821945		0.7971694675092905	7.347391804848751e-05	0.0029136695885305097	3	1	adam	None	2	1024	1	384	59	True	6.892916134166601e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694466540/version_0	4	368	2	2	0.14019914700350963	True	128	128	82	59	611100	4	TransformerEncoder	23		min	7.347391804848751e-05	1	0.3333333333333333	0	5	loss	0.7971694675092905	4	4	1800	1.038965344429016	0.9629229307174684	799	6.892916134166601e-06	5211.572311878204	1694471757.603022	15999	0.9470000267028807	deep-sweep-119
111	transformer	0.9491620603235617	0.9809019598884352		0.5895747528292767	0.00024979423284467693	0.33238191833240105	3	1	adam	warmupinvsqrt	2	1136	1	384	59	True	0.00041315317516486827	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694466521/version_0	6	416	6	4	0.1826525419337647	True	128	128	82	59	711600	5	TransformerEncoder	23		min	0.00024979423284467693	1	0.3333333333333333	2505	5	loss	0.5895747528292767	4	5	954	1.2648398876190186	1.2053755521774292	423	0.00016756894129149136	2350.7126893997192	1694468878.5984805	15263	0.9810000061988832	wise-sweep-118
112	transformer	0.928179519138405	0.9917641827336589		0.7626697640780579	0.0007264007981601388	0.3151611612539369	3	1	adam	None	2	864	1	1984	59	True	0.006694356785057295	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694466495/version_0	8	384	2	4	0.09054821622172668	True	128	128	82	59	1641500	4	TransformerEncoder	23		min	0.0007264007981601388	1	0.3333333333333333	0	5	loss	0.7626697640780579	4	4	459	3.2753477096557617	2.7407546043395996	203	0.006694356785057295	2827.932281970978	1694469332.768597	4895	0.0	toasty-sweep-117
113	transformer	0.9505083796195112	0.9885188900503998		0.7393181444321376	0.0005143392060222316	0.35131183350537926	3	1	adam	reduceonplateau	2	1936	1	512	59	True	2.1964025509989877e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694466363/version_0	8	288	8	8	0.13263549868261446	True	128	128	82	59	1133500	5	TransformerEncoder	23		min	0.0005143392060222316	1	0.3333333333333333	0	5	loss	0.7393181444321376	4	5	1800	1.919217824935913	1.2750407457351685	799	2.1964025509989877e-06	5283.027228355408	1694471651.6027093	16799	0.5559999942779541	valiant-sweep-116
114	transformer	0.959015649664798	0.981549327635508		0.6540474205785993	0.0005258668878104169	0.08874199528364801	3	1	adam	warmupinvsqrt	2	240	1	1984	59	True	6.5910533675942e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694466320/version_0	2	480	2	8	0.10966325333050968	True	128	128	82	59	201100	4	TransformerEncoder	23		min	0.0005258668878104169	1	0.3333333333333333	837	5	loss	0.6540474205785993	4	4	1233	0.8299874663352966	0.7810739874839783	547	1.258053901035438e-05	2148.117007255554	1694468475.4815912	23015	0.9649999737739564	usual-sweep-114
115	transformer	0.8849705992499541	0.9907098760178548		0.8032049196134219	0.0006805692672069854	0.36313447909705054	3	1	adam	reduceonplateau	2	112	1	1152	59	True	1.4533460945866712e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694465830/version_0	4	384	2	4	0.00787621199552675	True	128	128	82	59	3020900	5	TransformerEncoder	23		min	0.0006805692672069854	1	0.3333333333333333	0	5	loss	0.8032049196134219	4	5	1800	0.7064565420150757	0.29406866431236267	799	1.4533460945866712e-06	4779.424959897995	1694470615.360086	71999	0.7429999709129333	volcanic-sweep-110
116	transformer	0.9495430125203124	0.9809547060180628		0.7618034767204195	0.0001631935770585351	0.0019904606989615825	3	1	adam	warmupinvsqrt	2	304	1	704	59	True	1.711245123785936e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694465658/version_0	4	64	4	8	0.01328166154824999	True	128	128	82	59	3235900	1	TransformerEncoder	23		min	0.0001631935770585351	1	0.3333333333333333	10644	5	loss	0.7618034767204195	4	1	459	3.301393747329712	2.931519031524658	203	1.077004047749153e-06	637.9160063266754	1694466303.9507525	6731	0.0	stoic-sweep-109
117	transformer	0.8784373628325335	0.9802144608045888		0.8146244048946452	0.0003908348963972596	0.44048334998183497	3	1	adam	warmupinvsqrt	2	192	1	1792	59	True	2.4549312081295652e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694464939/version_0	6	496	8	4	0.061885581875698085	True	128	128	82	59	983400	5	TransformerEncoder	23		min	0.0003908348963972596	1	0.3333333333333333	5121	5	loss	0.8146244048946452	4	5	1800	0.5553024411201477	0.4943351149559021	799	8.537002140767e-06	8243.482040643692	1694473189.1596377	42399	0.9670000076293944	whole-sweep-108
118	transformer	0.92633733542352	0.9909218346212066		0.3221483880685428	2.7993026524987875e-05	0.1074422549795867	3	1	adam	warmupinvsqrt	2	1792	1	1472	59	True	4.4399924058423285e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694464741/version_0	4	96	6	4	0.0939541749184633	True	128	128	82	59	4247300	4	TransformerEncoder	23		min	2.7993026524987875e-05	1	0.3333333333333333	9480	5	loss	0.3221483880685428	4	4	1800	0.7315618395805359	0.6965720653533936	799	3.1889601211528335e-05	2807.2735102176666	1694467555.4940913	18399	0.9679999947547911	apricot-sweep-107
119	transformer	0.833825583976476	0.9843133282186304		0.4618621584336837	0.000963000425075441	0.4734995391849488	3	1	adam	None	2	320	1	832	59	True	0.001835597296033556	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694464175/version_0	4	320	4	2	0.1349868052440703	True	128	128	82	59	3486700	1	TransformerEncoder	23		min	0.000963000425075441	1	0.3333333333333333	0	5	loss	0.4618621584336837	4	1	1143	1.1662349700927734	0.9808188676834106	507	0.001835597296033556	2785.199536561966	1694466967.3766286	16255	0.9430000185966492	solar-sweep-106
120	transformer	0.8466830052708947	0.984444011216498		0.8876844845746857	0.0009726728370626688	0.06008229800061293	3	1	adam	warmupinvsqrt	2	1104	1	1600	59	True	0.003946138522589484	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694464022/version_0	8	352	4	2	0.04968583195657259	True	128	128	82	59	3387500	1	TransformerEncoder	23		min	0.0009726728370626688	1	0.3333333333333333	9205	5	loss	0.8876844845746857	4	1	567	2.1947927474975586	1.4314584732055664	251	0.0030128692598325795	2320.9824147224426	1694466350.0712638	7055	0.949999988079071	sweepy-sweep-105
121	transformer	0.8151258212862612	0.9981744316706626		0.1226136471406628	0.0004431080085706958	0.3233642295183332	3	1	adam	None	2	816	1	1920	59	True	3.049739176945746e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694463942/version_0	6	144	2	8	0.16186616817257615	True	128	128	82	59	2191200	4	TransformerEncoder	23		min	0.0004431080085706958	1	0.3333333333333333	0	5	loss	0.1226136471406628	4	4	1800	1.711706280708313	1.44556725025177	799	3.049739176945746e-06	3242.710784673691	1694467190.7267096	19999	0.5950000286102295	super-sweep-104
122	transformer	0.8490262609950728	0.9867866130260372		0.5372545463145026	0.0004097828767825956	0.05212592130132465	3	1	adam	reduceonplateau	2	816	1	1856	59	True	1.5788083609702537e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694462752/version_0	6	96	8	2	0.008698606202161742	True	128	128	82	59	3686800	5	TransformerEncoder	23		min	0.0004097828767825956	1	0.3333333333333333	0	5	loss	0.5372545463145026	4	5	1800	0.16551566123962402	0.0900489091873169	799	1.5788083609702537e-05	2886.3731389045715	1694465644.84513	19999	0.9660000205039978	avid-sweep-100
123	transformer	0.9871245637939436	0.9810536511960268		0.36496474503666343	1.5372247448208504e-05	0.032284044098395304	3	1	adam	None	2	192	1	896	59	True	2.680617487803117e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694462529/version_0	4	80	8	4	0.0913962808365882	True	128	128	82	59	3534700	5	TransformerEncoder	23		min	1.5372247448208504e-05	1	0.3333333333333333	0	5	loss	0.36496474503666343	4	5	1800	0.8755831718444824	0.7516831159591675	799	2.680617487803117e-06	3281.7795011997223	1694465817.143324	42399	0.8679999709129333	upbeat-sweep-99
124	transformer	0.9902292901526154	0.9986663842658444		0.23381953083557533	0.0008659796421798943	0.3943959036830425	3	1	adam	reduceonplateau	2	416	1	384	59	True	0.0005073524678040373	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694462298/version_0	4	224	4	8	0.030296816841968145	True	128	128	82	59	4014400	4	TransformerEncoder	23		min	0.0008659796421798943	1	0.3333333333333333	0	5	loss	0.23381953083557533	4	4	1377	0.32334983348846436	0.27214497327804565	611	0.0005073524678040373	1625.608885526657	1694463929.9980946	15299	0.9789999723434448	flowing-sweep-98
125	transformer	0.9864892995345136	0.990077573853246		0.6202102353979302	1.522060598685621e-05	0.003486220218965941	3	1	adam	None	2	1952	1	832	59	True	9.25105615834477e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694462083/version_0	2	368	2	4	0.03188653308789333	True	128	128	82	59	4078600	5	TransformerEncoder	23		min	1.522060598685621e-05	1	0.3333333333333333	0	5	loss	0.6202102353979302	4	5	1395	0.4227065443992615	0.26870229840278625	619	9.25105615834477e-06	1562.2166833877563	1694463652.3374734	13019	0.9509999752044678	olive-sweep-97
126	transformer	0.9175133202148787	0.9971251034817036		0.401983119320573	0.00012955725030229967	0.3810599898607504	3	1	adam	reduceonplateau	2	1920	1	1152	59	True	0.0001738235545249598	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694462010/version_0	4	176	8	8	0.06173169275460389	True	128	128	82	59	3413800	5	TransformerEncoder	23		min	0.00012955725030229967	1	0.3333333333333333	0	5	loss	0.401983119320573	4	5	1800	0.5391974449157715	0.4848212003707886	799	0.00012955725030229967	2908.6369302272797	1694464925.666973	16799	0.977999985218048	ancient-sweep-96
127	transformer	0.9831885675021528	0.9913230995987268		0.5924714320052756	0.0007157660658774329	0.1848238357368343	3	1	adam	None	2	1072	1	1920	59	True	3.370771539793371e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694461999/version_0	4	16	4	8	0.06129428191962236	True	128	128	82	59	1305800	1	TransformerEncoder	23		min	0.0007157660658774329	1	0.3333333333333333	0	5	loss	0.5924714320052756	4	1	459	3.4937095642089844	3.2759788036346436	203	3.370771539793371e-06	512.7192788124084	1694462517.9908607	7751	0.0	dark-sweep-95
128	transformer	0.9199748653761068	0.9949962434436068		0.5157989323173122	0.0009747915656976806	0.22337267837424415	3	1	adam	warmupinvsqrt	2	912	1	192	59	True	0.0009641386956455068	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694460910/version_0	6	256	8	4	0.08715521217946456	True	128	128	82	59	613100	5	TransformerEncoder	23		min	0.0009747915656976806	1	0.3333333333333333	1344	5	loss	0.5157989323173122	4	5	1377	0.6865137815475464	0.6430906057357788	611	0.00030486474330954083	2085.000147819519	1694463002.4314835	13463	0.984000027179718	stellar-sweep-94
129	transformer	0.9420565528067556	0.990670620252542		0.7801013484971279	0.00015302777256574396	0.34924790415155577	3	1	adam	reduceonplateau	2	1232	1	1408	59	True	2.812807591359009e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694460598/version_0	8	432	4	4	0.1871078783913444	True	128	128	82	59	834100	5	TransformerEncoder	23		min	0.00015302777256574396	1	0.3333333333333333	0	5	loss	0.7801013484971279	4	5	1800	1.2831573486328125	1.2305227518081665	799	2.812807591359009e-05	5899.304538726807	1694466504.8193808	26399	0.9810000061988832	toasty-sweep-92
130	transformer	0.9438211688095866	0.9837533240259866		0.7577256762845818	0.0007293452887495693	0.37945114107468664	3	1	adam	None	2	512	1	1280	59	True	0.00018454842194275136	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694460595/version_0	2	432	2	4	0.11655069604341342	True	128	128	82	59	4750300	2	TransformerEncoder	23		min	0.0007293452887495693	1	0.3333333333333333	0	5	loss	0.7577256762845818	4	2	1143	0.9519752264022828	0.8431560397148132	507	0.00018454842194275136	1382.350064754486	1694461984.3398278	10159	0.9629999995231628	misunderstood-sweep-91
131	transformer	0.804440521679072	0.983464606666332		0.18787472761176316	0.0002874939198662528	0.2972192561144276	3	1	adam	reduceonplateau	2	944	1	320	59	True	0.00020540318106751932	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694460488/version_0	2	480	8	8	0.015314166565381272	True	128	128	82	59	250100	5	TransformerEncoder	23		min	0.0002874939198662528	1	0.3333333333333333	0	5	loss	0.18787472761176316	4	5	990	0.2119654268026352	0.1448213905096054	439	0.00020540318106751932	1788.664101600647	1694462283.2461655	9679	0.9739999771118164	robust-sweep-90
132	transformer	0.8119394041655819	0.9831023973629583		0.6844735408982995	0.0003932256576140656	0.04650195548333619	3	1	adam	reduceonplateau	2	864	1	320	59	True	9.325561412360088e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694460097/version_0	2	208	6	4	0.1105739635024369	True	128	128	82	59	3521300	3	TransformerEncoder	23		min	0.0003932256576140656	1	0.3333333333333333	0	5	loss	0.6844735408982995	4	3	1800	0.8611199855804443	0.8033254146575928	799	9.325561412360088e-06	1953.22106051445	1694462069.3118784	19199	0.9520000219345092	twilight-sweep-89
133	transformer	0.8025371911724397	0.9812913292389164		0.6722502355171102	0.0007945945350091429	0.07497121643284194	3	1	adam	reduceonplateau	2	560	1	1728	59	True	2.223077790919302e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694459915/version_0	8	272	2	4	0.012856160479436074	True	128	128	82	59	1676700	2	TransformerEncoder	23		min	0.0007945945350091429	1	0.3333333333333333	0	5	loss	0.6722502355171102	4	2	1179	0.2137787789106369	0.12065132707357408	523	2.223077790919302e-05	6603.58788061142	1694466525.0607595	18863	0.9679999947547911	misunderstood-sweep-87
134	transformer	0.9359705698053024	0.980088710729672		0.5469538366092433	0.00011052296829169916	0.14718981783160856	3	1	adam	reduceonplateau	2	112	1	640	59	True	3.2851844959194383e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694459769/version_0	8	96	8	4	0.06535692576718015	True	128	128	82	59	741200	4	TransformerEncoder	23		min	0.00011052296829169916	1	0.3333333333333333	0	5	loss	0.5469538366092433	4	4	1800	0.5451826453208923	0.5059587359428406	799	3.2851844959194383e-05	7393.563513278961	1694467169.0972712	71999	0.9739999771118164	jumping-sweep-86
135	transformer	0.9053134138189032	0.9841588931333074		0.5977625734510471	0.0007530947891998137	0.41755552859364825	3	1	adam	None	2	1536	1	960	59	True	1.00633549626981e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694459313/version_0	2	416	8	4	0.045910945988602216	True	128	128	82	59	4763600	4	TransformerEncoder	23		min	0.0007530947891998137	1	0.3333333333333333	0	5	loss	0.5977625734510471	4	4	1800	0.7088069319725037	0.46549853682518005	799	1.00633549626981e-05	5402.344104766846	1694464722.9054687	15999	0.8790000081062317	zany-sweep-85
136	transformer	0.8023554304943071	0.9986469176030568		0.21148662380637895	0.0007667467281676386	0.19579478903078368	3	1	adam	None	2	1824	1	448	59	True	1.5561610669809823e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694459313/version_0	2	16	2	8	0.17626100924074495	True	128	128	82	59	2055800	4	TransformerEncoder	23		min	0.0007667467281676386	1	0.3333333333333333	0	5	loss	0.21148662380637895	4	4	459	3.320524215698242	3.1131269931793213	203	1.5561610669809823e-05	435.5633602142334	1694459755.954883	4487	0.0	copper-sweep-84
137	transformer	0.8388565962085184	0.9956854374159168		0.867418900452361	8.148477342314718e-05	0.20043769020437363	3	1	adam	reduceonplateau	2	1376	1	1856	59	True	0.00027240113896476143	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694459168/version_0	2	32	4	4	0.14329719368488025	True	128	128	82	59	4151700	3	TransformerEncoder	23		min	8.148477342314718e-05	1	0.3333333333333333	0	5	loss	0.867418900452361	4	3	1800	1.117135524749756	1.0670044422149658	799	8.148477342314718e-05	1617.4034333229065	1694460792.5751894	23999	0.9110000133514404	glad-sweep-83
