	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	_step	val_loss	train_loss	epoch	lr-Adam	_runtime	_timestamp	trainer/global_step	max_val_accuracy	name
50	transformer	0.928338157963622	0.9865645686338362		0.8572121176191559	0.00043036097892741414	0.2973917587962029	3	1	adam	None	2	1248	1	1728	59	True	5.7804996054268505e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694487386/version_0	2	208	2	4	0.0067624492433810525	True	128	128	82	59	3474800	5	TransformerEncoder	23		min	0.00043036097892741414	1	0.3333333333333333	0	5	loss	0.8572121176191559	4	5	1800	0.5956934690475464	0.32947227358818054	799	5.7804996054268505e-06	2337.6836454868317	1694489730.0447605	19999	0.7279999852180481	silvery-sweep-197
51	transformer	0.8285991855608478	0.9983837456613112		0.5380413621794126	0.00014209391050228813	0.15678943657018318	3	1	adam	None	2	480	1	1984	59	True	7.806156981817302e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694487354/version_0	2	16	8	8	0.047135115126396815	True	128	128	82	59	1165200	4	TransformerEncoder	23		min	0.00014209391050228813	1	0.3333333333333333	0	5	loss	0.5380413621794126	4	4	459	3.2842633724212646	3.040360450744629	203	7.806156981817302e-06	465.8460896015167	1694487826.9085186	4283	0.0	sage-sweep-196
52	transformer	0.8099631444594811	0.9911461083807938		0.2768800229566172	5.180635338535688e-05	0.48828990973229947	3	1	adam	None	2	1312	1	1088	59	True	9.62451326842268e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694487347/version_0	8	144	2	8	0.09983725508637722	True	128	128	82	59	2098100	5	TransformerEncoder	23		min	5.180635338535688e-05	1	0.3333333333333333	0	5	loss	0.2768800229566172	4	5	1800	1.3215880393981934	1.050794243812561	799	9.62451326842268e-06	4785.397275209427	1694492139.464013	24799	0.6800000071525574	vivid-sweep-195
53	transformer	0.9317977035451231	0.9806902554463222		0.4024113546941178	0.0003731002086164082	0.14881639469332825	3	1	adam	reduceonplateau	2	1376	1	960	59	True	0.0003424909594912469	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694486712/version_0	4	272	2	8	0.019187971343661615	True	128	128	82	59	3841200	5	TransformerEncoder	23		min	0.0003731002086164082	1	0.3333333333333333	0	5	loss	0.4024113546941178	4	5	1287	0.22919990122318268	0.17245958745479584	571	0.0003424909594912469	1669.024798870087	1694488387.7195668	17159	0.9810000061988832	jolly-sweep-194
54	transformer	0.8330314813683372	0.9815910248285376		0.7867875019401586	1.728252184996862e-05	0.29073586825976283	3	1	adam	reduceonplateau	2	1264	1	1664	59	True	0.006907330938571151	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694486686/version_0	8	384	4	4	0.0926164334588828	True	128	128	82	59	371000	3	TransformerEncoder	23		min	1.728252184996862e-05	1	0.3333333333333333	0	5	loss	0.7867875019401586	4	3	459	3.6642370223999023	2.5556581020355225	203	0.0004940173961897482	2965.982729911804	1694489660.297978	6527	0.0	cosmic-sweep-193
55	transformer	0.9315311493533196	0.9896216995805476		0.8148613402779212	0.00013594346686379442	0.41822808866372546	3	1	adam	reduceonplateau	2	928	1	1920	59	True	5.730157235084584e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694486466/version_0	6	144	2	2	0.11844716462430992	True	128	128	82	59	94900	3	TransformerEncoder	23		min	0.00013594346686379442	1	0.3333333333333333	0	5	loss	0.8148613402779212	4	3	1800	1.6097280979156494	1.241241455078125	799	5.730157235084584e-06	2874.920721769333	1694489348.0524695	17599	0.5839999914169312	azure-sweep-192
56	transformer	0.9809324650703932	0.9924852374525316		0.21923413650918652	0.0006851135754979052	0.13027723559398874	3	1	adam	None	2	496	1	448	59	True	0.0007560214685533091	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694485964/version_0	4	208	2	2	0.09914092227786486	True	128	128	82	59	515800	1	TransformerEncoder	23		min	0.0006851135754979052	1	0.3333333333333333	0	5	loss	0.21923413650918652	4	1	1368	0.7407172918319702	0.7200018167495728	607	0.0007560214685533091	1384.4822611808777	1694487354.555921	12767	0.9800000190734864	sunny-sweep-191
57	transformer	0.8820028543769789	0.990867109257523		0.3319046226292385	0.0008760339601582003	0.17328267451314466	3	1	adam	reduceonplateau	2	1408	1	896	59	True	1.4355573310836746e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694485431/version_0	8	208	6	4	0.1821340926000788	True	128	128	82	59	4476600	1	TransformerEncoder	23		min	0.0008760339601582003	1	0.3333333333333333	0	5	loss	0.3319046226292385	4	1	1800	1.2360299825668335	1.208229899406433	799	1.4355573310836746e-05	3357.216753721237	1694488795.3038597	23199	0.972000002861023	true-sweep-190
58	transformer	0.8027616927765332	0.992542151981772		0.6416083438968079	0.0003498591550310144	0.027119661533648975	3	1	adam	warmupinvsqrt	2	448	1	1664	59	True	0.006950804036637975	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694485325/version_0	6	192	2	8	0.17689662053741434	True	128	128	82	59	4505600	1	TransformerEncoder	23		min	0.0003498591550310144	1	0.3333333333333333	10057	5	loss	0.6416083438968079	4	1	882	1.8198542594909668	1.3979337215423584	391	0.006215430118473234	2002.2003984451296	1694487333.6828537	9015	0.959999978542328	dauntless-sweep-189
59	transformer	0.8359326795666493	0.9951468975439658		0.4926705106562101	0.00013508771457876854	0.31940577669676806	3	1	adam	reduceonplateau	2	1040	1	448	59	True	6.4333951202609905e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694484817/version_0	4	336	4	8	0.05515959664708119	True	128	128	82	59	1672100	2	TransformerEncoder	23		min	0.00013508771457876854	1	0.3333333333333333	0	5	loss	0.4926705106562101	4	2	1800	0.6380228996276855	0.5017136931419373	799	6.4333951202609905e-06	4794.036572933197	1694489617.499697	31199	0.9160000085830688	lemon-sweep-188
60	transformer	0.9825024560630417	0.9881156209273448		0.7550837098305917	0.00043746400246784785	0.1505113661158738	3	1	adam	reduceonplateau	2	768	1	1152	59	True	6.6294971549453416e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694484719/version_0	6	272	4	8	0.19908302318357912	True	128	128	82	59	3682200	4	TransformerEncoder	23		min	0.00043746400246784785	1	0.3333333333333333	0	5	loss	0.7550837098305917	4	4	1800	1.3478070497512815	1.3163175582885742	799	6.6294971549453416e-06	3508.075110435486	1694488234.9248354	21599	0.9520000219345092	frosty-sweep-187
61	transformer	0.9271437880295216	0.9856531534946382		0.4024129814033944	0.0006056096639659026	0.38904295964047625	3	1	adam	reduceonplateau	2	1952	1	256	59	True	1.9134091928502215e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694483888/version_0	2	336	6	2	0.056304907926292995	True	128	128	82	59	945800	3	TransformerEncoder	23		min	0.0006056096639659026	1	0.3333333333333333	0	5	loss	0.4024129814033944	4	3	1800	0.6901897192001343	0.567397952079773	799	1.9134091928502215e-05	2559.7673988342285	1694486454.7152147	16799	0.902999997138977	zesty-sweep-186
62	transformer	0.8649852659905223	0.9843397930751356		0.890456522181504	0.0006901052821108672	0.2865796610510134	3	1	adam	warmupinvsqrt	2	496	1	384	59	True	9.779938826489936e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694483679/version_0	8	448	6	8	0.01794926966129731	True	128	128	82	59	2810100	3	TransformerEncoder	23		min	0.0006901052821108672	1	0.3333333333333333	5665	5	loss	0.890456522181504	4	3	1242	0.1904488503932953	0.162758007645607	551	6.84306473775197e-05	3848.191297054291	1694487533.749688	11591	0.977999985218048	good-sweep-185
63	transformer	0.9319912202850652	0.9895700440715334		0.3299082789098984	0.00010046030795342292	0.23034647389245544	3	1	adam	warmupinvsqrt	2	304	1	192	59	True	8.639705950147385e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694483437/version_0	4	128	4	2	0.08806491566634869	True	128	128	82	59	4338100	4	TransformerEncoder	23		min	0.00010046030795342292	1	0.3333333333333333	14270	5	loss	0.3299082789098984	4	4	1800	0.7341731786727905	0.6786905527114868	799	6.355951704966946e-05	1970.539038181305	1694485416.4000292	26399	0.9570000171661376	swift-sweep-184
64	transformer	0.8124678648797999	0.9808445297191642		0.7852598741143669	1.5440417088582196e-05	0.01998741791077052	3	1	adam	reduceonplateau	2	1088	1	1536	59	True	4.2319158547103695e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694483087/version_0	8	384	6	8	0.026432447823397445	True	128	128	82	59	1747200	3	TransformerEncoder	23		min	1.5440417088582196e-05	1	0.3333333333333333	0	5	loss	0.7852598741143669	4	3	1800	0.32802245020866394	0.22726856172084808	799	4.2319158547103695e-06	5609.902811050415	1694488703.10466	29599	0.9629999995231628	electric-sweep-183
65	transformer	0.9058424033955186	0.9802399773017756		0.7186277012267367	0.0004442863816914602	0.36008508715822085	3	1	adam	reduceonplateau	2	1136	1	320	59	True	0.002047615804525988	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694482385/version_0	4	176	2	2	0.043666872406987016	True	128	128	82	59	1157500	5	TransformerEncoder	23		min	0.0004442863816914602	1	0.3333333333333333	0	5	loss	0.7186277012267367	4	5	1800	0.4515416920185089	0.3794960081577301	799	0.0004442863816914602	2414.216525554657	1694484805.4395185	28799	0.9739999771118164	icy-sweep-180
66	transformer	0.8550153315979009	0.998798436836747		0.5496205267198716	0.0007479125544049811	0.1579670482029828	3	1	adam	reduceonplateau	2	1088	1	192	59	True	0.006290194422528039	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694482311/version_0	8	288	2	2	0.13429815569141562	True	128	128	82	59	108600	2	TransformerEncoder	23		min	0.0007479125544049811	1	0.3333333333333333	0	5	loss	0.5496205267198716	4	2	459	3.3293516635894775	2.7641098499298096	203	0.0007479125544049811	1555.7972915172577	1694483873.8142376	7547	0.0	stellar-sweep-179
67	transformer	0.9094875248336454	0.9922880896840436		0.8687327425398521	0.0009275817387893534	0.116926223651585	3	1	adam	warmupinvsqrt	2	928	1	960	59	True	0.00033487688819842405	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694482065/version_0	2	464	6	8	0.031146012407156465	True	128	128	82	59	3535400	3	TransformerEncoder	23		min	0.0009275817387893534	1	0.3333333333333333	7619	5	loss	0.8687327425398521	4	3	1422	0.3423023819923401	0.26315608620643616	631	0.0002480893619370101	2630.9926793575287	1694484703.4701104	13903	0.9739999771118164	decent-sweep-178
68	transformer	0.9187970146174494	0.9891493724834304		0.1728051454828557	1.6867233263290636e-06	0.047202125429131825	3	1	adam	reduceonplateau	2	272	1	1920	59	True	0.006474151461969889	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694481187/version_0	6	208	4	8	0.04154364950258067	True	128	128	82	59	2785100	3	TransformerEncoder	23		min	1.6867233263290636e-06	1	0.3333333333333333	0	5	loss	0.1728051454828557	4	3	594	3.435474634170532	1.6338708400726318	263	1.6867233263290636e-06	6379.466361284256	1694487572.4640062	9767	0.004999999888241291	resilient-sweep-176
69	transformer	0.8996024185196579	0.9842060478535428		0.358346416329116	7.601040816441099e-05	0.01979032479995851	3	1	adam	warmupinvsqrt	2	1760	1	896	59	True	2.199419505806815e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694481041/version_0	4	384	4	4	0.1651492409415454	True	128	128	82	59	3341300	2	TransformerEncoder	23		min	7.601040816441099e-05	1	0.3333333333333333	7593	5	loss	0.358346416329116	4	2	1647	1.1610909700393677	1.1038143634796145	731	1.4780603461851284e-05	4263.760398387909	1694485311.3389194	16835	0.9660000205039978	volcanic-sweep-175
70	transformer	0.9508073925961478	0.9921698301063956		0.8414339797845809	4.7839776203654805e-05	0.3800288172219077	3	1	adam	warmupinvsqrt	2	1408	1	1024	59	True	0.00025644537791113923	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694480587/version_0	2	64	6	2	0.15956126237596735	True	128	128	82	59	297900	2	TransformerEncoder	23		min	4.7839776203654805e-05	1	0.3333333333333333	846	5	loss	0.8414339797845809	4	2	1800	1.3717106580734253	1.234510898590088	799	4.900130754011059e-05	1703.8419365882874	1694482297.6942346	23199	0.8349999785423279	sweepy-sweep-173
71	transformer	0.9204972356351916	0.9880552008159904		0.7825658821343275	0.000519172406976701	0.15134820904436075	3	1	adam	reduceonplateau	2	1728	1	576	59	True	7.834747521914038e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694479915/version_0	4	384	4	2	0.008423441664727216	True	128	128	82	59	4548100	1	TransformerEncoder	23		min	0.000519172406976701	1	0.3333333333333333	0	5	loss	0.7825658821343275	4	1	1800	0.2019381821155548	0.10351729393005372	799	7.834747521914038e-06	3152.374121427536	1694483074.4158115	19199	0.962000012397766	eager-sweep-171
72	transformer	0.8507997733646342	0.998444488298292		0.8977644883770232	0.000948400638511504	0.33451711936199224	3	1	adam	warmupinvsqrt	2	288	1	1216	59	True	3.1842581290262335e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694479570/version_0	4	304	8	8	0.016327102338631595	True	128	128	82	59	1146900	1	TransformerEncoder	23		min	0.000948400638511504	1	0.3333333333333333	3982	5	loss	0.8977644883770232	4	1	1800	0.23897725343704224	0.16593018174171448	799	1.2015766555739894e-05	4086.964525461197	1694483663.1652164	27999	0.9660000205039978	visionary-sweep-170
73	transformer	0.9065182315173644	0.9831467720035912		0.8444601037761938	0.00021326867923105917	0.00632028442320004	3	1	adam	reduceonplateau	2	944	1	1856	59	True	2.4676834835165298e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694478432/version_0	4	160	2	2	0.1849163682272185	True	128	128	82	59	210200	4	TransformerEncoder	23		min	0.00021326867923105917	1	0.3333333333333333	0	5	loss	0.8444601037761938	4	4	1800	1.2862160205841064	1.2128562927246094	799	2.4676834835165298e-05	2588.337635040283	1694481027.218068	17599	0.962000012397766	easy-sweep-166
74	transformer	0.9412027433696608	0.986227813551629		0.5316338822389314	0.00015492231889416028	0.13890471149812855	3	1	adam	warmupinvsqrt	2	992	1	1984	59	True	0.0006939062880613607	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694478367/version_0	8	496	6	4	0.17343691340586445	True	128	128	82	59	1236500	2	TransformerEncoder	23		min	0.00015492231889416028	1	0.3333333333333333	2492	5	loss	0.5316338822389314	4	2	1773	1.1771965026855469	1.1532535552978516	787	0.0002694497769712337	7572.958556175232	1694485947.4002025	16547	0.9800000190734864	chocolate-sweep-165
75	transformer	0.8275315895590066	0.9800932856363443		0.10641540748857894	0.0002111075063900671	0.49002870134693416	3	1	adam	reduceonplateau	2	32	1	1856	59	True	1.7380954609518331e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694478084/version_0	4	432	6	4	0.18008925173957313	True	128	128	82	59	4269000	3	TransformerEncoder	23		min	0.0002111075063900671	1	0.3333333333333333	0	5	loss	0.10641540748857894	4	3	1800	1.6909228563308716	1.3124624490737915	799	1.7380954609518331e-06	14913.994123220444	1694493004.8516202	250399	0.7680000066757202	glad-sweep-164
76	transformer	0.9518592734134336	0.9927740352234		0.7953675915487441	0.00011206633749544612	0.4744889890958912	3	1	adam	None	2	1024	1	1280	59	True	0.003948895416791781	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694477830/version_0	4	224	4	8	0.14415738590575491	True	128	128	82	59	1224600	3	TransformerEncoder	23		min	0.00011206633749544612	1	0.3333333333333333	0	5	loss	0.7953675915487441	4	3	1800	1.343406319618225	1.117741942405701	799	0.003948895416791781	2735.217240333557	1694480571.861493	15999	0.8769999742507935	fancy-sweep-162
77	transformer	0.9836999848304726	0.988956512933081		0.7184835925427134	0.0007246135721897614	0.11968409731832086	3	1	adam	warmupinvsqrt	2	1424	1	1728	59	True	0.004043569668139714	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694477501/version_0	8	64	4	4	0.06182502250635702	True	128	128	82	59	3572500	3	TransformerEncoder	23		min	0.0007246135721897614	1	0.3333333333333333	10035	5	loss	0.7184835925427134	4	3	1800	0.5094476938247681	0.4779907763004303	799	0.0026610389408558747	2390.170555114746	1694479898.227585	23199	0.9829999804496764	eager-sweep-161
78	transformer	0.959396060475816	0.9977149622813792		0.6530813042395172	0.0009089846735812116	0.32193629585717043	3	1	adam	None	2	1024	1	1152	59	True	0.0024631796154250475	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694476887/version_0	2	448	6	4	0.061506135374428506	True	128	128	82	59	1617500	3	TransformerEncoder	23		min	0.0009089846735812116	1	0.3333333333333333	0	5	loss	0.6530813042395172	4	3	513	4.102228164672852	2.178483009338379	227	0.0024631796154250475	1422.2885293960571	1694478316.7304685	4559	0.0010000000474974513	noble-sweep-159
79	transformer	0.8558125164049719	0.9837557559263402		0.22560170509390343	0.0004564424804737158	0.3050706649097771	3	1	adam	reduceonplateau	2	1984	1	1152	59	True	0.0005146808695664475	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694476461/version_0	4	448	6	4	0.01466849824024774	True	128	128	82	59	3751200	1	TransformerEncoder	23		min	0.0004564424804737158	1	0.3333333333333333	0	5	loss	0.22560170509390343	4	1	1341	0.16891074180603027	0.14052584767341614	595	0.0004564424804737158	3086.8630287647247	1694479553.8715377	12515	0.9800000190734864	zany-sweep-158
80	transformer	0.9012298436359802	0.9871097663660184		0.6777662244107234	0.0005173347814737203	0.34093561867189703	3	1	adam	warmupinvsqrt	2	1072	1	1536	59	True	0.000467329861126573	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694475779/version_0	2	80	6	4	0.17531733537233854	True	128	128	82	59	4831300	1	TransformerEncoder	23		min	0.0005173347814737203	1	0.3333333333333333	18027	5	loss	0.6777662244107234	4	1	1800	1.2408113479614258	1.1907581090927124	799	0.00036009747288816453	2033.3490316867828	1694477819.171249	30399	0.9580000042915344	dauntless-sweep-154
81	transformer	0.827644825646179	0.992984034289359		0.5925243643864998	0.0001899209964710121	0.2501771449579545	3	1	adam	reduceonplateau	2	144	1	1472	59	True	0.0023975834381873983	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694475106/version_0	6	128	8	2	0.07091778905858517	True	128	128	82	59	588400	4	TransformerEncoder	23		min	0.0001899209964710121	1	0.3333333333333333	0	5	loss	0.5925243643864998	4	4	981	0.581638753414154	0.5405511260032654	435	0.0001899209964710121	2958.2788593769073	1694478070.6985145	30519	0.984000027179718	warm-sweep-153
82	transformer	0.998122015943968	0.9840550787471504		0.35132914197148	0.00019378972760586137	0.3074265902189704	3	1	adam	reduceonplateau	2	1616	1	2048	59	True	5.490483162385205e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694474899/version_0	4	128	6	4	0.12272341223142937	True	128	128	82	59	477900	4	TransformerEncoder	23		min	0.00019378972760586137	1	0.3333333333333333	0	5	loss	0.35132914197148	4	4	1800	0.9813824892044068	0.901389181613922	799	5.490483162385205e-05	2577.738397836685	1694477483.7665398	19999	0.9419999718666076	icy-sweep-152
83	transformer	0.9015086143928208	0.991630341086307		0.88537053563225	0.0003127812108081679	0.08593224077677913	3	1	adam	reduceonplateau	2	528	1	576	59	True	0.00452022966498685	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694474556/version_0	4	208	4	8	0.09822125940424548	True	128	128	82	59	3188600	3	TransformerEncoder	23		min	0.0003127812108081679	1	0.3333333333333333	0	5	loss	0.88537053563225	4	3	1800	1.280203938484192	0.7908315062522888	799	0.000505139895423434	7806.001162052155	1694482367.985854	30399	0.7509999871253967	fallen-sweep-151
84	transformer	0.8719563019273758	0.9818144650133476		0.34682679340488953	0.00016623483085672098	0.16463118570879542	3	1	adam	reduceonplateau	2	144	1	256	59	True	0.0002783508098586345	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694474062/version_0	4	320	8	2	0.04568316190050066	True	128	128	82	59	3130700	4	TransformerEncoder	23		min	0.00016623483085672098	1	0.3333333333333333	0	5	loss	0.34682679340488953	4	4	810	0.4103714227676392	0.3697953224182129	359	0.00016623483085672098	1695.7389476299286	1694475764.6900957	25199	0.9800000190734864	hopeful-sweep-150
85	transformer	0.9638511011846732	0.9989040814349854		0.2506844243857638	0.0004709649847828993	0.27703899789539826	3	1	adam	None	2	224	1	768	59	True	0.0001198692259663344	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694473754/version_0	6	16	4	4	0.10525011999808968	True	128	128	82	59	1252000	3	TransformerEncoder	23		min	0.0004709649847828993	1	0.3333333333333333	0	5	loss	0.2506844243857638	4	3	1800	1.4082664251327517	1.2753846645355225	799	0.0001198692259663344	2686.7586669921875	1694476446.556003	35999	0.6029999852180481	soft-sweep-148
86	transformer	0.9558981412546518	0.99392334689642		0.6818175019102852	0.0007349981923650169	0.27741656305314216	3	1	adam	None	2	1840	1	1856	59	True	0.00011041695435365702	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694473714/version_0	2	432	8	8	0.09261300382061316	True	128	128	82	59	3604700	3	TransformerEncoder	23		min	0.0007349981923650169	1	0.3333333333333333	0	5	loss	0.6818175019102852	4	3	1242	0.7564176321029663	0.6782810091972351	551	0.00011041695435365702	4694.994050741196	1694478415.478577	12143	0.972000002861023	distinctive-sweep-147
87	transformer	0.9147001655524992	0.9816595147748398		0.7062146908274022	0.0009860277979658223	0.0419725116802121	3	1	adam	reduceonplateau	2	416	1	1792	59	True	0.0014304586707607	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694473216/version_0	6	320	6	4	0.024774063690716153	True	128	128	82	59	2178900	2	TransformerEncoder	23		min	0.0009860277979658223	1	0.3333333333333333	0	5	loss	0.7062146908274022	4	2	1413	0.307326078414917	0.2355160117149353	627	0.0009860277979658223	3638.5165576934814	1694476860.5130675	15699	0.9610000252723694	logical-sweep-145
88	transformer	0.8970115313407793	0.993142154132426		0.2936816100446065	0.0002734846539388369	0.24906401074755685	3	1	adam	warmupinvsqrt	2	1504	1	1408	59	True	1.1604793147427756e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694473075/version_0	4	32	8	2	0.043516630939139406	True	128	128	82	59	4631100	4	TransformerEncoder	23		min	0.0002734846539388369	1	0.3333333333333333	12316	5	loss	0.2936816100446065	4	4	459	3.635231971740722	3.6383538246154785	203	5.164491006905775e-07	661.3460576534271	1694473742.0474486	5507	0.0	sandy-sweep-142
89	transformer	0.8612420576662982	0.9804420696379644		0.686989823065993	0.0007430228338253545	0.0742463869766758	3	1	adam	warmupinvsqrt	2	704	1	192	59	True	0.00020133171704459337	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694472139/version_0	8	224	4	4	0.0491256557811206	True	128	128	82	59	2674200	1	TransformerEncoder	23		min	0.0007430228338253545	1	0.3333333333333333	7597	5	loss	0.686989823065993	4	1	1800	0.4541439712047577	0.3902393281459808	799	0.00011528183267770411	2738.529054880142	1694474883.622551	23199	0.9769999980926514	northern-sweep-140
90	transformer	0.8948855292386271	0.9910548094001138		0.5158849451258215	0.0004650762724253175	0.2346446883932814	3	1	adam	warmupinvsqrt	2	192	1	1664	59	True	2.4312768255061263e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694471772/version_0	4	240	8	2	0.03212606975374617	True	128	128	82	59	3294500	5	TransformerEncoder	23		min	0.0004650762724253175	1	0.3333333333333333	17158	5	loss	0.5158849451258215	4	5	1800	0.6919817328453064	0.4230543076992035	799	1.5475917923468063e-06	9390.645755290983	1694481169.4136174	42399	0.8100000023841858	easy-sweep-139
91	transformer	0.9670499549795066	0.9867024600060365		0.7590432902369793	0.0007471641241018038	0.030884601490261458	3	1	adam	warmupinvsqrt	2	640	1	1920	59	True	1.6689962869565942e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694471668/version_0	2	32	2	8	0.194312912417185	True	128	128	82	59	1849000	2	TransformerEncoder	23		min	0.0007471641241018038	1	0.3333333333333333	5778	5	loss	0.7590432902369793	4	2	459	3.631542682647705	3.3480098247528076	203	1.5740594504147022e-06	446.942595243454	1694472121.3190813	6527	0.0	playful-sweep-138
92	transformer	0.8652175059581052	0.9974787777881798		0.3693519676831312	0.0005500319715099532	0.07786577470587447	3	1	adam	reduceonplateau	2	96	1	1408	59	True	3.278220652208499e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694471619/version_0	8	304	4	4	0.014439674621994936	True	128	128	82	59	1761900	2	TransformerEncoder	23		min	0.0005500319715099532	1	0.3333333333333333	0	5	loss	0.3693519676831312	4	2	756	0.19237719476222992	0.13337984681129456	335	3.278220652208499e-05	3463.9403998851776	1694475090.2676349	35279	0.9739999771118164	neat-sweep-137
93	transformer	0.9703791791394096	0.9926287241918308		0.8116323267049691	0.00011091825995892552	0.38626335367179526	3	1	adam	None	2	1072	1	128	59	True	2.5796065661521137e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694471472/version_0	6	144	4	2	0.08340664453730634	True	128	128	82	59	4702100	2	TransformerEncoder	23		min	0.00011091825995892552	1	0.3333333333333333	0	5	loss	0.8116323267049691	4	2	1800	0.908638596534729	0.7459213733673096	799	2.5796065661521137e-05	2338.3357334136963	1694473818.2087965	30399	0.8740000128746033	icy-sweep-136
