	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	epoch	_runtime	_timestamp	_step	lr-Adam	val_loss	train_loss	trainer/global_step	max_val_accuracy	name
167	transformer	0.864931578689722	0.9935522051067216		0.4540535945815315	0.00020262210117511753	0.08910908431055387	3	1	adam	None	2	1408	1	384	61	True	5.826118063055487e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693717663/version_0	6	304	6	4	0.017688242558163324	True	128	128	100	61	4641800	4	TransformerEncoder	39		min	0.00020262210117511753	1	0.3333333333333333	0	5	loss	0.4540535945815315	4	4	799	3460.962315559387	1693721131.1648576	1800	5.826118063055487e-06	0.3680143356323242	0.18470007181167605	23199	0.8600000143051147	still-sweep-49
168	transformer	0.8203877843599452	0.9810435182272964		0.3548435978197919	0.000958011396994386	0.027595544968607225	3	1	adam	reduceonplateau	2	240	1	1920	61	True	0.0007271866288517345	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693717235/version_0	4	304	2	2	0.14140180885838396	True	128	128	100	61	1002800	4	TransformerEncoder	39		min	0.000958011396994386	1	0.3333333333333333	0	5	loss	0.3548435978197919	4	4	235	1315.290197610855	1693718560.1881146	531	0.0007271866288517345	1.083645224571228	0.97613126039505	9911	0.8560000061988831	treasured-sweep-47
169	transformer	0.8977073440722682	0.9905632611523996		0.6599527957481952	0.0008533644245865508	0.0627401192200796	3	1	adam	warmupinvsqrt	2	1536	1	192	61	True	0.0015849443783093424	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693717196/version_0	8	128	8	4	0.1497676145866124	True	128	128	100	61	2437400	4	TransformerEncoder	39		min	0.0008533644245865508	1	0.3333333333333333	4760	5	loss	0.6599527957481952	4	4	659	1864.444019794464	1693719067.4248958	1485	0.000952488623150712	1.1509008407592771	1.0230607986450195	13199	0.8790000081062317	clear-sweep-46
170	transformer	0.8047402193276335	0.9814321769611452		0.16125981413919713	0.00029821091477652935	0.16525567171126682	3	1	adam	None	2	416	1	1600	61	True	3.8678001314117065e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693717120/version_0	2	448	4	8	0.006491488165415538	True	128	128	100	61	655100	1	TransformerEncoder	39		min	0.00029821091477652935	1	0.3333333333333333	0	5	loss	0.16125981413919713	4	1	799	3454.181057214737	1693720580.8143172	1800	3.8678001314117065e-06	0.27693304419517517	0.13135698437690735	19999	0.8420000076293945	cosmic-sweep-45
171	transformer	0.9614862695821772	0.989477322967104		0.1203844302552377	0.00019139537816218792	0.10054163140566952	3	1	adam	reduceonplateau	2	864	1	1024	61	True	0.004044289740117326	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693716891/version_0	4	112	8	8	0.14129243337247807	True	128	128	100	61	4888900	3	TransformerEncoder	39		min	0.00019139537816218792	1	0.3333333333333333	0	5	loss	0.1203844302552377	4	3	583	2356.343717098236	1693719256.5769322	1314	0.00019139537816218792	1.0699284076690674	0.9757094979286194	14015	0.871999979019165	still-sweep-44
172	transformer	0.9353859230214564	0.9911210431082624		0.45307009256696495	0.0009892313150557531	0.136062046086044	3	1	adam	None	2	1264	1	384	61	True	0.008425826835266428	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693716354/version_0	8	208	8	2	0.12608156312055027	True	128	128	100	61	1535700	4	TransformerEncoder	39		min	0.0009892313150557531	1	0.3333333333333333	0	5	loss	0.45307009256696495	4	4	203	1393.0596868991852	1693717755.4907808	459	0.008425826835266428	3.658665657043457	3.0843729972839355	6527	0.0	hopeful-sweep-42
173	transformer	0.8723239981608102	0.9806300736823246		0.5062458437738782	0.00046901177456263135	0.2523480112376473	3	1	adam	reduceonplateau	2	960	1	1344	61	True	0.0011375067207325628	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693716203/version_0	8	416	6	8	0.026937245774465237	True	128	128	100	61	3294000	2	TransformerEncoder	39		min	0.00046901177456263135	1	0.3333333333333333	0	5	loss	0.5062458437738782	4	2	547	4149.226450920105	1693720361.007529	1233	0.00046901177456263135	0.36930403113365173	0.23592521250247955	11507	0.878000020980835	silver-sweep-41
174	transformer	0.9817120466059472	0.9847924514177956		0.8938706086471225	0.0004117036184925814	0.18969065586755543	3	1	adam	None	2	688	1	1728	61	True	0.002289762995954106	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693715926/version_0	4	208	2	4	0.1316750342600907	True	128	128	100	61	1727300	3	TransformerEncoder	39		min	0.0004117036184925814	1	0.3333333333333333	0	5	loss	0.8938706086471225	4	3	399	1176.770114183426	1693717109.820784	900	0.002289762995954106	1.0644183158874512	0.930656909942627	11999	0.8690000176429749	stellar-sweep-40
175	transformer	0.8361499657741756	0.9951649137085896		0.8626623702816899	0.0009190483212777892	0.3173186462869021	3	1	adam	reduceonplateau	2	1120	1	384	61	True	0.0002857654846846608	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693715364/version_0	8	192	4	2	0.014695153125701778	True	128	128	100	61	1660700	4	TransformerEncoder	39		min	0.0009190483212777892	1	0.3333333333333333	0	5	loss	0.8626623702816899	4	4	387	1394.8636598587036	1693716766.642412	873	0.0002857654846846608	0.3396148085594177	0.15407206118106842	13967	0.8790000081062317	lilac-sweep-39
176	transformer	0.9632487280776676	0.986871038745515		0.6037355250019747	0.0006173481215743243	0.2793436484073548	3	1	adam	reduceonplateau	2	944	1	832	61	True	0.0008652156932732686	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693715285/version_0	6	288	4	8	0.10659326308791156	True	128	128	100	61	4435800	2	TransformerEncoder	39		min	0.0006173481215743243	1	0.3333333333333333	0	5	loss	0.6037355250019747	4	2	471	1895.4671931266785	1693717186.8773882	1062	0.0006173481215743243	0.8794596195220947	0.7711894512176514	10383	0.875	distinctive-sweep-38
177	transformer	0.9573317966879236	0.9871387328621128		0.1301891382509151	0.0009042991246758636	0.4341113542908187	3	1	adam	None	2	752	1	1472	61	True	0.00988407455574527	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693714846/version_0	6	224	2	2	0.04225494379520909	True	128	128	100	61	431800	2	TransformerEncoder	39		min	0.0009042991246758636	1	0.3333333333333333	0	5	loss	0.1301891382509151	4	2	203	1339.8243670463562	1693716193.06161	459	0.00988407455574527	3.752730369567871	2.879339694976806	5507	0.0	northern-sweep-37
178	transformer	0.8206621563356341	0.988562282938402		0.415743542125856	0.00071740100525987	0.2699786366139082	3	1	adam	warmupinvsqrt	2	1808	1	1728	61	True	0.0057982044793070935	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693714726/version_0	2	48	4	8	0.1936023551622996	True	128	128	100	61	426800	3	TransformerEncoder	39		min	0.00071740100525987	1	0.3333333333333333	944	5	loss	0.415743542125856	4	3	799	2147.6978220939636	1693716881.351264	1800	0.0013141417609865017	1.3778650760650637	1.325392723083496	18399	0.8619999885559082	happy-sweep-36
179	transformer	0.8753187189157187	0.9921593070658272		0.6697585111524467	0.0004537432097936541	0.02890342177871363	3	1	adam	warmupinvsqrt	2	1264	1	1600	61	True	0.001495619828060063	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693714036/version_0	6	128	2	8	0.19899570408135908	True	128	128	100	61	4352400	3	TransformerEncoder	39		min	0.0004537432097936541	1	0.3333333333333333	13773	5	loss	0.6697585111524467	4	3	799	2299.09537267685	1693716342.8837166	1800	0.001097708707093159	1.4258605241775513	1.2969682216644287	25599	0.8730000257492065	legendary-sweep-34
180	transformer	0.93272346215642	0.9965945646397542		0.4343074386912512	6.650045718013527e-05	0.2458261436754874	3	1	adam	None	2	1200	1	1152	61	True	0.001259000114246138	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693714001/version_0	4	496	8	4	0.17973235699374276	True	128	128	100	61	3012000	3	TransformerEncoder	39		min	6.650045718013527e-05	1	0.3333333333333333	0	5	loss	0.4343074386912512	4	3	231	3212.252519607544	1693717220.3787436	522	0.001259000114246138	2.3140296936035156	1.6266460418701172	5799	0.8040000200271606	dark-sweep-33
181	transformer	0.9456723457107814	0.9851464381318727		0.49458286126436624	0.0001278574372459094	0.3916956673704914	3	1	adam	None	2	32	1	192	61	True	0.007757323050873044	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693713427/version_0	8	176	6	4	0.1527114021177542	True	128	128	100	61	289700	5	TransformerEncoder	39		min	0.0001278574372459094	1	0.3333333333333333	0	5	loss	0.49458286126436624	4	5	203	4410.221314907074	1693717844.3365588	459	0.007757323050873044	3.744195938110352	3.138547897338867	63851	0.0	bumbling-sweep-32
182	transformer	0.8716022615085616	0.9944165447289356		0.7401317901254367	0.0009483036053059608	0.45136609164496294	3	1	adam	warmupinvsqrt	2	1616	1	64	61	True	0.002082203234311587	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693713106/version_0	8	384	4	4	0.0016914841175347695	True	128	128	100	61	2051800	5	TransformerEncoder	39		min	0.0009483036053059608	1	0.3333333333333333	5078	5	loss	0.7401317901254367	4	5	591	2802.2645175457	1693715915.953153	1332	0.001220690937158186	0.2785699963569641	0.04777128621935845	14799	0.8769999742507935	happy-sweep-31
183	transformer	0.897197812243701	0.988308625462844		0.15980237943274062	0.00059605830409771	0.27030974902096633	3	1	adam	None	2	1136	1	960	61	True	6.4413061896395725e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693713079/version_0	2	112	8	2	0.12975907720751972	True	128	128	100	61	3924500	3	TransformerEncoder	39		min	0.00059605830409771	1	0.3333333333333333	0	5	loss	0.15980237943274062	4	3	799	2265.410906791687	1693715352.6937578	1800	6.4413061896395725e-06	1.341552734375	1.2370790243148804	28799	0.6230000257492065	eager-sweep-30
184	transformer	0.9955286306866798	0.9840586265249897		0.48207485817750106	0.0009866383054041043	0.11811365536173574	3	1	adam	warmupinvsqrt	2	1280	1	1664	61	True	0.006354949655073897	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693713000/version_0	6	336	4	8	0.10231281556752687	True	128	128	100	61	3048300	2	TransformerEncoder	39		min	0.0009866383054041043	1	0.3333333333333333	9525	5	loss	0.48207485817750106	4	2	283	2266.9248049259186	1693715273.56339	639	0.0060420392731075296	3.5817461013793945	3.0959441661834717	9087	0.8370000123977661	golden-sweep-29
185	transformer	0.965432494597587	0.9953358874998968		0.44002855763936777	0.00073141441951671	0.3948932122963537	3	1	adam	reduceonplateau	2	1136	1	1472	61	True	7.0157318805955e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693712600/version_0	2	352	4	2	0.13919293125273124	True	128	128	100	61	1086500	2	TransformerEncoder	39		min	0.00073141441951671	1	0.3333333333333333	0	5	loss	0.44002855763936777	4	2	619	2226.4709305763245	1693714834.0642595	1395	7.0157318805955e-05	1.223031759262085	1.0259369611740112	22319	0.8579999804496765	worthy-sweep-28
186	transformer	0.8468084843622221	0.9900294627903526		0.7892890966705234	0.0005764909503655425	0.4043093746788313	3	1	adam	None	2	704	1	1856	61	True	0.008274567242155124	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693711811/version_0	4	240	8	4	0.14267649055889148	True	128	128	100	61	3436000	2	TransformerEncoder	39		min	0.0005764909503655425	1	0.3333333333333333	0	5	loss	0.7892890966705234	4	2	203	2173.187340259552	1693713990.8783703	459	0.008274567242155124	4.169066429138184	3.1118457317352295	5915	0.0	sunny-sweep-27
187	transformer	0.8494309379859319	0.989023366905465		0.556328146135373	4.380027103075682e-05	0.1263766147385475	3	1	adam	reduceonplateau	2	576	1	1920	61	True	0.0003239595682545129	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693711712/version_0	2	400	6	8	0.19471956438103072	True	128	128	100	61	4428400	5	TransformerEncoder	39		min	4.380027103075682e-05	1	0.3333333333333333	0	5	loss	0.556328146135373	4	5	507	2384.502469301224	1693714103.9768052	1143	4.380027103075682e-05	1.4074219465255735	1.273511290550232	17779	0.8709999918937683	smooth-sweep-25
188	transformer	0.9321873321091986	0.9925029351428264		0.8635612972435789	0.0003445336784189559	0.14004005412471598	3	1	adam	None	2	1648	1	1856	61	True	0.0004209872274509367	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693710942/version_0	6	304	8	8	0.1954999844365161	True	128	128	100	61	4166600	2	TransformerEncoder	39		min	0.0003445336784189559	1	0.3333333333333333	0	5	loss	0.8635612972435789	4	2	367	3766.072283029556	1693714715.1907651	828	0.0004209872274509367	1.3727190494537354	1.279363751411438	9199	0.8730000257492065	drawn-sweep-24
189	transformer	0.8991101813105375	0.995429918483088		0.6188389544991673	0.00033247624283637986	0.4427170375312338	3	1	adam	None	2	928	1	512	61	True	0.007217635233203791	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693710846/version_0	4	224	6	2	0.09430968879813773	True	128	128	100	61	2027000	2	TransformerEncoder	39		min	0.00033247624283637986	1	0.3333333333333333	0	5	loss	0.6188389544991673	4	2	203	944.9977486133575	1693711798.3343625	459	0.007217635233203791	3.778719902038574	3.1130809783935547	4487	0.0	comfy-sweep-23
190	transformer	0.8119237624619335	0.9984341685743364		0.8030867931490007	5.1160235277810416e-05	0.08138384160487333	3	1	adam	warmupinvsqrt	2	1184	1	1472	61	True	1.583455543621109e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693710419/version_0	8	128	2	4	0.14517583040582915	True	128	128	100	61	3925800	1	TransformerEncoder	39		min	5.1160235277810416e-05	1	0.3333333333333333	13262	5	loss	0.8030867931490007	4	1	203	1273.8103830814362	1693711700.780502	459	8.240846148448873e-07	3.4190540313720703	3.0478224754333496	6935	0.0	astral-sweep-22
191	transformer	0.9549911268453012	0.9949580719998052		0.4436747957128119	0.0007612535465741475	0.1996029603594025	3	1	adam	None	2	48	1	192	61	True	4.513335663270097e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693710157/version_0	8	416	8	8	0.09014573247652784	True	128	128	100	61	4081300	4	TransformerEncoder	39		min	0.0007612535465741475	1	0.3333333333333333	0	5	loss	0.4436747957128119	4	4	503	9670.738944530489	1693719835.2983396	1134	4.513335663270097e-05	0.8170074224472046	0.6646009683609009	105335	0.871999979019165	blooming-sweep-21
192	transformer	0.8925745909743565	0.9975631233727644		0.1251989594190362	0.0004523780404063936	0.0521202279612728	3	1	adam	reduceonplateau	2	1232	1	320	61	True	3.5969859274012475e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693709998/version_0	4	272	8	4	0.1005588328494008	True	128	128	100	61	1379200	4	TransformerEncoder	39		min	0.0004523780404063936	1	0.3333333333333333	0	5	loss	0.1251989594190362	4	4	799	3058.597883462906	1693713065.1311183	1800	3.5969859274012475e-06	0.8961526155471802	0.7710638642311096	26399	0.8510000109672546	electric-sweep-20
193	transformer	0.8746165990812655	0.9949151609409166		0.5793422086752974	0.00035445389680532956	0.4196018798480635	3	1	adam	warmupinvsqrt	2	528	1	1984	61	True	0.001994950523864672	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693709581/version_0	4	304	4	8	0.054450160718861995	True	128	128	100	61	1185900	5	TransformerEncoder	39		min	0.00035445389680532956	1	0.3333333333333333	4492	5	loss	0.5793422086752974	4	5	743	3401.623036623001	1693712989.6104677	1674	0.0007957301212145011	0.6782462000846863	0.44031310081481934	28271	0.8849999904632568	glamorous-sweep-19
194	transformer	0.9173056433210612	0.987386971253243		0.5659064075952053	0.000457773462601019	0.18219882265897763	3	1	adam	warmupinvsqrt	2	320	1	1536	61	True	0.006024661115843219	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693709223/version_0	8	432	2	8	0.015085808490365428	True	128	128	100	61	1681100	4	TransformerEncoder	39		min	0.000457773462601019	1	0.3333333333333333	5253	5	loss	0.5659064075952053	4	4	231	3356.1940751075745	1693712587.876229	522	0.005078732564468785	3.6256489753723145	2.5823092460632324	7423	0.8370000123977661	wandering-sweep-18
195	transformer	0.8705912452720937	0.990775920743708		0.1967346456028868	0.000840555879627104	0.11748353416325535	3	1	adam	None	2	1024	1	1216	61	True	0.001765268817790695	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693709114/version_0	8	48	6	8	0.12371612096435863	True	128	128	100	61	2613900	4	TransformerEncoder	39		min	0.000840555879627104	1	0.3333333333333333	0	5	loss	0.1967346456028868	4	4	307	866.3922505378723	1693709988.5344834	693	0.001765268817790695	1.0507855415344238	0.8791775107383728	6159	0.8650000095367432	sweepy-sweep-17
196	transformer	0.8411299944303126	0.995738768719128		0.8472567795075381	0.00018313433049585337	0.29923794548529914	3	1	adam	None	2	1200	1	1408	61	True	1.322712914988987e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693708877/version_0	2	352	2	4	0.0686144407092181	True	128	128	100	61	4808600	4	TransformerEncoder	39		min	0.00018313433049585337	1	0.3333333333333333	0	5	loss	0.8472567795075381	4	4	203	1262.425871372223	1693710147.461723	459	1.322712914988987e-06	2.881082534790039	2.257822751998902	5099	0.0	electric-sweep-16
197	transformer	0.8867583179194208	0.980163331695632		0.3010044909523072	0.0009295910312364988	0.07001271592455705	3	1	adam	None	2	288	1	128	61	True	0.005853369412036813	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693708834/version_0	4	448	6	2	0.09647626099616508	True	128	128	100	61	3653600	3	TransformerEncoder	39		min	0.0009295910312364988	1	0.3333333333333333	0	5	loss	0.3010044909523072	4	3	203	1566.53790807724	1693710408.045645	459	0.005853369412036813	3.7856075763702393	2.7688636779785156	7139	0.0	upbeat-sweep-15
198	transformer	0.8918678390353851	0.9837570876541608		0.3535942617291865	0.00039995867337984706	0.01209062400672889	3	1	adam	warmupinvsqrt	2	1632	1	1856	61	True	0.001864608333879934	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693707494/version_0	6	176	4	2	0.04066080873406369	True	128	128	100	61	1366700	4	TransformerEncoder	39		min	0.00039995867337984706	1	0.3333333333333333	3349	5	loss	0.3535942617291865	4	4	559	2070.280634880066	1693709570.9238808	1260	0.0009127866642876143	0.48543277382850647	0.3324698805809021	13999	0.8769999742507935	devout-sweep-14
199	transformer	0.825368878335268	0.998115509402562		0.7010612553314117	0.0006014746110363227	0.44610808421038334	3	1	adam	reduceonplateau	2	1344	1	1792	61	True	9.017577844802847e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693707165/version_0	2	96	6	4	0.09763190841933712	True	128	128	100	61	4885100	3	TransformerEncoder	39		min	0.0006014746110363227	1	0.3333333333333333	0	5	loss	0.7010612553314117	4	3	799	2040.134530544281	1693709213.0381503	1800	9.017577844802847e-05	0.9451367259025574	0.8668058514595032	18399	0.8149999976158142	easy-sweep-13
200	transformer	0.8781619863151076	0.9873169361569538		0.7997660704342948	0.0005399649590115587	0.17881311384343485	3	1	adam	reduceonplateau	2	704	1	128	61	True	0.0018224828932241644	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693706903/version_0	8	160	4	2	0.060787976260161705	True	128	128	100	61	2158200	1	TransformerEncoder	39		min	0.0005399649590115587	1	0.3333333333333333	0	5	loss	0.7997660704342948	4	1	647	1910.5129599571228	1693708821.154537	1458	0.0005399649590115587	0.6379216909408569	0.4776875376701355	18791	0.8790000081062317	toasty-sweep-12
201	transformer	0.858274614189196	0.980278411399224		0.461299206321902	0.0006586893396780085	0.30047025883747447	3	1	adam	warmupinvsqrt	2	608	1	896	61	True	0.00011703379797206535	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693704847/version_0	2	352	8	8	0.03720157849935184	True	128	128	100	61	2047800	2	TransformerEncoder	39		min	0.0006586893396780085	1	0.3333333333333333	6736	5	loss	0.461299206321902	4	2	619	2630.1240270137787	1693707483.91248	1395	6.720630889738966e-05	0.5222721695899963	0.3116847276687622	20459	0.8619999885559082	vibrant-sweep-11
202	transformer	0.8313791340087123	0.9802138880355188		0.5390374621849475	0.0009007990030024448	0.4773593422781109	3	1	adam	None	2	576	1	1280	61	True	7.907550218169473e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693702759/version_0	4	464	2	8	0.11921456591500762	True	128	128	100	61	429400	2	TransformerEncoder	39		min	0.0009007990030024448	1	0.3333333333333333	0	5	loss	0.5390374621849475	4	2	799	4115.3362538814545	1693706882.7221358	1800	7.907550218169473e-06	1.1532833576202393	0.9611854553222656	27999	0.7900000214576721	elated-sweep-10
203	transformer	0.8184661793360413	0.9830143642631076		0.3630187283450308	0.0009543709719294866	0.4778324429395304	3	1	adam	warmupinvsqrt	2	464	1	576	61	True	2.581200532095921e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693702648/version_0	6	448	2	8	0.18397130087882985	True	128	128	100	61	1827600	2	TransformerEncoder	39		min	0.0009543709719294866	1	0.3333333333333333	3938	5	loss	0.3630187283450308	4	2	203	2182.1796572208405	1693704837.4357982	459	2.4238193179317007e-06	3.4409170150756836	2.7962803840637207	4487	0.0	serene-sweep-9
204	transformer	0.8966019330022227	0.9806852125128784		0.3923801864177199	0.0005706301377811223	0.14267898709559002	3	1	adam	None	2	1552	1	2048	61	True	0.0011133970549632058	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693702609/version_0	2	192	6	2	0.14773654153058055	True	128	128	100	61	2938800	4	TransformerEncoder	39		min	0.0005706301377811223	1	0.3333333333333333	0	5	loss	0.3923801864177199	4	4	751	2364.890871524811	1693704981.1835136	1692	0.0011133970549632058	1.1505911350250244	1.0154350996017456	19551	0.8709999918937683	visionary-sweep-8
205	transformer	0.8219934082390116	0.9956648373374068		0.8464102350538054	0.000457141830538012	0.231255376855684	3	1	adam	None	2	1040	1	1600	61	True	6.984891264345163e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693702356/version_0	4	32	8	2	0.16904259613960815	True	128	128	100	61	1038500	2	TransformerEncoder	39		min	0.000457141830538012	1	0.3333333333333333	0	5	loss	0.8464102350538054	4	2	203	625.096241235733	1693702988.9467182	459	6.984891264345163e-06	3.2934346199035645	2.8852763175964355	7955	0.0	ancient-sweep-7
206	transformer	0.966345989253246	0.9975152181243536		0.7124507199102874	0.0009532349257939825	0.33688690309947356	3	1	adam	None	2	1808	1	1088	61	True	0.00770716275968412	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693701249/version_0	2	144	4	8	0.08790486564549554	True	128	128	100	61	1094500	4	TransformerEncoder	39		min	0.0009532349257939825	1	0.3333333333333333	0	5	loss	0.7124507199102874	4	4	499	1088.8936097621918	1693702345.7512448	1125	0.00770716275968412	0.8297777771949768	0.8186642527580261	11499	0.843999981880188	denim-sweep-6
207	transformer	0.8508573871159846	0.9844515222888384		0.8749230639423513	0.000886704902911446	0.3916790535954277	3	1	adam	reduceonplateau	2	976	1	1472	61	True	1.198621237304779e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693701034/version_0	2	368	8	4	0.06061892763095762	True	128	128	100	61	2056200	4	TransformerEncoder	39		min	0.000886704902911446	1	0.3333333333333333	0	5	loss	0.8749230639423513	4	4	203	1278.4563941955566	1693702321.65666	459	1.198621237304779e-06	3.1619129180908203	2.54825210571289	4283	0.0	happy-sweep-5
208	transformer	0.8623469040012669	0.9927663659241088		0.1527057602174028	0.0007390075440786621	0.283879181147911	3	1	adam	reduceonplateau	2	640	1	768	61	True	7.889936036730742e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693699206/version_0	2	512	6	8	0.08344681705919069	True	128	128	100	61	2452800	4	TransformerEncoder	39		min	0.0007390075440786621	1	0.3333333333333333	0	5	loss	0.1527057602174028	4	4	799	3798.798964738846	1693703014.8086338	1800	7.889936036730742e-06	0.8043414950370789	0.6660979390144348	25599	0.859000027179718	mild-sweep-4
209	transformer	0.9427564008510072	0.9954420299467416		0.4496931502413232	0.0005517840628670593	0.20301570333014485	3	1	adam	None	2	1728	1	1664	61	True	0.0008307929393647097	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1693698987/version_0	8	80	2	2	0.16380291630994992	True	128	128	100	61	943300	5	TransformerEncoder	39		min	0.0005517840628670593	1	0.3333333333333333	0	5	loss	0.4496931502413232	4	5	323	910.6909918785096	1693699906.1956558	729	0.0008307929393647097	1.2007851600646973	1.1169333457946775	7775	0.8679999709129333	dark-sweep-3
210	transformer	0.9556355220411402	0.9980224617556176		0.8057077003721952	0.0006068257065231362	0.1717776489982702	3	1	adam	reduceonplateau	2	304	1	1920	61	True	1.9430982271027596e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-hungarian/transformer/1691021455/version_0	6	336	8	8	0.06091080035908352	True	128	128	100	61	1694000	2	TransformerEncoder	39		min	0.0006068257065231362	1	0.3333333333333333	0	5	loss	0.8057077003721952	4	2	799	13709.430793523788	1691035173.5721066	1800	1.9430982271027596e-06	0.6525349617004395	0.4955988824367523	250399	0.8629999756813049	radiant-sweep-2
