	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	train_loss	trainer/global_step	_runtime	_timestamp	lr-Adam	val_loss	_step	epoch	max_val_accuracy	name
43	transformer	0.8271828122588242	0.9816711035423696		0.6077629505494502	0.0006431828624279362	0.42459016372809566	3	1	adam	None	2	624	1	256	59	True	5.221947035340611e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697022678/version_0	8	144	8	8	0.11203659681746432	True	128	128	98	59	4689100	2	TransformerEncoder	39		min	0.0006431828624279362	1	0.3333333333333333	0	5	loss	0.6077629505494502	4	2	1.472093105316162	39199	4876.60567688942	1697027562.3947418	5.221947035340611e-06	2.300078868865967	1800	799	0.25099998712539673	dashing-sweep-176
44	transformer	0.8488408983076802	0.993662341522748		0.22905406157292085	0.0004289066461754423	0.29470282095824946	3	1	adam	None	2	1664	1	1664	59	True	5.722949357103134e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697022513/version_0	8	80	2	2	0.01548840191226597	True	128	128	98	59	4163300	4	TransformerEncoder	39		min	0.0004289066461754423	1	0.3333333333333333	0	5	loss	0.22905406157292085	4	4	0.20820175111293793	39199	3427.8333778381348	1697025949.4368029	5.722949357103134e-05	0.45531392097473145	1800	799	0.8939999938011169	glowing-sweep-175
45	transformer	0.9070023291217966	0.9923455716704128		0.3518738739052292	0.0009522250141649576	0.0006784101722537295	3	1	adam	reduceonplateau	2	1632	1	1280	59	True	0.0013803905019184836	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697022327/version_0	6	272	2	4	0.05476103846903649	True	128	128	98	59	1952300	4	TransformerEncoder	39		min	0.0009522250141649576	1	0.3333333333333333	0	5	loss	0.3518738739052292	4	4	0.4305189847946167	37799	5095.035894393921	1697027433.3794785	0.0009522250141649576	0.6546627283096313	1701	755	0.9229999780654908	bright-sweep-174
46	transformer	0.8447314880321065	0.9895479455504608		0.4151599198859294	0.00014170875806807676	0.2798168505429167	3	1	adam	reduceonplateau	2	1168	1	1344	59	True	6.588993975837993e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697022287/version_0	8	32	6	4	0.028767531009718385	True	128	128	98	59	2309300	4	TransformerEncoder	39		min	0.00014170875806807676	1	0.3333333333333333	0	5	loss	0.4151599198859294	4	4	0.443342924118042	55199	6431.3885753154755	1697028729.5474422	6.588993975837993e-05	0.9447470903396606	1800	799	0.75	dulcet-sweep-173
47	transformer	0.8516233667693288	0.9841629500833348		0.8849077921159281	0.0006437023582224511	0.09788881695650192	3	1	adam	None	2	1168	1	1344	59	True	2.0411556543358584e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697022247/version_0	2	336	4	4	0.164354237971989	True	128	128	98	59	4645600	4	TransformerEncoder	39		min	0.0006437023582224511	1	0.3333333333333333	0	5	loss	0.8849077921159281	4	4	1.1022404432296753	46367	3056.9224121570587	1697025313.758397	2.0411556543358584e-05	1.2450313568115234	1512	671	0.925000011920929	ethereal-sweep-172
48	transformer	0.9908346067204746	0.9836723351333644		0.500820121715593	0.00041790575079199687	0.35884890870025604	3	1	adam	None	2	864	1	1088	59	True	0.009125260506943528	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697022157/version_0	2	448	8	2	0.04685661508170456	True	128	128	98	59	1726000	2	TransformerEncoder	39		min	0.00041790575079199687	1	0.3333333333333333	0	5	loss	0.500820121715593	4	2	2.758354663848877	9587	1575.6368174552915	1697023739.5691774	0.009125260506943528	3.772429227828979	459	203	0.0	vital-sweep-171
49	transformer	0.8275620254475857	0.9960199053956698		0.4464370952269688	0.0009643463203537152	0.38968322361163155	3	1	adam	warmupinvsqrt	2	1040	1	384	59	True	0.003727857510424337	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697022133/version_0	6	368	6	8	0.10915915511840152	True	128	128	98	59	3328000	3	TransformerEncoder	39		min	0.0009643463203537152	1	0.3333333333333333	16000	5	loss	0.4464370952269688	4	3	2.590139150619507	16659	3247.842657804489	1697025392.01011	0.003658654557195875	3.939354658126831	765	339	0.8830000162124634	copper-sweep-170
50	transformer	0.8924266619241983	0.9974942414467376		0.751390799756174	6.835019548053696e-05	0.11325613271254575	3	1	adam	None	2	1344	1	1536	59	True	2.821725767204192e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697021473/version_0	6	304	4	4	0.11907558672530905	True	128	128	98	59	923200	1	TransformerEncoder	39		min	6.835019548053696e-05	1	0.3333333333333333	0	5	loss	0.751390799756174	4	1	0.8954960107803345	35999	4907.103776693344	1697026388.0324607	2.821725767204192e-06	1.170893311500549	1800	799	0.875	worldly-sweep-169
51	transformer	0.875803045482579	0.9936468504102824		0.38107897728184137	7.72070990997176e-05	0.012072394052178193	3	1	adam	warmupinvsqrt	2	464	1	256	59	True	0.0009311154553138212	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697021331/version_0	6	272	4	4	0.08850647232647531	True	128	128	98	59	4716800	2	TransformerEncoder	39		min	7.72070990997176e-05	1	0.3333333333333333	20331	5	loss	0.38107897728184137	4	2	0.6511801481246948	35199	4744.0580286979675	1697026083.7024376	0.0007080813858128702	0.7900604009628296	1800	799	0.930999994277954	fine-sweep-168
52	transformer	0.9568993955663606	0.9895791796440212		0.7318231851348267	0.0001565999245544765	0.2857312768720888	3	1	adam	warmupinvsqrt	2	1392	1	128	59	True	0.004180246255165473	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697021212/version_0	2	160	4	2	0.11209729613896029	True	128	128	98	59	4517500	5	TransformerEncoder	39		min	0.0001565999245544765	1	0.3333333333333333	19471	5	loss	0.7318231851348267	4	5	0.9120734333992004	28687	1739.350185394287	1697022958.5415423	0.0034465069797596686	1.186617136001587	1467	651	0.8740000128746033	noble-sweep-167
53	transformer	0.936253456997883	0.9852936237201844		0.5738982768041844	0.00022659336763281116	0.3416219606116424	3	1	adam	None	2	1792	1	1664	59	True	0.0001482655224448852	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697021183/version_0	4	224	2	8	0.1242322472006438	True	128	128	98	59	832400	1	TransformerEncoder	39		min	0.00022659336763281116	1	0.3333333333333333	0	5	loss	0.5738982768041844	4	1	0.8802747130393982	31999	3967.5711827278137	1697025160.3126798	0.0001482655224448852	1.0589956045150757	1800	799	0.9359999895095824	charmed-sweep-166
54	transformer	0.9189811890750016	0.991744931798327		0.8587694113685116	3.8817214848189056e-05	0.0610950063246164	3	1	adam	reduceonplateau	2	736	1	960	59	True	5.601817632683046e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697020770/version_0	4	208	4	4	0.09668393637810652	True	128	128	98	59	4030800	2	TransformerEncoder	39		min	3.8817214848189056e-05	1	0.3333333333333333	0	5	loss	0.8587694113685116	4	2	0.7332392930984497	43999	3506.4907784461975	1697024284.5077455	5.601817632683046e-06	0.937740683555603	1800	799	0.8980000019073486	stellar-sweep-165
55	transformer	0.8507077123218094	0.9984115620931712		0.586891321716435	0.0006099435272117923	0.18184964216161947	3	1	adam	reduceonplateau	2	784	1	128	59	True	0.00010475290136026066	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697020766/version_0	6	96	6	4	0.0714825754075235	True	128	128	98	59	1087700	2	TransformerEncoder	39		min	0.0006099435272117923	1	0.3333333333333333	0	5	loss	0.586891321716435	4	2	0.5675976276397705	41599	4426.291948080063	1697025203.7225502	0.00010475290136026066	0.7047532796859741	1800	799	0.9300000071525574	usual-sweep-164
56	transformer	0.8438026506537302	0.985565239759462		0.6427766274421685	0.0007567490491618175	0.34395559693592115	3	1	adam	None	2	240	1	512	59	True	2.631532068687485e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697020569/version_0	8	96	4	8	0.08068630503961537	True	128	128	98	59	309200	3	TransformerEncoder	39		min	0.0007567490491618175	1	0.3333333333333333	0	5	loss	0.6427766274421685	4	3	0.7657928466796875	33599	4469.081478595734	1697025048.3631036	2.631532068687485e-05	1.2194955348968506	1800	799	0.7829999923706055	sandy-sweep-163
57	transformer	0.851500527021715	0.9960103872153264		0.6593119564459942	0.00021557170313671095	0.08190956421601098	3	1	adam	warmupinvsqrt	2	1792	1	1856	59	True	0.0010325054774948633	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697020143/version_0	4	496	8	4	0.11970346837168158	True	128	128	98	59	4802500	3	TransformerEncoder	39		min	0.00021557170313671095	1	0.3333333333333333	18759	5	loss	0.6593119564459942	4	3	0.8822245001792908	11839	2506.9733440876007	1697022656.7066572	0.0006494783642219407	1.095402479171753	666	295	0.9100000262260436	avid-sweep-162
58	transformer	0.8970760839850064	0.998878390006732		0.6685954679931302	0.00045318832080398894	0.3938753191367041	3	1	adam	reduceonplateau	2	944	1	192	59	True	0.00787937465636976	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697020097/version_0	8	448	6	4	0.056805279570320624	True	128	128	98	59	3107500	4	TransformerEncoder	39		min	0.00045318832080398894	1	0.3333333333333333	0	5	loss	0.6685954679931302	4	4	2.860539436340332	8771	2162.1273007392883	1697022267.3644907	0.00045318832080398894	3.547020435333252	459	203	0.0	dark-sweep-161
59	transformer	0.9142708437849564	0.9913575492939888		0.21237469870527612	0.0009530317697082248	0.1579087038707555	3	1	adam	None	2	400	1	1600	59	True	0.000418445428591084	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697020095/version_0	6	448	2	2	0.1116550320992144	True	128	128	98	59	3235500	1	TransformerEncoder	39		min	0.0009530317697082248	1	0.3333333333333333	0	5	loss	0.21237469870527612	4	1	0.7960900068283081	28399	4532.619860172272	1697024637.566214	0.000418445428591084	0.9636074304580688	1278	567	0.930999994277954	crimson-sweep-160
60	transformer	0.8619161789882098	0.9930433117683966		0.6378903658339219	0.0009580738152966976	0.4071098864038695	3	1	adam	reduceonplateau	2	432	1	320	59	True	2.0079807821383817e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697019850/version_0	8	112	6	2	0.024839466640218924	True	128	128	98	59	3927700	4	TransformerEncoder	39		min	0.0009580738152966976	1	0.3333333333333333	0	5	loss	0.6378903658339219	4	4	0.5138474702835083	37599	3639.0682945251465	1697023497.9838445	2.0079807821383817e-05	1.1173804998397827	1800	799	0.652999997138977	rural-sweep-159
61	transformer	0.9906745505045657	0.991534315773606		0.5712976272394543	0.0009975744824136116	0.16774240622770492	3	1	adam	warmupinvsqrt	2	1920	1	1600	59	True	0.005280084165151532	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697019585/version_0	6	144	8	4	0.11103551457910105	True	128	128	98	59	1366300	1	TransformerEncoder	39		min	0.0009975744824136116	1	0.3333333333333333	5692	5	loss	0.5712976272394543	4	1	0.7963854074478149	33599	4753.9756054878235	1697024350.3770654	0.002174579332611241	0.9153777956962584	1800	799	0.9330000281333924	winter-sweep-158
62	transformer	0.8160024479568878	0.9981193165820664		0.19938546315573985	0.0005904190705831068	0.393174490570467	3	1	adam	None	2	1072	1	704	59	True	0.005543432534024005	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697019490/version_0	6	448	2	2	0.06726953179292779	True	128	128	98	59	4246700	4	TransformerEncoder	39		min	0.0005904190705831068	1	0.3333333333333333	0	5	loss	0.19938546315573985	4	4	2.87654709815979	15299	2615.4811460971832	1697022113.4682062	0.005543432534024005	4.1934356689453125	459	203	0.0	gentle-sweep-157
63	transformer	0.982091253080986	0.980665990612382		0.5648843051347286	0.000697211630290579	0.3488844511352468	3	1	adam	warmupinvsqrt	2	528	1	640	59	True	3.590152286346113e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697019107/version_0	6	304	4	8	0.12239205822915464	True	128	128	98	59	133100	3	TransformerEncoder	39		min	0.000697211630290579	1	0.3333333333333333	756	5	loss	0.5648843051347286	4	3	1.5790027379989624	45599	5767.661956071854	1697024881.102327	4.625545433039037e-07	2.573873519897461	1800	799	0.18700000643730164	chocolate-sweep-156
64	transformer	0.942423399622308	0.985580401525632		0.43886999727933984	0.0009610196494237736	0.1314229868094106	3	1	adam	None	2	1600	1	1344	59	True	2.2271747181799787e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697019092/version_0	8	80	2	4	0.13083732373026702	True	128	128	98	59	4291800	4	TransformerEncoder	39		min	0.0009610196494237736	1	0.3333333333333333	0	5	loss	0.43886999727933984	4	4	0.9438906311988832	39999	3394.141546726227	1697022494.8294606	2.2271747181799787e-05	1.1499998569488523	1800	799	0.8870000243186951	misty-sweep-155
65	transformer	0.8723297320769896	0.9939389486001444		0.6442542641711531	0.0005741923873369447	0.07820033744588406	3	1	adam	None	2	768	1	576	59	True	0.00010876160544964554	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697019066/version_0	4	480	2	8	0.014151433139608227	True	128	128	98	59	1824000	2	TransformerEncoder	39		min	0.0005741923873369447	1	0.3333333333333333	0	5	loss	0.6442542641711531	4	2	0.13125501573085785	25439	3064.2749166488647	1697022138.8554406	0.00010876160544964554	0.3575572371482849	1431	635	0.930999994277954	polished-sweep-154
66	transformer	0.8682285079061706	0.9976946251439226		0.30993685493769646	7.545320634811096e-05	0.02572384739187894	3	1	adam	warmupinvsqrt	2	288	1	1600	59	True	7.12470920584456e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697018409/version_0	4	416	8	2	0.14262888907173216	True	128	128	98	59	2486200	5	TransformerEncoder	39		min	7.545320634811096e-05	1	0.3333333333333333	17265	5	loss	0.30993685493769646	4	5	0.9761291742324828	55999	8298.880008459091	1697026717.7454774	3.9584760807644145e-05	1.112252712249756	1800	799	0.9290000200271606	woven-sweep-153
67	transformer	0.9115519369950066	0.9848886558996316		0.8643130513880671	0.00014804137486493604	0.21144633394504708	3	1	adam	None	2	224	1	384	59	True	0.00032258635489476156	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697018393/version_0	4	144	4	2	0.07620825981317934	True	128	128	98	59	1861100	3	TransformerEncoder	39		min	0.00014804137486493604	1	0.3333333333333333	0	5	loss	0.8643130513880671	4	3	0.5853262543678284	27719	2756.8481209278107	1697021160.925997	0.00032258635489476156	0.7029407024383545	1386	615	0.9399999976158142	jolly-sweep-152
68	transformer	0.960989138651897	0.9942601307759236		0.18495241090144257	0.000608803588002957	0.041739874569548086	3	1	adam	warmupinvsqrt	2	880	1	1600	59	True	3.066285509327318e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697018357/version_0	8	48	8	4	0.10763867270238056	True	128	128	98	59	424500	3	TransformerEncoder	39		min	0.000608803588002957	1	0.3333333333333333	1929	5	loss	0.18495241090144257	4	3	0.8226604461669922	36799	3865.441631317138	1697022230.4432063	7.0246776324288714e-06	1.0390870571136477	1800	799	0.8650000095367432	cool-sweep-151
69	transformer	0.8933419043175491	0.9827024065812554		0.639960044792981	0.00018160121928875616	0.02947412623940804	3	1	adam	None	2	912	1	832	59	True	0.0022118219109299154	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697018255/version_0	6	384	2	2	0.1103353240605512	True	128	128	98	59	2932900	3	TransformerEncoder	39		min	0.00018160121928875616	1	0.3333333333333333	0	5	loss	0.639960044792981	4	3	0.8583251237869263	35199	9334.95029592514	1697027598.896724	0.0022118219109299154	1.2284364700317385	1800	799	0.7409999966621399	dandy-sweep-150
70	transformer	0.9189267437774034	0.9887598629116392		0.29473599352748725	0.0008962377365738869	0.03608177083922581	3	1	adam	warmupinvsqrt	2	704	1	448	59	True	5.74761371023154e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697018212/version_0	8	192	2	4	0.1440392792720452	True	128	128	98	59	4232600	4	TransformerEncoder	39		min	0.0008962377365738869	1	0.3333333333333333	24048	5	loss	0.29473599352748725	4	4	0.984230101108551	45599	5976.8999173641205	1697024204.5500903	4.176536067306901e-05	1.1667375564575195	1800	799	0.9089999794960022	treasured-sweep-149
71	transformer	0.9179855419738234	0.9845997883085992		0.6922940515169353	0.00014956454599597484	0.4231369203264972	3	1	adam	None	2	1360	1	320	59	True	3.715906594951469e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697017913/version_0	6	480	8	8	0.12563989817091892	True	128	128	98	59	3956900	3	TransformerEncoder	39		min	0.00014956454599597484	1	0.3333333333333333	0	5	loss	0.6922940515169353	4	3	0.8855122923851013	47199	6308.567771196365	1697024229.249354	3.715906594951469e-05	1.088959574699402	1800	799	0.9359999895095824	legendary-sweep-148
72	transformer	0.9494786998678147	0.9944817163089268		0.816848353509905	0.00027269260993169635	0.24102619444295376	3	1	adam	reduceonplateau	2	688	1	512	59	True	0.00012572872290875708	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697017735/version_0	8	112	8	4	0.19155573536358295	True	128	128	98	59	79400	5	TransformerEncoder	39		min	0.00027269260993169635	1	0.3333333333333333	0	5	loss	0.816848353509905	4	5	1.2590724229812622	42243	4560.748655080795	1697022306.274348	0.00012572872290875708	1.3720574378967283	1611	715	0.9390000104904176	ethereal-sweep-147
73	transformer	0.8444858462234567	0.997442848346102		0.7463011135566289	4.487359100282314e-05	0.4372200980027492	3	1	adam	warmupinvsqrt	2	1744	1	1152	59	True	0.002509112592060153	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697017629/version_0	2	272	2	2	0.1541072635104077	True	128	128	98	59	1780500	2	TransformerEncoder	39		min	4.487359100282314e-05	1	0.3333333333333333	8167	5	loss	0.7463011135566289	4	2	1.167376160621643	36799	2493.2557377815247	1697020129.972957	0.0011827667912339805	1.6227214336395264	1800	799	0.7839999794960022	super-sweep-146
74	transformer	0.8716565387804766	0.9984854428760528		0.12664124171722124	0.0001937947964728899	0.0913517300910804	3	1	adam	reduceonplateau	2	1600	1	1920	59	True	0.00014313664164335204	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697017457/version_0	2	144	2	8	0.055566700361169376	True	128	128	98	59	2819200	3	TransformerEncoder	39		min	0.0001937947964728899	1	0.3333333333333333	0	5	loss	0.12664124171722124	4	3	0.43690624833106995	34599	2611.447304725647	1697020078.0265267	0.00014313664164335204	0.6434280276298523	1557	691	0.9290000200271606	lyric-sweep-145
75	transformer	0.935518801703156	0.9934225999369688		0.7406994117349608	0.0007770614335844642	0.32754815877817495	3	1	adam	warmupinvsqrt	2	2000	1	448	59	True	0.0007150999898931184	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697017244/version_0	2	432	2	8	0.19163668524034477	True	128	128	98	59	1421500	3	TransformerEncoder	39		min	0.0007770614335844642	1	0.3333333333333333	5686	5	loss	0.7406994117349608	4	3	1.260907769203186	31679	3494.146470308304	1697020748.903469	0.00030314608380256386	1.4410345554351809	1782	791	0.9350000023841858	worthy-sweep-144
76	transformer	0.9031007386426172	0.993668446221004		0.4999178446610608	0.00013108771564793406	0.4652337735334632	3	1	adam	warmupinvsqrt	2	1280	1	1920	59	True	0.0006061857168701308	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697017237/version_0	6	432	6	8	0.006621138632647705	True	128	128	98	59	4377200	2	TransformerEncoder	39		min	0.00013108771564793406	1	0.3333333333333333	17098	5	loss	0.4999178446610608	4	2	0.0890224426984787	18879	4209.380247831345	1697021453.9182608	0.0005774812745386518	0.5688341856002808	1062	471	0.915000021457672	stilted-sweep-143
77	transformer	0.9486996099420896	0.990062968902137		0.2703349426201963	2.3418279331191053e-06	0.1961775884232736	3	1	adam	reduceonplateau	2	1792	1	1408	59	True	3.355104054696685e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697017233/version_0	4	512	6	8	0.08667948694034122	True	128	128	98	59	3584800	4	TransformerEncoder	39		min	2.3418279331191053e-06	1	0.3333333333333333	0	5	loss	0.2703349426201963	4	4	0.6441538333892822	31999	7273.104931116104	1697024515.311656	2.3418279331191053e-06	0.8056603670120239	1800	799	0.9269999861717224	worthy-sweep-142
78	transformer	0.8955378363770329	0.9843512469418008		0.513603708270735	6.4504914784061e-05	0.4365939816566198	3	1	adam	None	2	16	1	2048	59	True	2.636931419107699e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697017222/version_0	6	16	8	8	0.12865701918329542	True	128	128	98	59	2675400	2	TransformerEncoder	39		min	6.4504914784061e-05	1	0.3333333333333333	0	5	loss	0.513603708270735	4	2	2.9589591026306152	127499	6194.014162063599	1697023424.246192	2.636931419107699e-06	3.5999255180358887	459	203	0.0	easy-sweep-141
79	transformer	0.9837069631610726	0.980981079710212		0.32568768934534226	0.0009558956851941944	0.44997124040727954	3	1	adam	warmupinvsqrt	2	64	1	1536	59	True	0.0031322776230414883	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697016952/version_0	4	480	2	4	0.011005794174046858	True	128	128	98	59	662000	4	TransformerEncoder	39		min	0.0009558956851941944	1	0.3333333333333333	10343	5	loss	0.32568768934534226	4	4	2.217298746109009	33911	2606.1818602085114	1697019568.495963	0.00173386170273411	4.659579277038574	486	215	0.6320000290870667	decent-sweep-140
80	transformer	0.9570444570074548	0.991713254748865		0.4124314138968264	0.0004445614389611875	0.014775901106942936	3	1	adam	warmupinvsqrt	2	320	1	320	59	True	0.0014099239756505469	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697016816/version_0	2	304	2	4	0.17504079311627976	True	128	128	98	59	3793800	4	TransformerEncoder	39		min	0.0004445614389611875	1	0.3333333333333333	23711	5	loss	0.4124314138968264	4	4	1.159561276435852	50399	3254.5788280963898	1697020082.2033122	0.0009676693081470498	1.2941495180130005	1800	799	0.9269999861717224	fanciful-sweep-139
81	transformer	0.8430431384461489	0.9822016562447242		0.7543441232530754	0.0008399513317878504	0.4736522290320655	3	1	adam	warmupinvsqrt	2	128	1	896	59	True	1.2332523760808526e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697016523/version_0	8	480	6	8	0.1762864145235303	True	128	128	98	59	636700	3	TransformerEncoder	39		min	0.0008399513317878504	1	0.3333333333333333	4974	5	loss	0.7543441232530754	4	3	1.261361837387085	63199	9895.141048431396	1697026430.2670755	3.4619270810674604e-06	1.547468185424805	1800	799	0.8320000171661377	electric-sweep-138
82	transformer	0.935911500497192	0.9901439125333326		0.6934735902860706	0.0006745609972188006	0.4700427130362291	3	1	adam	warmupinvsqrt	2	1248	1	128	59	True	1.8940894989091135e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697016402/version_0	6	80	8	8	0.02195904611287505	True	128	128	98	59	1243500	1	TransformerEncoder	39		min	0.0006745609972188006	1	0.3333333333333333	5978	5	loss	0.6934735902860706	4	1	3.0793161392211914	9995	1205.7167325019836	1697017615.6101584	1.4683594841204074e-06	3.103757858276367	459	203	0.0	curious-sweep-137
83	transformer	0.8397083300691057	0.9944992126764524		0.8170406168120541	0.000824281625442573	0.4631386346320074	3	1	adam	warmupinvsqrt	2	1488	1	704	59	True	2.6848631581446668e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697016267/version_0	2	256	8	2	0.05135443954150512	True	128	128	98	59	3083400	4	TransformerEncoder	39		min	0.000824281625442573	1	0.3333333333333333	12433	5	loss	0.8170406168120541	4	4	2.6819727420806885	8363	929.790736913681	1697017205.219972	1.7973229361568456e-06	3.317171096801758	459	203	0.0	crisp-sweep-136
84	transformer	0.8091317754333033	0.9880199142017834		0.46842038882524306	0.0008343923848580899	0.4359057052727092	3	1	adam	reduceonplateau	2	1120	1	960	59	True	1.0861017879920546e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697016233/version_0	4	64	4	2	0.1904679443642637	True	128	128	98	59	4480100	1	TransformerEncoder	39		min	0.0008343923848580899	1	0.3333333333333333	0	5	loss	0.46842038882524306	4	1	3.308310270309448	9179	980.0596175193788	1697017224.7907636	1.0861017879920546e-06	3.56274676322937	459	203	0.0	amber-sweep-135
85	transformer	0.91311084651993	0.9923842801733362		0.3422642765043147	0.0002719724667589015	0.30365641668767274	3	1	adam	warmupinvsqrt	2	976	1	768	59	True	0.00047197764560173586	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697016177/version_0	4	416	4	8	0.013565107846160874	True	128	128	98	59	759900	3	TransformerEncoder	39		min	0.0002719724667589015	1	0.3333333333333333	3114	5	loss	0.3422642765043147	4	3	0.1288066953420639	22303	2890.4549598693848	1697019076.423822	0.00017651795625042414	0.37531596422195435	1224	543	0.9419999718666076	sandy-sweep-134
86	transformer	0.8508135688816937	0.996650198091052		0.3607176787586629	0.0007381687285060103	0.28654587868386067	3	1	adam	None	2	1248	1	384	59	True	2.0833304755048013e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697016126/version_0	8	352	8	4	0.004930928730389872	True	128	128	98	59	2176500	4	TransformerEncoder	39		min	0.0007381687285060103	1	0.3333333333333333	0	5	loss	0.3607176787586629	4	4	0.3208174705505371	39199	7578.448539733887	1697023711.8938138	2.0833304755048013e-06	1.1246423721313477	1800	799	0.6269999742507935	curious-sweep-133
87	transformer	0.8029250541803752	0.9842831276522328		0.7469129511999972	3.263121145016562e-05	0.17970554612137324	3	1	adam	None	2	640	1	1088	59	True	0.006683296646985721	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697016052/version_0	6	384	2	8	0.008728576243988219	True	128	128	98	59	1634300	3	TransformerEncoder	39		min	3.263121145016562e-05	1	0.3333333333333333	0	5	loss	0.7469129511999972	4	3	2.0498812198638916	12851	2283.145632982254	1697018342.505811	0.006683296646985721	4.377215385437012	459	203	0.0	bright-sweep-132
