	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	train_loss	trainer/global_step	_runtime	_timestamp	lr-Adam	val_loss	_step	epoch	max_val_accuracy	name
10	transformer	0.8724835051250188	0.986975706550827		0.5395079147977657	0.0008469031149432859	0.27785168609628486	3	1	adam	warmupinvsqrt	2	608	1	1280	59	True	8.516446464319925e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697026741/version_0	2	160	8	8	0.18303520231705367	True	128	128	98	59	1456600	2	TransformerEncoder	39		min	0.0008469031149432859	1	0.3333333333333333	9582	5	loss	0.5395079147977657	4	2	1.2189704179763794	52799	4406.2818875312805	1697031158.0273435	3.630288555573862e-05	1.349890112876892	1800	799	0.9300000071525574	devout-sweep-209
11	transformer	0.8847073123386378	0.9888526322396092		0.6047071795460192	0.0006360150056428409	0.35873269961587556	3	1	adam	reduceonplateau	2	880	1	1856	59	True	1.934397733566261e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697026606/version_0	4	272	4	4	0.12647750827955626	True	128	128	98	59	4640600	4	TransformerEncoder	39		min	0.0006360150056428409	1	0.3333333333333333	0	5	loss	0.6047071795460192	4	4	1.344857096672058	36799	5432.031272411346	1697032050.0268664	1.934397733566261e-06	2.1674692630767822	1800	799	0.35600000619888306	confused-sweep-208
12	transformer	0.9406069066304612	0.9834623764362352		0.1659428404594686	0.0008460733231893824	0.2500425722670018	3	1	adam	reduceonplateau	2	816	1	832	59	True	0.00021910112037387648	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697026508/version_0	8	256	4	2	0.021893943036722964	True	128	128	98	59	905400	2	TransformerEncoder	39		min	0.0008460733231893824	1	0.3333333333333333	0	5	loss	0.1659428404594686	4	2	0.19715702533721924	31199	4449.227185964584	1697030965.315265	0.00021910112037387648	0.3732883930206299	1404	623	0.9390000104904176	clean-sweep-207
13	transformer	0.942220108693424	0.9815095643195176		0.18827636683599824	0.0007961783153200967	0.19161169131630615	3	1	adam	None	2	864	1	1344	59	True	5.037598498955396e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697026451/version_0	4	320	4	2	0.1151222451245291	True	128	128	98	59	1563900	4	TransformerEncoder	39		min	0.0007961783153200967	1	0.3333333333333333	0	5	loss	0.18827636683599824	4	4	0.8843400478363037	37599	4983.002285003662	1697031441.643525	5.037598498955396e-06	1.1103616952896118	1800	799	0.8840000033378601	visionary-sweep-206
14	transformer	0.840120354852453	0.9802528768839712		0.5302983789230317	0.0007753537083009679	0.12068568239560824	3	1	adam	warmupinvsqrt	2	1840	1	1600	59	True	0.00123236505709384	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697026406/version_0	8	480	8	4	0.07258717384473379	True	128	128	98	59	312700	3	TransformerEncoder	39		min	0.0007753537083009679	1	0.3333333333333333	1359	5	loss	0.5302983789230317	4	3	0.6340828537940979	9679	4114.881166219711	1697030528.665094	0.0004628078411324357	1.2172951698303225	495	219	0.8569999933242798	serene-sweep-205
15	transformer	0.940830336513503	0.9885425440162224		0.6561075926291373	0.000650604048558048	0.04010706873506093	3	1	adam	warmupinvsqrt	2	1824	1	576	59	True	0.00022385516385643495	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697026378/version_0	2	336	8	4	0.164630977058044	True	128	128	98	59	69700	4	TransformerEncoder	39		min	0.000650604048558048	1	0.3333333333333333	305	5	loss	0.6561075926291373	4	4	1.1007812023162842	18831	1865.4870111942291	1697028252.5747352	2.8521788887060383e-05	1.2350937128067017	963	427	0.9229999780654908	decent-sweep-204
16	transformer	0.9651421523602453	0.9808787583412972		0.6927227308410331	0.0003108750175411836	0.20435454035166273	3	1	adam	None	2	752	1	1088	59	True	0.000250104528164371	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697026103/version_0	6	176	4	2	0.1602256593150954	True	128	128	98	59	41000	1	TransformerEncoder	39		min	0.0003108750175411836	1	0.3333333333333333	0	5	loss	0.6927227308410331	4	1	1.0825296640396118	25703	3018.195701122284	1697029131.184555	0.000250104528164371	1.2126960754394531	1071	475	0.9369999766349792	lucky-sweep-203
17	transformer	0.9329388517988108	0.9809804955974292		0.15920916375793104	0.0004539032375627351	0.15185862691965055	3	1	adam	None	2	1952	1	2048	59	True	1.4107865694198947e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697025966/version_0	8	192	2	4	0.03244261659847403	True	128	128	98	59	1898800	3	TransformerEncoder	39		min	0.0004539032375627351	1	0.3333333333333333	0	5	loss	0.15920916375793104	4	3	0.2878337800502777	32799	4032.203939437866	1697030022.7240984	1.4107865694198947e-05	0.5578961372375488	1800	799	0.902999997138977	bright-sweep-202
18	transformer	0.972719511214874	0.9860928217992286		0.7972538280476148	0.0004921791972949813	0.08431165512351835	3	1	adam	None	2	848	1	1280	59	True	2.2304564571752215e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697025910/version_0	6	208	8	2	0.010532928800395403	True	128	128	98	59	3963400	4	TransformerEncoder	39		min	0.0004921791972949813	1	0.3333333333333333	0	5	loss	0.7972538280476148	4	4	0.20330561697483063	38399	5988.647418022156	1697031909.982417	2.2304564571752215e-06	0.5908457040786743	1800	799	0.8399999737739563	generous-sweep-201
19	transformer	0.8147381556919275	0.9896649828376136		0.8141922472142106	0.0004383163039097285	0.07200414664229698	3	1	adam	reduceonplateau	2	1232	1	2048	59	True	1.2463906136826016e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697025755/version_0	6	192	4	4	0.04918457848035014	True	128	128	98	59	2711500	4	TransformerEncoder	39		min	0.0004383163039097285	1	0.3333333333333333	0	5	loss	0.8141922472142106	4	4	0.549670934677124	45599	4307.033564567566	1697030069.4510877	1.2463906136826016e-06	0.9981703162193298	1800	799	0.7179999947547913	scarlet-sweep-200
20	transformer	0.8514399592134655	0.9893090168494266		0.7343776890148539	0.0006943348635985213	0.2727353839697151	3	1	adam	None	2	592	1	448	59	True	1.4833205862953225e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697025593/version_0	8	224	6	8	0.10753883553117922	True	128	128	98	59	3468100	4	TransformerEncoder	39		min	0.0006943348635985213	1	0.3333333333333333	0	5	loss	0.7343776890148539	4	4	1.199480056762695	54399	7842.7050013542175	1697033446.6698225	1.4833205862953225e-06	1.9678393602371216	1800	799	0.3869999945163727	volcanic-sweep-199
21	transformer	0.8164022997845974	0.9855397154467358		0.10795393819364564	0.0005995954808001382	0.017202351703993812	3	1	adam	warmupinvsqrt	2	1024	1	576	59	True	0.0013984959216700786	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697025535/version_0	2	224	2	8	0.1489768370443446	True	128	128	98	59	941800	4	TransformerEncoder	39		min	0.0005995954808001382	1	0.3333333333333333	3678	5	loss	0.10795393819364564	4	4	1.0116835832595823	31839	2143.1241636276245	1697027688.8789706	0.0004756127699371776	1.167313575744629	1791	795	0.9350000023841858	magic-sweep-198
22	transformer	0.9756814404805024	0.9917428973977832		0.39512013226794773	0.0004466452143062111	0.07884173542176909	3	1	adam	reduceonplateau	2	976	1	192	59	True	0.0006239610439426696	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697025410/version_0	6	320	8	4	0.004050188734309734	True	128	128	98	59	1055100	5	TransformerEncoder	39		min	0.0004466452143062111	1	0.3333333333333333	0	5	loss	0.39512013226794773	4	5	0.044191427528858185	30011	5174.721808195114	1697030594.1425712	0.0004466452143062111	0.19729523360729215	1647	731	0.9399999976158142	happy-sweep-197
23	transformer	0.8781604931006608	0.9974829777817772		0.7316496058119951	0.00016863124092752896	0.0016062993886961086	3	1	adam	None	2	32	1	1472	59	True	0.006172164325904152	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697025357/version_0	4	96	6	4	0.0594288575897429	True	128	128	98	59	4521700	2	TransformerEncoder	39		min	0.00016863124092752896	1	0.3333333333333333	0	5	loss	0.7316496058119951	4	2	1.472421407699585	71363	3246.1528108119965	1697028610.4499807	0.006172164325904152	3.76352596282959	513	227	0.0130000002682209	dashing-sweep-196
24	transformer	0.8888730548881878	0.9942409232005556		0.5580401624730041	0.000624612324016116	0.4354529358415231	3	1	adam	None	2	2016	1	192	59	True	0.0003367473676174028	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697025329/version_0	2	304	4	8	0.06139316529917436	True	128	128	98	59	4081800	4	TransformerEncoder	39		min	0.000624612324016116	1	0.3333333333333333	0	5	loss	0.5580401624730041	4	4	0.5312700271606445	17439	1452.2233452796936	1697026788.9471662	0.0003367473676174028	0.9733460545539856	981	435	0.8830000162124634	fresh-sweep-195
25	transformer	0.8834531788777237	0.9800956034623828		0.2838652776063695	0.000559417476451237	0.19175335189345216	3	1	adam	warmupinvsqrt	2	768	1	448	59	True	0.0015284678783442935	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697025220/version_0	2	416	4	8	0.0458560677778441	True	128	128	98	59	4072500	3	TransformerEncoder	39		min	0.000559417476451237	1	0.3333333333333333	15908	5	loss	0.2838652776063695	4	3	0.3739277720451355	31999	3578.1109249591827	1697028806.947424	0.001078352431775228	0.5441319942474365	1800	799	0.9390000104904176	dutiful-sweep-194
26	transformer	0.9823633734217802	0.9861834193935468		0.5340958594950899	0.0006286545043126207	0.092631785841281	3	1	adam	reduceonplateau	2	1280	1	1664	59	True	2.0827175775019353e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697025180/version_0	8	208	8	2	0.1180002308377345	True	128	128	98	59	4617600	2	TransformerEncoder	39		min	0.0006286545043126207	1	0.3333333333333333	0	5	loss	0.5340958594950899	4	2	0.9429243206977844	31999	6310.031267642975	1697031500.0382907	2.0827175775019353e-06	1.2174323797225952	1800	799	0.8029999732971191	likely-sweep-193
27	transformer	0.9671697195295308	0.9893629524780742		0.8523692154776458	0.00018211077190879145	0.12180800340281706	3	1	adam	None	2	1728	1	768	59	True	0.0004850883410370152	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697025068/version_0	8	64	6	4	0.13128863200689558	True	128	128	98	59	808900	4	TransformerEncoder	39		min	0.00018211077190879145	1	0.3333333333333333	0	5	loss	0.8523692154776458	4	4	0.9130025506019592	37599	4364.543486118317	1697029443.20863	0.0004850883410370152	1.0230960845947266	1800	799	0.944000005722046	glowing-sweep-192
28	transformer	0.816526031458285	0.9894780612000804		0.2566344708787892	0.00018673977736895472	0.4480628285485936	3	1	adam	warmupinvsqrt	2	464	1	256	59	True	0.0006559670288273611	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697024899/version_0	8	272	8	8	0.0776119628326481	True	128	128	98	59	3035000	1	TransformerEncoder	39		min	0.00018673977736895472	1	0.3333333333333333	13081	5	loss	0.2566344708787892	4	1	0.5911473035812378	35199	5098.711626291275	1697030004.7681203	0.0004001315124710466	0.7770001292228699	1800	799	0.9399999976158142	fragrant-sweep-191
29	transformer	0.9249430076628156	0.9855633987861444		0.4489383374867367	0.0002809480219227745	0.19589509344605793	3	1	adam	warmupinvsqrt	2	1200	1	896	59	True	0.00029003408314839555	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697024890/version_0	6	464	6	4	0.09978092320783284	True	128	128	98	59	809600	5	TransformerEncoder	39		min	0.0002809480219227745	1	0.3333333333333333	3373	5	loss	0.4489383374867367	4	5	0.7206211090087891	30239	5161.2201726436615	1697030058.7373188	9.693221053291708e-05	0.8621842265129089	1620	719	0.9430000185966492	whole-sweep-190
30	transformer	0.9257177852470566	0.9889509729490806		0.5085095777413693	0.0008948140480452625	0.18366673207186512	3	1	adam	reduceonplateau	2	128	1	1344	59	True	7.591760028298541e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697024656/version_0	8	160	2	8	0.011257011685838836	True	128	128	98	59	2436900	2	TransformerEncoder	39		min	0.0008948140480452625	1	0.3333333333333333	0	5	loss	0.5085095777413693	4	2	0.16727036237716675	63199	7552.52562212944	1697032218.002478	7.591760028298541e-06	0.5450103282928467	1800	799	0.8759999871253967	clean-sweep-189
31	transformer	0.877623923785603	0.9913039789636436		0.44348695764484825	0.00035500755295028946	0.2105552935505821	3	1	adam	warmupinvsqrt	2	144	1	896	59	True	0.006947584404055776	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697024538/version_0	4	112	4	2	0.04882163076682669	True	128	128	98	59	1791400	2	TransformerEncoder	39		min	0.00035500755295028946	1	0.3333333333333333	12440	5	loss	0.44348695764484825	4	2	0.4331286251544952	34439	3627.1840794086456	1697028175.5929644	0.004179788008680517	0.6110049486160278	1107	491	0.9229999780654908	amber-sweep-188
32	transformer	0.8568290676497334	0.991792697337134		0.8822576834571889	0.0007963033991762103	0.07277068173997442	3	1	adam	None	2	1312	1	1472	59	True	0.0005017720552631509	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697024488/version_0	4	144	8	2	0.17658927332920493	True	128	128	98	59	1191100	5	TransformerEncoder	39		min	0.0007963033991762103	1	0.3333333333333333	0	5	loss	0.8822576834571889	4	5	1.1679989099502563	40503	2814.0896706581116	1697027309.313871	0.0005017720552631509	1.3184226751327517	1494	663	0.9380000233650208	tough-sweep-187
33	transformer	0.9721834392413392	0.9893650386124424		0.3855503913037266	0.0005802458393844931	0.2204229505124304	3	1	adam	warmupinvsqrt	2	1008	1	832	59	True	1.0791304704736129e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697024368/version_0	6	16	8	2	0.10785257701908478	True	128	128	98	59	4645000	5	TransformerEncoder	39		min	0.0005802458393844931	1	0.3333333333333333	18432	5	loss	0.3855503913037266	4	5	3.440406322479248	8159	1199.5161554813385	1697025579.3051164	4.753981890324292e-06	3.682138442993164	459	203	0.0	copper-sweep-186
34	transformer	0.8132941493641724	0.9974708780700317		0.814632498356313	0.0005327182600404606	0.3885431292380274	3	1	adam	None	2	800	1	576	59	True	0.007658759246428349	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697024304/version_0	8	464	6	2	0.16985841285408587	True	128	128	98	59	2284600	2	TransformerEncoder	39		min	0.0005327182600404606	1	0.3333333333333333	0	5	loss	0.814632498356313	4	2	3.232410430908203	10199	2948.0873925685883	1697027262.7978356	0.007658759246428349	3.934164762496948	459	203	0.0	lively-sweep-185
35	transformer	0.8433544655879078	0.991358037926018		0.3365790738607831	0.000480988045177939	0.41469562574237784	3	1	adam	None	2	352	1	1024	59	True	3.5653587526966855e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697024245/version_0	8	368	6	4	0.18533906774068015	True	128	128	98	59	3688400	3	TransformerEncoder	39		min	0.000480988045177939	1	0.3333333333333333	0	5	loss	0.3365790738607831	4	3	1.2278571128845217	45599	5969.628312110901	1697030223.1923642	3.5653587526966855e-05	1.4104112386703491	1800	799	0.9350000023841858	distinctive-sweep-184
36	transformer	0.8693832031054929	0.9937991847994456		0.8870883605576123	0.0003016995817766387	0.17658541193349536	3	1	adam	warmupinvsqrt	2	1920	1	1408	59	True	0.00917486848577662	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697024222/version_0	6	320	6	2	0.13795576936937212	True	128	128	98	59	3918700	2	TransformerEncoder	39		min	0.0003016995817766387	1	0.3333333333333333	16327	5	loss	0.8870883605576123	4	2	2.6164591312408447	10415	2260.835147857666	1697026492.5861208	0.005829612646012535	3.867759704589844	558	247	0.8659999966621399	blooming-sweep-183
37	transformer	0.8142482585049988	0.9927740300521856		0.41993039175899594	0.000915439531059176	0.03314984682479155	3	1	adam	warmupinvsqrt	2	816	1	128	59	True	1.525264856167587e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697023756/version_0	8	256	4	2	0.1773946559058773	True	128	128	98	59	4890700	2	TransformerEncoder	39		min	0.000915439531059176	1	0.3333333333333333	23974	5	loss	0.41993039175899594	4	2	2.789369583129883	10199	1578.5657784938812	1697025342.6154776	6.457595015475518e-07	3.340531826019287	459	203	0.0	zesty-sweep-182
38	transformer	0.9914488979883788	0.9923531963013726		0.8440533233887121	0.0007433219436333635	0.03711117640507944	3	1	adam	warmupinvsqrt	2	496	1	832	59	True	0.00012400633229657824	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697023741/version_0	8	128	2	4	0.021975798133017577	True	128	128	98	59	496600	4	TransformerEncoder	39		min	0.0007433219436333635	1	0.3333333333333333	2002	5	loss	0.8440533233887121	4	4	0.1946433037519455	20007	2834.123229265213	1697026587.0988142	3.926625569225376e-05	0.3916539549827576	1098	487	0.8980000019073486	divine-sweep-181
39	transformer	0.969384356386423	0.993203601377313		0.8786528187808799	9.262162247585208e-05	0.4072845746964699	3	1	adam	warmupinvsqrt	2	1664	1	704	59	True	0.0008358326708686261	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697023517/version_0	4	336	4	2	0.10288279956617184	True	128	128	98	59	2554200	4	TransformerEncoder	39		min	9.262162247585208e-05	1	0.3333333333333333	12279	5	loss	0.8786528187808799	4	4	0.7907420992851257	20971	1992.9708108901975	1697025519.699391	0.0006403079070966388	1.246990442276001	963	427	0.8169999718666077	jolly-sweep-180
40	transformer	0.8640376323636317	0.9844921004642908		0.7509383386010071	0.00024686651937527927	0.3426878024053784	3	1	adam	reduceonplateau	2	1456	1	1216	59	True	1.2161039637100467e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697023442/version_0	2	240	6	4	0.01536419423390878	True	128	128	98	59	4049400	3	TransformerEncoder	39		min	0.00024686651937527927	1	0.3333333333333333	0	5	loss	0.7509383386010071	4	3	2.128501892089844	9995	1022.5020031929016	1697024471.5037062	1.2161039637100467e-06	3.282212018966675	459	203	0.0	polished-sweep-179
41	transformer	0.9141466305369844	0.9829456838543084		0.8086366699972355	0.0001571792061480072	0.47206726925630593	3	1	adam	reduceonplateau	2	368	1	1664	59	True	0.006697383270283747	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697022988/version_0	8	304	6	2	0.10607718171468064	True	128	128	98	59	663900	5	TransformerEncoder	39		min	0.0001571792061480072	1	0.3333333333333333	0	5	loss	0.8086366699972355	4	5	2.9037346839904785	11219	2744.8254311084747	1697025738.2443762	0.0015141858226298487	3.9340744018554688	459	203	0.0	vague-sweep-178
42	transformer	0.855621345128758	0.9944254341071064		0.44563561470262014	1.0926868662483556e-05	0.11770425762775227	3	1	adam	reduceonplateau	2	864	1	1600	59	True	0.0002447915578177174	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-irish/transformer/1697022977/version_0	8	128	2	4	0.11575179217395488	True	128	128	98	59	4116100	5	TransformerEncoder	39		min	1.0926868662483556e-05	1	0.3333333333333333	0	5	loss	0.44563561470262014	4	5	0.8191751837730408	18611	1886.625075340271	1697024873.7962234	1.0926868662483556e-05	0.953537106513977	891	395	0.9290000200271606	vibrant-sweep-177
