	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	lr-Adam	_timestamp	epoch	val_loss	train_loss	trainer/global_step	_step	_runtime	max_val_accuracy	name
10	attentive_lstm	0.8657365592914423	0.9871810739960688		0.44786118273809095	0.0004899456252661054	0.39135873782939856	3	1	adam	reduceonplateau	2	752	1	1216	59	True	0.0008209945268601864	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694219714/version_0	1	368	2	1	0.040319781782187425	True	128	128	82	59	4438000	1	LSTMEncoder	23		min	0.0004899456252661054	1	0.3333333333333333	0	5	loss	0.44786118273809095	4	1	0.0004899456252661054	1694227768.6762424	443	0.3590540885925293	0.3292215168476105	11987	999	8045.502934455872	0.9850000143051147	cosmic-sweep-238
11	attentive_lstm	0.8479724119423883	0.9920516654295342		0.6823768164784694	4.341120805424514e-05	0.43036291557980527	3	1	adam	reduceonplateau	2	240	1	1152	59	True	0.002284170752835688	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694217131/version_0	1	288	1	1	0.06196401498240909	True	128	128	82	59	2480000	1	LSTMEncoder	23		min	4.341120805424514e-05	1	0.3333333333333333	0	5	loss	0.6823768164784694	4	1	4.341120805424514e-05	1694221518.7819333	323	0.5109926462173462	0.47966963052749634	13607	729	4371.202093362808	0.9810000061988832	sleek-sweep-237
12	attentive_lstm	0.959367182626392	0.9934058545934878		0.2187879219510596	0.0003827936776395573	0.0005883256237966816	3	1	adam	warmupinvsqrt	2	384	1	960	59	True	0.0037882661349929207	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694215772/version_0	1	320	1	1	0.14317212103822158	True	128	128	82	59	2673300	3	LSTMEncoder	23		min	0.0003827936776395573	1	0.3333333333333333	6961	5	loss	0.2187879219510596	4	3	0.003141078445212649	1694219697.100026	375	1.0489537715911863	0.9864808320999146	10151	846	3916.380854845047	0.9739999771118164	sleek-sweep-236
13	attentive_lstm	0.9957492882712562	0.9911726924089378		0.3291934751689086	0.00010181955246851456	0.21333358058989216	3	1	adam	warmupinvsqrt	2	1920	1	768	59	True	2.3781861627961885e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694214081/version_0	1	64	2	1	0.011585605779785737	True	128	128	82	59	1070100	3	LSTMEncoder	23		min	0.00010181955246851456	1	0.3333333333333333	2229	5	loss	0.3291934751689086	4	3	1.719662479917515e-06	1694215753.5487597	203	2.610948085784912	2.4611856937408447	4283	459	1657.8982863426208	0.0	playful-sweep-235
14	attentive_lstm	0.8739143469431213	0.9819839732281492		0.26266549061503497	0.0007897223908857781	0.16837362727088268	3	1	adam	reduceonplateau	2	1264	1	1152	59	True	0.0015695424461690131	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694208832/version_0	1	352	2	1	0.005009970975351163	True	128	128	82	59	4451100	3	LSTMEncoder	23		min	0.0007897223908857781	1	0.3333333333333333	0	5	loss	0.26266549061503497	4	3	0.0007897223908857781	1694214053.679942	315	0.11929774284362792	0.05132633075118065	10111	711	5214.367298841476	0.9769999980926514	lively-sweep-234
15	attentive_lstm	0.9874187914793354	0.98604118371395		0.12561963609557678	0.0005979243473410125	0.4881725339129435	3	1	adam	reduceonplateau	2	1664	1	128	59	True	0.0018449407851969793	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694207164/version_0	1	320	2	1	0.1850105678093372	True	128	128	82	59	2968800	3	LSTMEncoder	23		min	0.0005979243473410125	1	0.3333333333333333	0	5	loss	0.12561963609557678	4	3	0.0005979243473410125	1694208818.5712924	799	1.2611539363861084	1.2572704553604126	19999	1800	1643.9496603012085	0.968999981880188	autumn-sweep-233
16	attentive_lstm	0.9413123871893674	0.9951007650264756		0.16161790513263893	2.2971877633827056e-05	0.20013695353866956	3	1	adam	reduceonplateau	2	800	1	1920	59	True	1.5901389210587298e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694205133/version_0	1	256	2	1	0.102539502998701	True	128	128	82	59	4256600	2	LSTMEncoder	23		min	2.2971877633827056e-05	1	0.3333333333333333	0	5	loss	0.16161790513263893	4	2	1.5901389210587298e-05	1694265049.1704955	791	0.7780419588088989	0.7388415336608887	19799	1782	59905.92166876793	0.975000023841858	magic-sweep-227
17	attentive_lstm	0.8883961463202208	0.9862576684915956		0.815083808373225	0.0003644072818566694	0.23067076891071164	3	1	adam	warmupinvsqrt	2	1104	1	1984	59	True	4.2935524928628195e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694204207/version_0	1	352	1	1	0.06497083432993188	True	128	128	82	59	4598500	1	LSTMEncoder	23		min	0.0003644072818566694	1	0.3333333333333333	12495	5	loss	0.815083808373225	4	1	3.208725028449853e-05	1694259359.081116	799	0.540237307548523	0.4983615279197693	22399	1800	55135.55005693436	0.9760000109672546	leafy-sweep-226
18	attentive_lstm	0.98959010155105	0.9880433258259956		0.8734970952300248	0.0008690411430019584	0.048929550030298696	3	1	adam	warmupinvsqrt	2	96	1	320	59	True	0.00013254848894867906	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694200593/version_0	1	352	1	1	0.07249776813316054	True	128	128	82	59	563100	4	LSTMEncoder	23		min	0.0008690411430019584	1	0.3333333333333333	5865	5	loss	0.8734970952300248	4	4	4.0749323143479185e-05	1694203914.487574	591	0.594612717628479	0.5474275350570679	62159	1332	3310.7850499153137	0.9760000109672546	elated-sweep-220
19	attentive_lstm	0.9562147207466514	0.9981380420977308		0.43772512980754585	0.000946068344935637	0.3111407722799199	3	1	adam	None	2	160	1	512	59	True	0.0001742422573791064	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694198615/version_0	1	496	1	1	0.07557945359317848	True	128	128	82	59	1950500	1	LSTMEncoder	23		min	0.000946068344935637	1	0.3333333333333333	0	5	loss	0.43772512980754585	4	1	0.0001742422573791064	1694203578.5714796	671	0.5995112061500549	0.5697664618492126	42335	1512	4957.174835443497	0.9769999980926514	prime-sweep-214
20	attentive_lstm	0.9759251713185207	0.9885658695005544		0.21928060778088543	0.00021875188296876545	0.09401789625078204	3	1	adam	None	2	1520	1	1152	59	True	8.191520044448626e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694191050/version_0	1	272	1	1	0.19919896205599	True	128	128	82	59	3291300	2	LSTMEncoder	23		min	0.00021875188296876545	1	0.3333333333333333	0	5	loss	0.21928060778088543	4	2	8.191520044448626e-05	1694202293.7699895	799	1.3191988468170166	1.2905510663986206	21599	1800	11233.471733808516	0.9800000190734864	young-sweep-213
21	attentive_lstm	0.8654277940149829	0.9890641091339528		0.18122352374622253	0.00014129425536305783	0.088783996612876	3	1	adam	reduceonplateau	2	656	1	1472	59	True	0.00015762893184452495	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694190782/version_0	1	256	2	1	0.04479695173376219	True	128	128	82	59	4688200	2	LSTMEncoder	23		min	0.00014129425536305783	1	0.3333333333333333	0	5	loss	0.18122352374622253	4	2	0.00014129425536305783	1694202922.7368734	447	0.4106165468692779	0.35981395840644836	13887	1008	12123.825401306152	0.9819999933242798	feasible-sweep-212
22	attentive_lstm	0.8808086892213588	0.9842562073923716		0.4144772224795578	0.0005989741140979404	0.3352969902977951	3	1	adam	None	2	816	1	64	59	True	0.0005909296734938813	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694188911/version_0	1	512	1	1	0.19985727248621088	True	128	128	82	59	3943600	1	LSTMEncoder	23		min	0.0005989741140979404	1	0.3333333333333333	0	5	loss	0.4144772224795578	4	1	0.0005909296734938813	1694190338.0686088	587	1.3453843593597412	1.3467531204223633	14699	1323	1419.326694726944	0.9589999914169312	fresh-sweep-209
23	attentive_lstm	0.8441853491487815	0.9842034451482966		0.5617157693858978	0.00013726547340457096	0.4264953249990766	3	1	adam	None	2	1232	1	1408	59	True	0.006052031006892129	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694188237/version_0	1	224	1	1	0.02264071897096336	True	128	128	82	59	1780700	3	LSTMEncoder	23		min	0.00013726547340457096	1	0.3333333333333333	0	5	loss	0.5617157693858978	4	3	0.006052031006892129	1694198105.4892762	291	3.2011377811431885	2.122154235839844	9635	657	9858.345120191574	0.962000012397766	feasible-sweep-208
24	attentive_lstm	0.9170010400317242	0.981956332332053		0.21664320023996608	0.0005952642679259326	0.439844137059567	3	1	adam	reduceonplateau	2	1152	1	1216	59	True	2.4390118659892085e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694187121/version_0	1	256	2	1	0.015736067142846012	True	128	128	82	59	1052000	4	LSTMEncoder	23		min	0.0005952642679259326	1	0.3333333333333333	0	5	loss	0.21664320023996608	4	4	2.4390118659892085e-05	1694200453.0447874	723	0.2066330462694168	0.1461671143770218	19547	1629	13321.7058634758	0.975000023841858	copper-sweep-207
25	attentive_lstm	0.9817133005310628	0.9845637178665336		0.8269989789027629	0.0002378471012653226	0.23501678314185864	3	1	adam	warmupinvsqrt	2	432	1	1728	59	True	0.00020581536189568923	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694183474/version_0	1	304	2	1	0.15438257658557095	True	128	128	82	59	1361200	1	LSTMEncoder	23		min	0.0002378471012653226	1	0.3333333333333333	3150	5	loss	0.8269989789027629	4	1	9.04883264017932e-05	1694207136.1316292	679	1.0852453708648682	1.043122410774231	16319	1530	23653.673181295395	0.9810000061988832	fanciful-sweep-202
26	attentive_lstm	0.9404601330488518	0.9886975016305112		0.253942828896036	0.00020273745162918368	0.30768177264540747	3	1	adam	reduceonplateau	2	1440	1	448	59	True	0.007425432658328277	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694181537/version_0	1	400	2	1	0.11347399136089974	True	128	128	82	59	49500	3	LSTMEncoder	23		min	0.00020273745162918368	1	0.3333333333333333	0	5	loss	0.253942828896036	4	3	0.00020273745162918368	1694183458.3092067	447	0.8549688458442688	0.8137156367301941	9407	1008	1914.0413327217104	0.9649999737739564	worthy-sweep-198
27	attentive_lstm	0.966166090255104	0.9945063165384412		0.11176718601081996	0.0006623685298697369	0.27368436977324295	3	1	adam	reduceonplateau	2	224	1	1792	59	True	0.0015329912057901664	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694181309/version_0	1	192	1	1	0.004049240131242371	True	128	128	82	59	3179500	3	LSTMEncoder	23		min	0.0006623685298697369	1	0.3333333333333333	0	5	loss	0.11176718601081996	4	3	0.0006623685298697369	1694189086.2878916	263	0.13165777921676636	0.0425577349960804	11879	594	7768.396193742752	0.9800000190734864	feasible-sweep-197
28	attentive_lstm	0.96199278863446	0.9877537471656842		0.2821016914522054	0.00014435661159944215	0.47862645615813826	3	1	adam	warmupinvsqrt	2	688	1	1024	59	True	0.003303263080312187	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694181058/version_0	1	304	2	1	0.05680162757362783	True	128	128	82	59	4704500	1	LSTMEncoder	23		min	0.00014435661159944215	1	0.3333333333333333	13675	5	loss	0.2821016914522054	4	1	0.0032102644488006555	1694187100.532786	443	0.5106210708618164	0.47256889939308167	13319	999	6019.405673980713	0.9789999723434448	bright-sweep-196
29	attentive_lstm	0.902157275305423	0.9983960024547884		0.5736690104318787	3.955111769505148e-05	0.05240182899845186	3	1	adam	warmupinvsqrt	2	896	1	64	59	True	1.759332848721212e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694177693/version_0	1	32	1	1	0.16157281427603143	True	128	128	82	59	514200	2	LSTMEncoder	23		min	3.955111769505148e-05	1	0.3333333333333333	1147	5	loss	0.5736690104318787	4	2	8.720026073826301e-06	1694178081.2200794	203	3.094221591949463	2.931457996368408	4691	459	381.60025334358215	0.0	dashing-sweep-192
30	attentive_lstm	0.8377351192549286	0.9981192955376198		0.749572978286431	0.0009164999571851814	0.4109464550084718	3	1	adam	reduceonplateau	2	1648	1	1344	59	True	3.883979646362247e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694177661/version_0	1	96	1	1	0.15733144671356725	True	128	128	82	59	2780200	4	LSTMEncoder	23		min	0.0009164999571851814	1	0.3333333333333333	0	5	loss	0.749572978286431	4	4	3.883979646362247e-06	1694204180.3104534	799	1.1524577140808103	1.140217900276184	19999	1800	26502.259390354156	0.9160000085830688	pleasant-sweep-191
31	attentive_lstm	0.8954381661405918	0.9852314338734812		0.2768004566254957	0.0005556576023986698	0.18296190709913843	3	1	adam	reduceonplateau	2	1872	1	704	59	True	0.00013707995552569448	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694175873/version_0	1	144	2	1	0.09386890733963196	True	128	128	82	59	619700	2	LSTMEncoder	23		min	0.0005556576023986698	1	0.3333333333333333	0	5	loss	0.2768004566254957	4	2	0.00013707995552569448	1694181284.033589	707	0.7165058851242065	0.6842401027679443	15575	1593	5399.867834806442	0.9810000061988832	sandy-sweep-190
32	attentive_lstm	0.9626890893051177	0.9808004121703012		0.2591424327258435	0.0004330451827938832	0.4710399406612085	3	1	adam	reduceonplateau	2	464	1	640	59	True	2.4998152792524855e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694171168/version_0	1	224	1	1	0.16462820424676097	True	128	128	82	59	4025900	4	LSTMEncoder	23		min	0.0004330451827938832	1	0.3333333333333333	0	5	loss	0.2591424327258435	4	4	2.4998152792524855e-05	1694175853.862904	799	1.1657617092132568	1.120707869529724	17599	1800	4669.0021851062775	0.968999981880188	fallen-sweep-189
33	attentive_lstm	0.8673527387228721	0.9907238033825893		0.5210407565585962	0.00033232178145656987	0.3645922398708647	3	1	adam	reduceonplateau	2	1696	1	1664	59	True	9.951736660627e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694170971/version_0	1	416	2	1	0.12633800942369255	True	128	128	82	59	916800	3	LSTMEncoder	23		min	0.00033232178145656987	1	0.3333333333333333	0	5	loss	0.5210407565585962	4	3	9.951736660627e-06	1694198275.143823	799	0.9379948377609252	0.8861892819404602	19199	1800	27295.826197624207	0.975000023841858	proud-sweep-188
34	attentive_lstm	0.9805322415724648	0.983213427934892		0.8146408658135865	0.0006352338313685935	0.25381663563480905	3	1	adam	warmupinvsqrt	2	1760	1	640	59	True	8.308207416237471e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694170174/version_0	1	384	1	1	0.18103966072401692	True	128	128	82	59	2562400	3	LSTMEncoder	23		min	0.0006352338313685935	1	0.3333333333333333	5823	5	loss	0.8146408658135865	4	3	4.676742060619656e-06	1694177637.2978375	799	1.247248649597168	1.2193262577056885	18399	1800	7454.223792552948	0.9580000042915344	feasible-sweep-187
35	attentive_lstm	0.954167979306112	0.9976617270535616		0.26764713537816975	0.0005190143331753389	0.2152198572266234	3	1	adam	reduceonplateau	2	2032	1	1728	59	True	0.0002619740065557276	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694169440/version_0	1	176	2	1	0.11267750796759832	True	128	128	82	59	495200	1	LSTMEncoder	23		min	0.0005190143331753389	1	0.3333333333333333	0	5	loss	0.26764713537816975	4	1	0.0002619740065557276	1694181519.0915115	347	0.8382911682128906	0.7997177243232727	6959	783	12072.276711463928	0.9769999980926514	efficient-sweep-186
36	attentive_lstm	0.8139202406190791	0.9943558423709108		0.5204919556746749	0.0008159421204198858	0.4622895356514424	3	1	adam	None	2	1424	1	1600	59	True	0.00988279729305968	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694169354/version_0	1	192	1	1	0.0850110700213196	True	128	128	82	59	3714900	2	LSTMEncoder	23		min	0.0008159421204198858	1	0.3333333333333333	0	5	loss	0.5204919556746749	4	2	0.00988279729305968	1694188895.5182004	235	2.5876336097717285	1.7429695129394531	6843	531	19534.7261095047	0.921999990940094	logical-sweep-185
37	attentive_lstm	0.845864304854895	0.9844241380370936		0.29131381619276553	0.00099396059613592	0.4983401548565865	3	1	adam	None	2	1232	1	1216	59	True	0.0003985710433221299	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694167835/version_0	1	496	2	1	0.1371704532854467	True	128	128	82	59	4250700	4	LSTMEncoder	23		min	0.00099396059613592	1	0.3333333333333333	0	5	loss	0.29131381619276553	4	4	0.0003985710433221299	1694181018.5440116	703	0.9755516052246094	0.9465538263320924	23231	1584	13176.357202529907	0.9829999804496764	classic-sweep-184
38	attentive_lstm	0.8884595010590385	0.986356648560652		0.6770136667657722	0.00041355844684377424	0.192644798867857	3	1	adam	None	2	1200	1	320	59	True	6.490288280883699e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694166975/version_0	1	48	1	1	0.09993551429210656	True	128	128	82	59	317200	2	LSTMEncoder	23		min	0.00041355844684377424	1	0.3333333333333333	0	5	loss	0.6770136667657722	4	2	6.490288280883699e-05	1694170160.739364	799	0.7730739712715149	0.7358446717262268	19999	1800	3177.905232191086	0.972000002861023	autumn-sweep-182
39	attentive_lstm	0.8561908715303507	0.9876254658462892		0.3061973067058735	0.000742686805691804	0.2329264960383825	3	1	adam	warmupinvsqrt	2	1264	1	1216	59	True	2.904464159486969e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694166862/version_0	1	128	1	1	0.03230550526197962	True	128	128	82	59	460600	3	LSTMEncoder	23		min	0.000742686805691804	1	0.3333333333333333	1457	5	loss	0.3061973067058735	4	3	6.933418561815128e-07	1694188210.9592862	799	0.4882025718688965	0.3874807059764862	25599	1800	21340.173344135284	0.8460000157356262	polished-sweep-181
40	attentive_lstm	0.8252526805366153	0.989538124243876		0.5038336501696434	0.0008018268991067413	0.1748112368121209	3	1	adam	reduceonplateau	2	432	1	448	59	True	0.00032967839259750493	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694166123/version_0	1	288	2	1	0.1604163179867819	True	128	128	82	59	463000	1	LSTMEncoder	23		min	0.0008018268991067413	1	0.3333333333333333	0	5	loss	0.5038336501696434	4	1	0.00032967839259750493	1694167805.1255195	379	1.1062157154083252	1.0794718265533447	9119	855	1667.202763557434	0.977999985218048	cosmic-sweep-180
41	attentive_lstm	0.8627723285083988	0.9803730430459288		0.2746383031693925	0.00028994347973333593	0.3552049341459972	3	1	adam	None	2	656	1	256	59	True	1.911565193387689e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/attentive_lstm/1694163692/version_0	1	448	2	1	0.1942327468056733	True	128	128	82	59	1418400	3	LSTMEncoder	23		min	0.00028994347973333593	1	0.3333333333333333	0	5	loss	0.2746383031693925	4	3	1.911565193387689e-05	1694166845.1822083	799	1.3303425312042236	1.2964965105056765	24799	1800	3140.92671251297	0.953000009059906	stilted-sweep-179
